,origin,tweet_text,label
649,ARC,تقارير تُشير لانتقال فيروس كورونا للاعب باولو ديبالا 😷 عن طريق زميله بالفريق روجاني، ويوفنتوس لم يُعلن حتى الآن 🚑,False
650,MFH,للتعايش مع #كورونا.. عادات يجب اتباعها للوقاية من الفيروس غسل اليدين بشكل متكررلمدة 20 ثانية على الأقل تجنب لمس الوجه الامتناع عن المصافحة تجنب مشاركة الأدوات الشخصية تغطية الأنف والفم و ارتداء الكمامات تنظيف وتطهير الأسطح الحرص على وجود مسافة بين الأشخاص  للمعلومات @dnp2001,True
651,MFH,بعد الفتوى الغريبة التي تدعوا العراقيين إلى التواجد في أماكن دينية معينة لأن #كورونا لا يصيب المؤمنين فيها.. زعيم التيار الصدري مقتدى #الصدر  يتهم #ترمب بنشر كورونا ويرفض أي علاج أميركي للفيروس  https://t.co/5aaCUhFt26,True
652,ARC,فيديو | توضيح من “الصحة” بشأن تأثير الصيام على صحة المصاب بفيروس “كورونا”,True
653,4IF,ابرز ما ذكر الدكتور عبداللطيف الخال :- - تجنب جلوس اكثر من 5 اشخاص في مكان واحد - تجنب التجمع في الاماكن المشتركة في العمل - يتوجب على الطلاب لبس الكمام في المدرسة والصف !! - احتمالية انتهاء اللقاح قبل نهاية العام نتمنى استمرار العمل والدراسة عن بعد حفاظاً على الجميع #كورونا,True
654,MFH,بالاردن الفرق بينك وبين الي معه كورونا إنه هو عمل فحص وإنت لأ.,False
655,MFH,المجلس الأعلى للأمن يجتمع برئاسة الرئيس تبون لدراسة تطور فيروس كورونا في البلد إجراءات إضافية هذا مساء اليوم,True
656,ARC,صدام_حسين يكتشف كورونا_يفضح_التهديد_الامريكي قبل ان لعالم #كورونا_فايروث_مفتعل_من_الامريكان_للقضاء_على_أقتصاد_الصين_والدول_التي_تحاول_ان_تفرض_نفسها__لذاك_ام #ان_تكون_عبداً_لهم_دون_ان_تصيح_في_اوجههم_كورونا_مفتعل_جريمة_يحاسب_بها المجرم,False
657,ARC,احذرو المنتجات الصينية  بالنسبة للرحلات الدولية من #الصين الى #اليمن فهي منعدمة  لكن البضائع الصينية فدخولها اليمن دائم وفضلآ عن كونها وسيله لنقل #كورونا الى اليمن فسيعمل العدوان بشكل او بآخر بأيصال الفيروس عبر المنتجات الصينية  فالحذر الحذر والله الله في ارواح اهل اليمن 🔄,False
658,MFH,أعلنت الرئاسة الجزائرية اليوم الثلاثاء رسميا إصابة الرئيس عبد المجيد تبون بفيروس كورونا المستجد.  https://t.co/sM0AGxlFfV,True
659,ARC,رئيس كوريا الشمالية يكول اي شخص يصاب بفيروس #كورونا راح يتم إعدامه وبهالطريقة نسيطر ع المرض !!,False
660,MFH,الفرق بين مُصاب كورونا وانتَ انه هوه عِمِل فحص وانتَ لا,False
661,4IF,رئيس الصندوق الاستثمار الروسي : نحو عشرين بالمئة من طلبات اللقاح الروسي ضد فيروس #كورونا من دول عربية,True
662,ARC,@Z2TJCcLrjlirkHa @RTarabic خبر جيد كورونا فيروس أوهان يمكن معالجته بماء الثوم الطازج المغلي طبيب صيني مسن اثبت فعاليتها وكذلك عدة مرضى استخدموها واثبتوا فعاليتها خذ ٨  فصوص ثوم كبيرة واهرسها..اضف ٧ كؤوس ماء ثم أغلى الخليط..كل الثوم واشرب من الماء المغلي. بين ليلة وضحاها (في غمضة عين) ستشعر بالتحسن والشفاء,False
663,ARC, عاجل: إعلام العدو : إصابة ولي عهد أبو ظبي محمد بن زايد بفيروس #كورونا,False
664,ARC,#غبار_الرياض لعلها خيره ... يقولون من فوائد الغبار قتل الفيروسات والجراثيم فيمكن بإذن الله انه يشيل فيروس كورونا على دربه #الغبار ,False
665,4IF,#روسيا تخطط لإنتاج ستة ملايين جرعة شهريا من لقاح كوفيد-19 https://t.co/zgEfwzgEsJ #COVID19 #كورونا #Coronavirus https://t.co/lNQ1f2z13z,True
666,ARC,أخبار جيدة كورونا فيروس أوهان يمكن معالجته بماء الثوم الطازج المغلي  طبيب صيني مسن اثبت فعاليتها وكذلك عدة مرضى استخدموها واثبتوا فعاليتها خذ ٨فصوص ثوم كبيرة واهرسهااضف ٧ كؤوس ماء ثم أغلى الخليط.. كل الثوم واشرب من الماء المغلي. بين ليلة وضحاها (في غمضة عين) ستشعر بالتحسن والشفاء,False
667,ARC,الغاء الحج هذا العام وإيقاف العمره عشره اشهر انه العام الاسود حقآ #كورونا #كورونا_مصر #كوفيد١٩,False
668,ARC,الدكتور لوك مونتانييه بيؤكد ان فيروس #كورونا_الجديد تصنيع صيني في مختبر حكومي بووهان وان كان نتيجة تجارب لعلاج وللقاح لفيروس الايدز  ال cia والسفارة الأمريكية في بكين زارو المختبر ده اكثر من مرة في ٢٠١٨ و ٢٠١٩ وانتقدوا اجراءات السلامة في المختبر ده  لازم يكون فيه عقوبات عالصين,True
669,ARC,10 - أكل الثوم  أو الوصفات الشعبية والتوابل لا يحمي من الإصابة بمرض #كوفيد_19  الذي يسببه فيروس #كورونا المستجد. الثوم قد يكون صحياً وله آثار جيدة ضد البكتيريا، لكن لا يوجد أي دليل علمي على كونه -وأي نوع غذاء آخر- يقي من الإصابة بكورونا,True
670,ARC,خبراء يقولون إن فيروس كورونا مرتبط ارتباطا وثيقا باستساغة الصينيين أكل الكلاب والفئران وكل الحيوانات النجسة,False
671,ARC,@AlArabiya_Brk للأسف وثيقة فاضحة من هيئة الطيران القطري تبين سبب انتشار وباء كورونا في قطر بشكل خطير. هل يعقل منع السفر الى الكويت وعمان واستثناء ايران و تركيا ؟ في منتهى الإهانة للبلد,False
672,ARC,يا ملاحدة الصين اين قوتكم العالمية امام قوة الله القوي الجبار   كورونا و الان البعوض و الغربان   #كورونا,False
673,MFH,. وفاة أبن عمي بعد إصابته #بفيروس_كورونا    انا لله وإنا اليه راجعون، نسأل الله تعالى أن يتغمده بواسع رحمته وأن يلهم أهله وعائلته الصبر والسلوان    #كورونا  https://t.co/7O5X1Aoo5R,True
674,MFH,الفرق الوحيد بينك وبين اللي معه كورونا.. هو عمل فحص وانت لا 😶,False
675,ARC,@drassagheer قناة N12News الإسرائيلية:  تنشر تأكيد خبر  إصابة #محمد_بن_زايد بـ #ڤيروس #كورونا,False
676,MFH,تسجيل ١٢٢٣ إصابة جديدة بفيروس كورونا في السعودية . عند الخروج من المنزل عليك اتباع سبل الوقاية الصحيحة: - اغسل يديك وعقمها باستمرار.  - ابتعد عن أماكن التجمعات.  - لا تقترب من أحد واجعل مسافة لا تقل عن مترين.  وتذكر إنك مسؤل.. ساهم بحماية مجتمعك #٣_رمضان,True
677,ARC,خبير #صيني يجزم ويؤكد ان استنشاق بخار الماء يقتل #فيروس_كورونا ١٠٠% اذا كان موجود  في الرئتين  أو الحنجرة أو الأنف فالفيروس لا يحتمل درجة حرارة بخار الماء الدافئة .. ... ارجو نشر هذه المعلومه في صفحتكم وعلى أوسع نطاق,False
678,ARC,#لبنان   لبنان تعلن انتهاء العام الدراسي  واعتماد نتائج الفصل الأول بسبب #كورونا,False
679,MFH,الدولار و الكورونا عم يتسابقوا🎈 #لبنان #سنموتُ_حتماً,False
680,4IF,لا أعتقد أننا سنجبر الجميع على أخذ لقاح كورونا ، ولا أعتقد أن العاملين الصحيين يمكنهم العمل...هذا كلامهم يدل أن كورونا اصبح ماضي وانتهى .ويأكد ان كورونا خلق من أجل اللقاح ..الناس تتعافي والمرض انتهى تماما من دول العالم .يعني مافيه داعي للقاح.المسرحيه انتهت https://t.co/8ybWOSNKyb,False
681,4IF,لماذا تتسابق الدول الغير مصنعة والغير منتجة للأدوية على شراء لقاح كورونا بينما الدول الكبرى لا تلقي بالا عليه هل هناك ضغط عليهم لشراء اللقاح بالإجبار لا تجعلوا ثروات بلدكم في يد غيركم فهي أمانة وستسألون عليها #كورونا #اللجنة_العليا #عُمان #مصر #الخليج #السعودية #الامارات,False
682,ARC,"📡  ""الصحة"": لا خطورة في تسلم الطرود البريدية من الصين.. و""كورونا"" لا ينتقل عبر البضائع",True
683,ARC,السلام عليكم والرحمة اتمنى من الجميع للوقاية من الفيروس الجديد والخطير كورونا بأستخدام اليانسون بشرب اليانسون المغلي بشكل يومي الله يحمي الجميع,False
684,ARC,"دراسة جديدة لـ @UNESCWA تقدر أن 8.3 ملايين شخص إضافي سيقعون في براثن الفقر في #المنطقة_العربية بسبب #فيروس_كورونا، وتدعو الأمينة التنفيذية للإسكوا @EscwaES تحث الحكومات العربية على تنفيذ ""استجابةً طارئة وسريعة""  المزيد◀️  #COVID19",True
685,4IF,مدة ستة أشهر والعالم عاجز ومرعوب من #كورونا ليخرج في الاخير #طبيب بيطري روسي ويكتشف اللقاح يبدو ان العالم اسطبل كبير ..!!#العقود_يطالبون_بالترسيم,False
686,ARC,📍خذ العلم :   - جميع الأعمار يمكن أن يصيبها #فيروس_كورونا!  • لكن كبار السن وأصحاب الأمراض المزمنة والحوامل هم أكثر عُرضه للإصابة,True
687,ARC,#كورونا | التقطت هذه الصورة صباح يوم الجمعة لطائرة الخطوط الاماراتية مقلعة من دبي إلى بكين (الصين) وعلى متنها راكب واحد فقط يحمل الجنسية الفلسطينية ويعتقد بأنه ينحدر أصله من مدينة الخليل!,False
688,ARC,@RaniaAbdallah عاجل وفي غايه الخطورة.. الصين تعلن الحرب النووية على أمريكا وتهدد بمسح واشنطن من على وجه الأرض وتتهمها رسميا بالوقوف وراء فيروس كورونا,False
689,ARC,"كشفت مصادر محلية في الإمارات، عن إصابة ولي عهد أبوظبي محمد بن زايد، بفيروس كورونا القاتل 😁  #ادعوا له""وعلى أهله بالهلاك",False
690,MFH,الأقوياء  الثلاثة  يلي فارضين وجودهم اليوم :  الدولار ، الكورونا، والتيار بس ينزل  #سنموت_بعد_قليل #كورونا #لا_داعي_للهلع,False
691,ARC,1) رواية «عيون الظلام» The Eyes of darkness للكاتب الأمريكي دين راي كونتز Dean Ray Koontz، التي نشرت في1981، يعتبرها السذج بإنها قد تنبأت بما يحدث الآن من تفشي #فيروس_كورونا_الجديد ، وفي الواقع ...تابع,True
692,MFH,💥 ناديا، 4 سنوات، أنثى نمر في حديقة حيوان في نيويورك، تصبح أول حيوان يصاب بفيروس كورونا. هذه أول حالة من نوعها أن تنتقل العدوى من إنسان إلى حيوان!!  https://t.co/oxM76kre0D,True
693,ARC,أعلنت الصين رسميا ومنذ ساعات قليلة عن نجاح المصل الفلسطيني التى قدمته الدكتورة منار سعدي الشناوي الى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم,False
694,4IF,فيديو | في حال توفر لقاح فعال ضد #كورونا هل يعتبر التطعيم إجباريا؟ #الإخبارية https://t.co/bUCVPKJGaT,True
695,MFH,#المانيا 583 اصابه بالكورونا جديده ، عندي وصفه تنقذ المانيا من الكورونا وتعيد لها الحياه الطبيعيه ناجحه ١٠٠/١٠٠ هيا نعقد صفقه الفتح ، انا جاهز ان اسلمها لكبار علماء الطب وجاهز ان اشرحها ليتحققوا من نجاعتها 972522878900 وصفه طبيعيه ليست مركبه وليست كيماويه بالبته خلال ساعه لا كرون,False
696,ARC,يهود في نيويورك عندهم جنازة طلب منهم البوليس عدم التجمع بسبب فايروس #كورونا ما انصاعوا للتعليمات لأنهم يعتقدون ان الفيروس ما يضرهم لأنهم أبناء الله اشتغلوا عليهم رشاشات ماء المطافي,False
697,MFH,وصل قبل قليل خبر وفاة والد صديقي بسبب كورونا .  انا لله وانا اليه راجعون الله يرحمه ويغفر له ويسكنه فسيح جناته ونسأل الله العلي القدير ان يوسع قبره ويجعله روضة من رياض الجنة وان يلهم اهله وذويه الصبر والسلوان,True
698,ARC,بعد فايروس #كورونا أسراب من طايور الغربان  و الباعوض الكبير تهاجم الصين  ظاهرة قل نظيرها  ولم تحدث من قبل في دولة الصين الشعبية ...  شاهد ,False
699,ARC,مشهد مرعب علي رحلة الخطوط الاثيوبية قبل قليل القادمة من #إيطاليا الي مطار اديس معظم الركاب مصابون #فيروس_كورونا #COVID19  الله يرفع عنهم البلاء #سد_النهضة  #اثيوبيا لاحول ولا قوه الا بالله,False
700,ARC,كوريا الشمالية : اعدام اي شخص يصاب بفيروس كورونا منعا لانتشاره داخل البلاد,False
701,ARC,اكثر فيديو مفزع ممكن تشوفه خلال هالازمة حتى الان  في الاكوادور بسبب انهيار النظام الصحي رمى الجثث فيه الشوارع   #دايلر  #السمراء_الحزينه  #المجد_في_رمضان1441  #كورونا  #حظر_التجول_بالكويت  #كورونا_الاردن  #فيروس_كورونا  #خلك_في_البيت  #وزارة_الصحة,True
702,4IF,روسيا: بوتين: يعلن تسجيل اول لقاح في العالم مضاد لـ #فيروس #كورونا #كوفيد_19 اللقاح الروسي https://t.co/7bWuDwuut9,True
703,4IF,قد يستغرق سنوات.. مدير مجموعة أكسفورد: يمكن الوصول لنتائج تجارب لقاح #كورونا قبل نهاية 2020 https://t.co/LtUQffMGZW,True
704,MFH,اصابة نمر في حديقة حيوان في مدينة نيويورك بفيروس #كورونا  وثلاثة اسود في الحديقة أيضاً ظهرت عليهم أعراض المرض!  https://t.co/9l2Eit4SqM,True
705,ARC,#فيروس_كورونا_المستجد اختبار بسيط في 10 ثواني يعرفك هل انت مصاب بفيروس كورونا ام لا | مهم جدا&lt;br&gt;,False
706,MFH,هاريس: أنا وبايدن جاهزان للسيطرة على كورونا وإعادة بناء اقتصادنا. #العبدلى_نيوز.  https://t.co/oSceAy6fsU,True
707,ARC,•▪● 🇨🇳《 ووهان_الصين# 》🇨🇳 ●▪•  آلاف الغربان تحلق فوق مدينة #ووهان الصينية التي ظهر فيها فيروس كورونا،  وهناك الكثير من المخاوف والتساؤلات عن هذا المشهد الغريب .  ●🇨🇳●🇨🇳●🇨🇳●🇨🇳●,False
708,MFH,🔴 #وزارة_الصحة: 🔴 240 إصابات جديدة بكورونا في #الجزائر 🔴ارتفاع إجمالي إصابات كورونا إلى: 12685 🔴 تسجيل 7 وفيات جديدة بكورونا في الجزائر 🔴ارتفاع إجمالي وفيات بكورونا إلى: 885 🔴حالات الشفاء الجديدة : 146  https://t.co/jcbaZlNEJE,True
709,ARC,"حتى يمكن استخراج البلازما لعلاج الآخرين.  ووفقا لتقرير وكالة الأنباء الصينية "" xinhuanet""، قدمت الصين العلاج بالبلازما لـ 245 مريضا بفيروس كورونا COVID-19 يوم 28 فبراير، وأظهرت النتائج تحسن 91 حالة فى المؤشرات السريرية والسيطرة على الأعراض.  وأعلنت الصين أنه تم جمع ما يصل إلى👇",True
710,ARC,"الإمارات.. إصابة ولي عهد الامارات محمد بن زايد بـ""كورونا""   #كورونا",False
711,ARC,“لقد فقدنا السيطرة، الوباء قتلنا نفسيًا وبدنيًا و عقليًا، لم نعُد نعي ماذا سنفعل، لقد انتهت جميع الحُلول على وجه الأرض، الحل متروك للسماء”  جوسيبي كونتي - رئيس وزراء #ايطاليا  #كورونا,False
712,ARC,أعلنت الصين رسميا ومنذ ساعات قليلة عن نجاح المصل الفلسطيني التى قدمته الدكتورة منار سعدي الشناوي الى وزارةالصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 %على اكثر من 7 حالات تم شفائهم، لتعلن الصين أن العلماءالأطباء الفلسطينيين اثبتوا للعالم أجمع أنهم هم صناع الحياة,False
713,4IF,"أخبار سارة للعالم من شركة بيونتيك.. ""لقاح فايزر/بيونتيك له فاعلية كبيرة والمُطَعم به لا ينقل العدوى"" https://t.co/rqCdn6ADRa",True
714,MFH,#وزارة_الصحة 🔴 تسجيل 430 إصابات جديدة بكورونا في الجزائر 🔴 إرتفاع إجمالي الإصابات إلى 15500 🔴 9 وفيات جديدة بكورونا رحمهم الله. 🔴 إرتفاع إجمالي الوفيات إلى 946 #وعينا_يحمينا #خليك_بالبيت😷 #فيروس_كورونا…  https://t.co/OARKddaJEl,True
715,ARC,عاجل - #الصين تبهر العالم.. وتنتهي من بناء مستشفى لعلاج #فيروس_كورونا في 8 أيام فقط  • إليكم صوراً من داخل #المستشفى الذي تبلغ سعته 1000 سرير  • الجيش الصيني سيتسلم إدارة المستشفى.. وبدأ بتوفير 1400 عامل طبي عسكري لتشغيله,True
716,4IF,#عاجل | المستشارة الألمانية أنغيلا ميركل: • أتوقع أن تكون أزمة فيروس #كورونا أكثر صعوبة في الخريف والشتاء المقبلين • الأمور لن تعود إلى طبيعتها حتى نجد لقاحا لفيروس كورونا,True
717,ARC,#bbc: إصابة رئيس الوزراء البريطاني بوريس جونسون ب #كورونا_الجديد,True
718,ARC,العاصفة الترابية تزيد من انتشار الوباء نصيحتى المكوث في المنزل وعدم التحرك بكثرة لحين زوال الوباء.  #كورونا_في_الكويت,True
719,4IF,لماذا التركيز على لقاح كورونا وليس علاج كورونا؟ في الواقع ان الدراسات مستمرة على اكتشاف علاج للكورونا ونتأمل اكتشاف العلاج قريبا لكن العلاج لن يقوم بمنع انتشار الفيروس ولكن فقط علاج المصاب لكن اللقاح هو من يمنع الانتشار وينهي الجائحة بالحصول على المناعة المجتمعية لذلك اللقاح أهم https://t.co/Xo2FSsjXzY,True
720,MFH,لحماية نفسك من فيروس كورونا عليك اتباع الارشادات اعلاه  https://t.co/8LpchbEb1H,True
721,4IF,"#عاجل | "" #الصحة_الروسية "" تحذر من اللقاح الذي أعلن عنه #بوتين لعلاج #كورونا https://t.co/KzPV5WMecJ",True
722,MFH,تعرف على طرق انتقال فيروس كورونا لتجنب الاصابة به  #وعيك_في_بيتك #وزارة_الصحة #الوقايه_من_كورونا #كلنا_مسؤول  https://t.co/qFnd6fSvTT,True
723,ARC,لا يوجد دليل علمي على أن تناول الثوم يحمي من فيروس كورونا المستجد. ولكن الالتزام بعادات النظافة الشخصية كغسل اليدين بالماء والصابون باستمرار تساعد على الوقاية من المرض.  #فيروس_كورونا_المستجد #فيروس_كورونا #وزارة_الصحة_ووقاية_المجتمع_الإمارات,True
724,4IF,جونسون أند جونسون تتسلم من واشنطن مليار دولار لتصنيع 100 مليون جرعة لقاح ضد كوفيد-19 #جونسون_أند_جونسون #كورونا #لقاح #كوفيد_19 https://t.co/b7Mp2MPnPD,True
725,ARC,"انتشر مقطع فيديو على ""فيسبوك"" ظهر فيه مواطن فرنسي يتحدث عن #فيروس_كورونا المواطن بترجمة معطيات طرحها عالم فرنسي تثبت أن الفيروس مسجّل في مخابر باستور الفرنسي [institut pasteur] مضيفا انه تمت تجربة الفيروس ولقاحه على الحيوانات منذ 2004 ويعدها استنفرت فرنسا واوربا لنفي ذلك وحذف",False
726,ARC,"في مشهد مهيب تقشعر له الأبدان.. خرج العاملون في مستشفى شمال ويلز لتحية ووداع جثمان زميلهم الطبيب الليبي 🇱🇾 ""الصادق الهوش"" الذي وافته المنية يوم الاثنين، بعد إصابته بفيروس #كورونا المستجد أثناء تأديته لواجبه في انقاذ أرواح المرضى بالمستشفى. اللهم اغفر له وارحمه🇸🇦       👇🏼👇🏼",True
727,MFH,#وزارة_الصحة: حتى اليوم، لا يوجد علاج مخصص موجه معتمد تحديداً لمعالجة فيروس #كورونا الجديد، واللقاحات لاتزال في مراحل البحث.  https://t.co/EWguIP45xT,True
728,4IF,#مع_الحكيم قريبا CoronaVac لقاح صيني جديد أعلنت الصين أن لقاحها ضد فيروس كورونا المستجد سيكون متوفرا بحلول نهاية هذا العام، وذلك رغم وجود عقبات أمام عملية الاختبار... التفاصيل 👈 https://t.co/I00xGqCYfJ #كوفيد19 #covid19 #corona #كورونا https://t.co/c5t9RzhAQn,True
729,ARC,"نفى المتحدث باسم وزارة الصحة المزاعم التي وردت  على مواقع التواصل الاجتماعي حول انتشار فيروس كورونا المستجد في المدارس والأماكن العامة الأخرى.قال مجاهد لبرنامج ""يحدث في مصر""، إن مثل هذه الادعاءات لا تؤدي سوى إلى إثارة ""الذعر"" بين المواطنين",True
730,MFH,تذكر دائمًا 👇  عند السعال والعطس، احرص على تغطية الفم والأنف بمرفقك، لتجنب الإصابة بفيروس كورونا. 💪  إليكم الطريقة من لاعبنا @franvillalba10 😉  https://t.co/P2hcM0Hi0V,True
731,ARC,@abohadi_94 أينانيوز/ متابعة/ كشفت مصادر محلية في دولة الإمارات، الاربعاء، عن إصابة ولي عهد أبوظبي محمد بن زايد، بفيروس كورونا المستجد. ونقلت وسائل اعلام خليجية، عن تلك المصادر، قولها، إن اجتماعات عقدت على أعلى المستوى لبحث محاولة السيطرة على تفشي الفيروس في الإمارات بعد تفاقم أعداد المصابين,False
732,4IF,لقاحات #كورونا نهاية العام وتوزيعها بداية 2021 • التوزيع العادل بنسبة 20% من عدد سكان كل دولة https://t.co/qstwJ3C0Yw,True
733,ARC,صدام حسين يتكلم عن فيروس كورونا وانه سلاح بيولوجي وصناعه امريكيه    #InternationalWomensDay,False
734,ARC,"⭕️ انباء تتحدث عن اصابة ""محمد بن زايد"" بكورونا     #الامارات #كورونا #فيروس_كورونا  #محمد_بن_زايد",False
735,ARC,أعلنت الصين رسميا ومنذ ساعات قليلة عن نجاح المصل المصرى التى قدمته الدكتورة هالة وزيرة الصحة المصرية الى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم،,False
736,MFH,#ترامب_والكورونا_والحكم عندي لترامب وصفه طبيعيه تقضي على الكورونا خلال دقيقه وتعيد ترامب للحكم  ، تفضل لنعقد صفقه الان لكي تخلص اميريكا من الفيروس الذي خرب العالم من صحه ومن ركود اقتصادي وخسارات تقدر ب 25  ترليون دولار  ووقوف عجله الحياه الطبيعيه ، لقد خصصت 2.3 ترليون لمكافحه .,False
737,4IF,#ادعم_المنتج_المصري. أعلنت وزيرة الصحة والسكان الدكتورة هالة زايد، أن مصر ستحصل مع 6 جهات دولية على لقاحات فيروس كورونا التي وصلت للمرحلة الثالثة من التجارب السريرية، مؤكدة جاهزية القاهرة لإنتاجها فور إقرارها علميًا.,False
738,ARC,وسائل إعلام إيطالية: إصابة لاعب #يوفنتوس باولو #ديبالا بفيروس #كورونا  #عاجل,False
739,ARC,@sahabnews2 حسب جامعة كوينزلاند: موزة واحدة 🍌🍌 في اليوم تحميك من كورونا (خبر زائف)❌❌,True
740,ARC,انتهت السلطات الصينية الأحد من بناء وتجهيز المستشفى الخاص بعلاج المصابين بفيروس #كورونا المستجد في مدينة #ووهان معقل انتشاره، أُنجز المستشفى في 7 أيام كما وعدت الحكومة,True
741,4IF,#بوتين يعلن رسمياً تسجيل روسيا لأول لقاح مضاد لفيروس #كورونا لتفاصيل أكثر: https://t.co/8OO0YfNrdY #الشرق #Asharqnews #فيروس_كورونا https://t.co/hICQ4gbYNu,True
742,4IF,الدكتورة منية مخول الباحثة المشاركة لمرحلة ما بعد الدكتوراة في جامعة وايل كورنيل قطر للطب تتحدث عن أهمية اكتشاف لقاح ضد فيروس #كورونا عبر برنامج #المسافة_الاجتماعية .. #لأجل_قطر_كلنا_في_البيت #forqatarstayhome https://t.co/JCZPwPkPdl,True
743,ARC,#الصين تتوصل لعلاج فعال لفيروس #كورونا,False
744,ARC,#صدام_حسين  يتكلم عن فيروس #كورونا_الجديد  وكيفية التعامل معه,False
745,4IF,تغطية خاصة.. خبرا سارا ننتظره جميعا عن موعد إطلاق لقاح #كورونا ومتابعة عن قرب لما يحدث في إسبانيا مع د. محمد ولد دحو أخصائي طوارئ وعناية مركزة - إسبانيا ود. حسن الصواف من الدوحة https://t.co/wLWt1VP6Ob,True
746,MFH,انا لله وانا اليه راجعون .. وفاة الزميل الصيدلي د/محمود صبري نتيجة اصابته بفيروس كورونا بسبب مخالطتة لأحد المصابين بطبيعة عمله .  ربنا يرحمه ويلهم أهله الصبر والسلوان ⁦💔,True
747,ARC,كيف تنبأت رواية عيون الظلام للكاتب دين كونتز بظهور كورونا في ووهان بالذات ومن ثم انتشاره لباقي دول العالم!!! #فيروس_كورونا,False
748,4IF,"أعلن الرئيس الروسي فلاديمير بوتين أن بلاده طورت ""أول"" لقاح يوفر ""مناعة مستدامة"" ضد فيروس #كورونا المستجد #اندبندنت_عربية_تغنيك https://t.co/lMQQYkoSAA",False
749,MFH,الفيروس يزداد شراسة.. منظمة الصحة العالمية: الاعتقاد بأن فيروس #كورونا سيختفي بحلول الصيف «أمل زائف»  https://t.co/wCu8A2Tqbk,True
750,ARC,غرغرة =  ماء+ليمون+ملح  ،، لثلاثة ايام  ينجح في قتل الفايروس قبل نزوله الى الرئة، إذا حسيت بحرقة ويبسان في البلعوم #كورونا_الجديد  #العافيه,False
751,ARC,"هل يستطيع الثوم حمايتنا من فيروس "" #كورونا "" ؟",False
752,4IF,الخبير الأميركي المرموق أنطوني #فاوتشي : مزاعم #روسيا بشأن توصلها إلى لقاح آمن وفعال ضد #كورونا زائفة https://t.co/oYpQEkL52r #العربية,True
753,MFH,#عاجل  #الصحة: حتى اليوم، لا يوجد علاج مخصص موجه معتمد تحديداً لمعالجة فيروس #كورونا الجديد، واللقاحات لاتزال في مراحل البحث.,True
754,MFH,#ايران_تصدر_كورونا_للخليج ايران عدوه صدرتها عن طريق الخونة اللي يسافرون لها في الظلام عن طريق دول خليجية اعتبرها متواطئة بالخيانة معهم كالكويت والبحرين مواطن سعودي كيف يسافر لايران عن طريقهم وين خليجنا واحد ليش مايكون تنسيق امني ضد هالخونة,False
755,4IF,خبر جميل من #اندونيسيا 🇲🇨 Kabar baik dari Indonesia❣️ #اندونيسيا ❤️ تكشف موعد تجاربها عن لقاح 💉 #كورونا من الاسبوع المقبل تبدا #اندونيسيا تجارب لقاح كورونا بالتعاون مع شركة سينوفاك الصينيه 🇨🇳 #كورونا #رواد_اندونيسيا #الاخبار_الحلوه #Jakarta #Korona https://t.co/1t5nryKD6u,False
756,ARC,أعلنت الصين رسميا ومنذ ساعات قليلة عن نجاح المصل الفلسطيني التى قدمته الدكتورة منار سعدي الشناوي الى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم، لتعلن الصين أن العلماء الأطباء الفلسطينيين اثبتوا للعالم   #تابع 👇👇,False
757,MFH,"#الصحة تعلن عن تعافي ثلاث حالات من المصابين بفيروس #كورونا الجديد ""كوفيد 19 "" في #المملكة واثبت الفحص المخبري خلوهم من الفيروس ويتمتعون حالياً بصحة جيدة ولله الحمد وخرجوا جمعيهم من المستشفى.  وبذلك يرتفع عدد حالات التعافي إلى 6 حالات.  https://t.co/3NldTFsQCd",True
758,4IF,#عاجل | رئيس شركة #الصين الوطنية للصناعات الدوائية: لقاح فيروس #كورونا سيكون متاحًا تجاريًا بحلول نهاية العام الجاري. #بوابة_الأخبار https://t.co/SULCtEzK9M,True
759,MFH,💣قنبلة على المباشر👇 مباشرة من ⁧#البيت_الأبيض⁩ لم ينتبهوا للكاميرا مقطع مسرب لفريق عمل ترامب يتكلمون عن  ⁧#كورونا_فيروس⁩بأنه خدعة وبأن اللقاح موجود وأنهم ملقحون ضده فلا داعي للبس الكمامات عندما لا يكون البث ويخبر أحدهم أن الوفيات مزورة وأن الفيروس ضعيف جدا,False
760,4IF,صرحت منظمة الصحة العالمية اليوم إن فايروس #كورونا معقد جداً ومن الصعب ايجاد لقاح له.. هذا يدل أن كورونا باقية معانا فترة طويلة واللي علينا الحين تغيير نمط حياتنا والتعايش مع الوباء وأخذ الاحتياطات اللازمة أيضا.. 😏,False
761,ARC,#إنتهي_الدرس_يا_غبي .. 👈( كورونا ) ✋✋✋ 👈 ترامب يقدم مدير شركة ( روش الطبية ) والذي بدوره أعلن أن الشركة الأمريكية ستطرح يوم الأحد القادم اللقاح وانه أصبح جاهز منه ملايين الجرعات ليسدل الستار عن المسرحيه الهزلية إخراج وتمثيل بني صهيون واليوم الكشف عن أول جرعة تجريبية بأمريك,False
