,origin,tweet_text,tweet_text_NER,tweet_text_NER_STEM,label
935,ARC,اراد العالم الامريكي دمتري تدمير الصين وايران وايطاليا فخرج الفايروس عن السيطره وقتله هو وزوجته وبنته والان امريكا تعلن ان الوباء خرج عن السيطره .. مخترع فايروس كورونا العالم الأمريكي الذي اخترع فايروس كورونا كسلاح جرثومي لتأديب الشعوب التي تتحدى أمريكا ينشر الفايروس .يتبع,اراد العالم الامريكي  PER  تدمير  LOC   LOC   LOC  فخرج الفايروس عن السيطره وقتله هو وزوجته وبنته والان  LOC  تعلن ان الوباء خرج عن السيطره .. مخترع  PER  العالم الأمريكي الذي اخترع  PER  كسلاح جرثومي لتأديب الشعوب التي تتحدى  LOC  ينشر الفايروس .يتبع,أراد عالم أمريكي PER تدمير LOC LOC LOC خرج فايروس عن سيطره قتل هو زوجة بنت آن LOC أعلن ان وباء خرج عن سيطره . . مخترع PER عالم أمريكي الذي اخترع PER سلاح جرثومي تأديب شعب الذي تحدى LOC نشر فايروس . تبع,False
936,MFH,"573 حالة إصابة جديدة و11 حالة وفاة جديدة بفيروس كورونا "" كوفيد - 19 "" في الجزائر ..","573 حالة إصابة جديدة و11 حالة وفاة جديدة بفيروس كورونا "" كوفيد - 19 "" في  LOC  ..","573 حالة إصابة جديد و 11 حالة وفاة جديد فيروس كورونا "" كوفيد - 19 "" في LOC . .",True
937,4IF,معلومة مهمة جدا لا يوجد لقاح روسي ل كورونا اجتاز المراحل الثلاث وهناك بوادر نزاع بين الدول المتنافسة على تصنيع اللقاح، وبين روسيا والصين والهند، بسبب هذه التجاوزات والتي قد تفقد الثقة في اللقاحات الناجحة لاحقا السعودية رابط الخبر باللغة الإنجليزية,معلومة مهمة جدا لا يوجد لقاح روسي ل كورونا اجتاز المراحل الثلاث وهناك بوادر نزاع بين الدول المتنافسة على تصنيع اللقاح، وبين  LOC   LOC   LOC ، بسبب هذه التجاوزات والتي قد تفقد الثقة في اللقاحات الناجحة لاحقا  LOC  رابط الخبر باللغة الإنجليزية,معلومة مهمة جد لا وجد لقاح روسي ل كورونا اجتاز مرحلة ثلاث هناك بادرة نزاع بين دولة متنافس على تصنيع لقاح ، بين LOC LOC LOC ، سبب هذا تجاوز الذي قد فقد ثقة في لقاح ناجح لاحق LOC رابط خبر لغة إنجليزية,False
938,ARC,اوهان كورونا الصين الوضوء هو اللي يحمي الانسان من الامراض المعديه, PER   LOC  الوضوء هو اللي يحمي الانسان من الامراض المعديه,PER LOC وضوء هو لي حمى إنسان من مرض معديه,False
939,MFH,عند الخروج من المنزل عليك اتباع سبل الوقاية الصحيحة: - اغسل يديك وعقمها باستمرار. - ابتعد عن أماكن التجمعات. - لا تقترب من أحد واجعل مسافة لا تقل عن مترين. وزارة_التعليم إدارة_تعليم_الطائف كلنا_مسؤول كورونا,عند الخروج من المنزل عليك اتباع سبل الوقاية الصحيحة: - اغسل يديك وعقمها باستمرار. - ابتعد عن أماكن التجمعات. - لا تقترب من أحد واجعل مسافة لا تقل عن مترين. وزارة_التعليم إدارة_تعليم_الطائف كلنا_مسؤول كورونا,عند خروج من منزل على اتباع سبيل وقاية صحيح : - اغسل يد عقم استمرار . - ابتعد عن مكان تجمع . - لا اقترب من أحد اجعل مسافة لا قل عن متر . وزارة _ تعليم إدارة _ تعليم _ طائف كل _ مسؤول كورونا,True
940,4IF,الناطق الرسمي بوزارة الصحة د- عبدالله السند يبشر : مؤشرات إيجابية لقرب إنتاج لقاح كورونا وتناقص نسبي بأعداد الحالات المشتبه بإصابتها في الكويت كورونا لقاح_كورونا,الناطق الرسمي بوزارة الصحة د-  PER  يبشر : مؤشرات إيجابية لقرب إنتاج  MISC  وتناقص نسبي بأعداد الحالات المشتبه بإصابتها في  LOC  لقاح_كورونا,ناطق رسمي وزارة صحة د - PER بشر : مؤشر إيجابي قرب إنتاج MISC تناقص نسبي عدد حالة مشتبه إصابة في LOC لقاح _ كورونا,True
941,4IF,"هام جدا- ""هذا هو أكثر مرض مرعب شاهدته طوال مسيرتي المهنية."" هذا ما قاله الطبيب الأمريكي الذي يقود الجهود الدولية للبحث عن لقاح للكورونا. أتمنى من كل شخص قارن ال كورونا بالإنفلونزا أو بالغ في تطمين الناس يشوف المقطع للنهاية (النهاية أهم جزء). قمت بترجمة المقطع للعربية.","هام جدا- ""هذا هو أكثر مرض مرعب شاهدته طوال مسيرتي المهنية."" هذا ما قاله الطبيب الأمريكي الذي يقود الجهود الدولية للبحث عن  MISC . أتمنى من كل شخص قارن ال كورونا بالإنفلونزا أو بالغ في تطمين الناس يشوف المقطع للنهاية (النهاية أهم جزء). قمت بترجمة المقطع للعربية.","هام جد - "" هذا هو أكثر مرض مرعب شاهد طوال مسيرة مهني . "" هذا ما قال طبيب أمريكي الذي قاد جهد دولي بحث عن MISC . تمنى من كل شخص قارن ال كورونا إنفلونزا أو بالغ في تطمين ناس يشوف مقطع نهاية ( نهاية أهم جزء ) . قام ترجمة مقطع عربي .",False
942,ARC,هل ينقل البعوض العدوى؟ 5 شائعات عن فيروس_كورونا . آمن_بالبيت,هل ينقل البعوض العدوى؟ 5 شائعات عن فيروس_كورونا . آمن_بالبيت,هل نقل بعوض عدوى ؟ 5 شائع عن فيروس _ كورونا . آمن _ بيت,True
943,ARC,الكلام ده مفبرك. الصين لم تتهم أمريكا أو أي دولة تانية بالمسؤولية عن انتشار فيروس كورونا على أراضيها، ولم تعلن الحرب النووية أو غير النووية على أي دولة. متصدقش,الكلام ده مفبرك.  LOC  لم تتهم  LOC  أو أي دولة تانية بالمسؤولية عن انتشار فيروس كورونا على أراضيها، ولم تعلن الحرب النووية أو غير النووية على أي دولة. متصدقش,كلام ده مفبرك . LOC لم اتهم LOC أو أي دولة تاني مسؤولية عن انتشار فيروس كورونا على أرض ، لم أعلن حرب نووي أو غير نووي على أي دولة . متصدقش,True
944,ARC,", , . الاعلام العبري يتحدث عن اصابة محمد بن زايد بفيروس كورونا نقلته عاملة فليبينية ووضعه بالحجر الصحي كورونا",", , . الاعلام العبري يتحدث عن اصابة  PER  بفيروس كورونا نقلته عاملة فليبينية ووضعه بالحجر الصحي كورونا",", , . اعلام عبري تحدث عن إصابة PER فيروس كورونا نقل عامل فليبيني وضع حجر صحي كورونا",False
945,4IF,الشروق| الصحة العالمية: روسيا لديها استعدادات لإنتاج لقاحات عالية الجودة  كورونا فيروس_كورونا COVID19,الشروق| الصحة العالمية:  LOC  لديها استعدادات لإنتاج لقاحات عالية الجودة   MISC  COVID19,شروق | صحة عالمي : LOC لدى استعداد إنتاج لقاح عالي جودة MISC COVID19,True
946,ARC,وزارة_الصحة تؤكد لا يمكن انتقال المرض من خلال الطرود البريدية ولا توجد خطورة من استلام الشحنات الواردة من الصين وغيرها من الدول المتفشي بها كورونا,وزارة_الصحة تؤكد لا يمكن انتقال المرض من خلال الطرود البريدية ولا توجد خطورة من استلام الشحنات الواردة من  LOC  وغيرها من الدول المتفشي بها كورونا,وزارة _ صحة أكد لا أمكن انتقال مرض من خلال طرد بريدي لا وجد خطورة من استلام شحن وارد من LOC غير من دولة متفشي ب كورونا,True
947,4IF,ترمب: كورونا سيختفي حتى من دون لقاح : صح لسانك,ترمب: كورونا سيختفي حتى من دون لقاح : صح لسانك,ترمب : كورونا اختفى حتى من دون لقاح : صح لسان,False
948,MFH,ماذا يجب عليك أن تعرفه عن الكمامة القماشية؟ بناء على تعليمات وزارة الصحة، يجب لبس الكمامة القماشية دائما عند الخروج من البيت، وعند الذهاب للأماكن العامة. للمزيد من المعلومات قم بزيارة  كلنا_مسؤول الوقايه_من_كورونا,ماذا يجب عليك أن تعرفه عن الكمامة القماشية؟ بناء على تعليمات وزارة الصحة، يجب لبس الكمامة القماشية دائما عند الخروج من البيت، وعند الذهاب للأماكن العامة. للمزيد من المعلومات قم بزيارة  كلنا_مسؤول الوقايه_من_كورونا,ماذا وجب على أن عرف عن كمام قماشي ؟ بناء على تعليم وزارة صحة ، وجب لبس كمام قماشي دائم عند خروج من بيت ، عند ذهاب مكان عام . مزيد من معلومة قم زيارة كل _ مسؤول وقايه _ من _ كورونا,True
949,4IF,عاجل الصين تفجر مفاجأة: بدأنا استخدام لقاح ضد كورونا,عاجل  LOC  تفجر مفاجأة: بدأنا استخدام لقاح ضد كورونا,عاجل LOC تفجر مفاجأة : بدأ استخدام لقاح ضد كورونا,True
950,ARC,بوابة_الوفد| فيديو.. مدير مستشفى سابق ينصح ب الوضوء لمواجهة فيروس_كورونا,بوابة_الوفد| فيديو.. مدير مستشفى سابق ينصح ب الوضوء لمواجهة فيروس_كورونا,بوابة _ وفد | فيديو . . مدير مستشفى سابق نصح ب وضوء مواجهة فيروس _ كورونا,False
951,ARC,فيروس كورونا 19 Covid19 هو الأكثر فتكا لكبار السن والأشخاص الذين يعانون من مشاكل في الرئة مثل مدخني التبغ. الدعاء للجميع!,فيروس كورونا 19 Covid19 هو الأكثر فتكا لكبار السن والأشخاص الذين يعانون من مشاكل في الرئة مثل مدخني التبغ. الدعاء للجميع!,فيروس كورونا 19 Covid19 هو أكثر فتك كبير سن شخص الذي عانى من مشكلة في رئة مثل مدخن بغى . دعاء جميع !,True
952,MFH,"صحيفة أجنبية بدأت مقالها ب "" فيروس كورونا يكره النقاب"" الترجمة:المنتقبات لن يخفن من العدوى وهن اقل عرضة ل كرونا لأنهن لا يصافحن بالايدي ولايقبلن ولا يعانقن وهذه الشروط او بالاحرى الاحتياطات الموصى بها من العلماء لتفادي الاصابةالى نساء العالم ارتدو النقاب فهوامن يوم_الجمعة","صحيفة أجنبية بدأت مقالها ب "" فيروس كورونا يكره النقاب"" الترجمة:المنتقبات لن يخفن من العدوى وهن اقل عرضة ل كرونا لأنهن لا يصافحن بالايدي ولايقبلن ولا يعانقن وهذه الشروط او بالاحرى الاحتياطات الموصى بها من العلماء لتفادي الاصابةالى نساء العالم ارتدو النقاب فهوامن يوم_الجمعة","صحيفة أجنبي بدأ مقال ب "" فيروس كورونا أكره نقاب "" ترجمة : منتقب لن يخفن من عدوى هن أقل عرضة ل كرو أن لا يصافحن يد ولايقبلن لا يعانقن هذا شرط أو أحرى احتياط موصى ب من عالم تفادي اصابةالى نساء عالم ارتدو نقاب فهوامن يوم _ جمعة",False
953,4IF,لقاح فيروس كورونا كوفيد19 ، المصنع من قبل شركة استرازينيكا، من المحتمل أن يحمي لمدة عام,لقاح فيروس  PER 19 ، المصنع من قبل  ORG ، من المحتمل أن يحمي لمدة عام,لقاح فيروس PER 19 ، مصنع من قبل ORG ، من محتمل أن حمى مدة عام,True
954,MFH,عزيزي المواطن والمقيم، حرصا على سلامتكم من التعرض لفيروس كورونا كوفيد 19 يجب غسل اليدين بالماء والصابون جيدا بشكل دوري، مع الحرص على استخدام معقم اليدين بوحدتنا_نحميها,عزيزي المواطن والمقيم، حرصا على سلامتكم من التعرض لفيروس كورونا كوفيد 19 يجب غسل اليدين بالماء والصابون جيدا بشكل دوري، مع الحرص على استخدام معقم اليدين بوحدتنا_نحميها,عزيز مواطن مقيم ، حرص على سلامة من تعرض فيروس كورونا كوفيد 19 وجب غسل يد ماء صابون جيد شكل دوري ، مع حرص على استخدام معقم يد وحدة _ نحم,True
955,4IF,تذكرون شركة استرازينكا ..! ستقوم بتوفير 400 مليون جرعة من لقاح كوفيد_19 داخل أوروبا حاليا .. خبر جدا مهم ..,تذكرون  ORG  ..! ستقوم بتوفير 400 مليون جرعة من لقاح كوفيد_19 داخل  LOC  حاليا .. خبر جدا مهم ..,ذكر ORG . . ! قام توفير 400 مليون جرعة من لقاح كوفيد _ 19 داخل LOC حالي . . خبر جد مهم . .,False
956,MFH,إنا لله وإنا إليه راجعون، أعزي كل الزملاء بوفاة الأخ- د. طارق حسين مخيمر ، من أطباء الأنف والأذن والحنجرة في م. زين متأثرا بمضاعفات فيروس كورونا المستجد. رحمه الله وألهم أهله ومحبيه الصبر والسلوان.,إنا لله وإنا إليه راجعون، أعزي كل الزملاء بوفاة الأخ- د.  PER   PER  ، من أطباء الأنف والأذن والحنجرة في م. زين متأثرا بمضاعفات فيروس كورونا المستجد. رحمه الله وألهم أهله ومحبيه الصبر والسلوان.,إن الله إن إلى راجع ، أعز كل زميل وفاة أخ - د . PER PER ، من طبيب أنف أذن حنجر في م . زين متأثر مضاعفة فيروس كورونا مستجد . رحم الله ولي أهل محب صبر سلوان .,True
957,MFH,DonaldJTrump لقد خصصت 2.2 ترليون دولار تعال حولهم لحسابي وخذ وصفه طبيعيه تخلص العالم من الكورونا ومن افاتها وتعيد بعجله الحياه الى طبيعتها تلفون .972522878900 .وصفه يفحصها كبار علماء الطب ، ناجحه 100-100 ومجربه على البشر وعلى الحيوانات تنجي الحميع الا الذين ماتت اعضاءهم وتوقفت ., MISC p لقد خصصت 2.2 ترليون  MISC  تعال حولهم لحسابي وخذ وصفه طبيعيه تخلص العالم من الكورونا ومن افاتها وتعيد بعجله الحياه الى طبيعتها تلفون .972522878900 .وصفه يفحصها كبار علماء الطب ، ناجحه 100-100 ومجربه على البشر وعلى الحيوانات تنجي الحميع الا الذين ماتت اعضاءهم وتوقفت .,MISC p قد خصص 2.2 ترليون MISC تعال حول حساب أخذ وصف طبيعي تخلص عالم من كورونا من اف أعاد عجل حياه الى طبيعة تلفون . 972522878900 . وصف فحص كبير عالم طب ، ناجح 100-100 مجرب على بشر على حيوان تنجي حميع الا الذي مات اعضاء توقف .,False
958,ARC,I've just posted a new blog: ورد الان: الصين تعلن الحرب النووية على أمريكا وتتوعد بمسح واشنطن من على وجه الأرض وتتهمها رسميا بالوقوف وراء فيروس كورونا,I've just posted a new blog: ورد الان:  LOC  تعلن الحرب النووية على  LOC  وتتوعد بمسح  LOC  من على وجه الأرض وتتهمها رسميا بالوقوف وراء فيروس كورونا,I ' ve just posted a new blog : ورد الان : LOC أعلن حرب نووي على LOC توعد مسح LOC من على وجه أرض اتهم رسمي وقوف وراء فيروس كورونا,False
959,MFH,نصيحة: تجنب السلوكيات الخاطئة عند لبس الكمام و القفاز لتجنب نقل أو الإصابة تجنب ملامسة الوجه و الأغراض الشخصية ( جوال، محفظة) باليدين أو بالقفاز قبل تعقيم اليدين أو غسلهم عزز الوعي الوقائي لديك التزامك حماية لمحبيك وتجنبك فقد عزيز لاسمح الله السعودية الرياض كورونا,نصيحة: تجنب السلوكيات الخاطئة عند لبس الكمام و القفاز لتجنب نقل أو الإصابة تجنب ملامسة الوجه و الأغراض الشخصية ( جوال، محفظة) باليدين أو بالقفاز قبل تعقيم اليدين أو غسلهم عزز الوعي الوقائي لديك التزامك حماية لمحبيك وتجنبك فقد عزيز لاسمح الله السعودية الرياض كورونا,نصيحة : تجنب سلوكي خاطئ عند لبس كمام و قفاز تجنب نقل أو إصابة تجنب ملامسة وجه و غرض شخصية ( جوال ، محفظة ) يد أو قفاز قبل تعقيم يد أو غسل عزز وعي وقائي لدى التزام حماية محبيك تجنب قد عزيز اسمح الله سعودية رياض كورونا,True
960,4IF,"ترامب يتعاقد مع ""مودرنا"" لشراء 100 مليون جرعة من لقاح كورونا"," PER  يتعاقد مع "" LOC "" لشراء 100 مليون جرعة من  MISC ","PER تعاقد مع "" LOC "" شراء 100 مليون جرعة من MISC",True
961,ARC,الصحة العالمية تحذر المدخنين مجددا من خطر الإصابة بفيروس كورونا الصحة_العالمية كورونا فيروس_كورونا COVID19 كورونا_الجديد coronavirus,الصحة العالمية تحذر المدخنين مجددا من خطر الإصابة بفيروس كورونا الصحة_العالمية  MISC   MISC  MISC  coronavirus,صحة عالمي حذر مدخن مجدد من خطر إصابة فيروس كورونا صحة _ عالمي MISC MISC MISC coronavirus,True
962,ARC,عااجل اصابة فيروس كورونا ب محمد بن زايد .. اعان الله كورونا على هذا الخبيث,عااجل اصابة فيروس كورونا ب  PER  .. اعان الله كورونا على هذا الخبيث,عااجل إصابة فيروس كورونا ب PER . . اعان الله كورونا على هذا خبيث,False
963,ARC,الشروق| أطباء: المدخنون معرضون عبر كورونا للإصابة بأعراض خطيرة أو الموت التفاصيل كورونا فيروس_كورونا,الشروق| أطباء: المدخنون معرضون عبر كورونا للإصابة بأعراض خطيرة أو الموت التفاصيل  MISC ,شروق | طبيب : مدخن معرض عبر كورونا إصابة عرض خطير أو موت تفصيل MISC,True
964,4IF,منظمة_الصحة_العالمية : العالم قد يتعافى بوتيرة أسرع إذا أتيح لقاح كورونا للجميع بوابة_الأخبار, ORG  : العالم قد يتعافى بوتيرة أسرع إذا أتيح لقاح كورونا للجميع بوابة_الأخبار,ORG : عالم قد تعافى وتيرة أسرع إذا أتاح لقاح كورونا جميع بوابة _ خبر,True
965,4IF,سئلت عن اللقاح الروسي، بخصوص اللقاح الروسي أو أي لقاح يجب أن يكون آمن وفعال لكي يصرح باستخدامه ويتم ذلك عن طريق إجراء الدراسات الإكلينيكية ولم أطلع على دراسات اللقاح الروسي لأني لأعرف هل نشرت أو لا. أعتقد أن اللقاح الفعال بشكل كبير وأيضا آمن قد يأخذ وقت.,سئلت عن اللقاح الروسي، بخصوص اللقاح الروسي أو أي لقاح يجب أن يكون آمن وفعال لكي يصرح باستخدامه ويتم ذلك عن طريق إجراء الدراسات الإكلينيكية ولم أطلع على دراسات اللقاح الروسي لأني لأعرف هل نشرت أو لا. أعتقد أن اللقاح الفعال بشكل كبير وأيضا آمن قد يأخذ وقت.,سأل عن لقاح روسي ، خصوص لقاح روسي أو أي لقاح وجب أن كان آمن فعال كي صرح استخدام تم ذلك عن طريق إجراء دراسة إكلينيكي لم أطلع على دراسة لقاح روسي أن عرف هل نشر أو لا . اعتقد أن لقاح فعال شكل كبير أيض آمن قد أخذ وقت .,False
966,ARC,الكويت_تحارب_كورونا الأستنشاق والمضمضه وغسل الأذنين خمس مرات يوميا في الوضوء كفيله بحمايتك بإذن الله من الجراثيم والفيروسات,الكويت_تحارب_كورونا الأستنشاق والمضمضه وغسل الأذنين خمس مرات يوميا في الوضوء كفيله بحمايتك بإذن الله من الجراثيم والفيروسات,كويت _ حارب _ كورونا أستنشاق مضمضه غسل أذن خمس مرة يومي في وضوء كفيل بحمايتك إذن الله من جرثوم فيروس,False
967,MFH,اللهم إني أستودعك لبنان وشعبه وأهله فاحفظه ربي من كل سوء ومكروه و كورونا_حزب_الله كورونا_لبنان لبنان_يتنفض لا_ثقة انتخابات_نيابية_مبكرة لا_داعي_للهلع سنموت_بعد_قليل,اللهم إني أستودعك  LOC  وشعبه وأهله فاحفظه ربي من كل سوء ومكروه و كورونا_حزب_الله كورونا_ LOC   LOC _يتنفض لا_ثقة انتخابات_نيابية_مبكرة لا_داعي_للهلع سنموت_بعد_قليل,اللهم إن استودع LOC شعب أهل احفظ رب من كل سوء مكروه و كورونا _ حزب _ الله كورونا _ LOC LOC _ يتنفض لا _ ثقة انتخاب _ نيابي _ مبكر لا _ داعي _ هلع مات _ بعد _ قليل,False
968,ARC,إنتشار غريب ومريب للأوبئة وكل مئة سنة بالذات ..! الطاعون : عام 1720 الكوليرا : عام 1820 الطاعون الدملي :عام 1920 فيروس_كورونا : 2020,إنتشار غريب ومريب للأوبئة وكل مئة سنة بالذات ..! الطاعون : عام 1720 الكوليرا : عام 1820 الطاعون الدملي :عام 1920 فيروس_كورونا : 2020,إنتشار غريب مريب وباء كل مئة سنة ذات . . ! طاعون : عام 1720 كوليرا : عام 1820 طاعون دملي :عام 1920 فيروس _ كورونا : 2020,False
969,ARC,قريبا جدا ستكون قطر حاضنة الكورونا خط الطيران المفتوح لإيران وتركيا سيدمر قطر ومن فيها و تنظيم_الحمدين_الارهابي غير مبالي بالشعب القطري,قريبا جدا ستكون  LOC  حاضنة الكورونا خط الطيران المفتوح  LOC   LOC  سيدمر  LOC  ومن فيها و تنظيم_الحمدين_الارهابي غير مبالي بالشعب ال LOC ي,قريب جد كان LOC حاضنة كورونا خط طيران مفتوح LOC LOC دمر LOC من في و تنظيم _ حمد _ إرهابي غير مبالي شعب ال LOC ي,False
970,MFH,مباشرة من البيت الابيض Whitehouse لم ينتبهوا للكاميرا مقطع مسرب لفريق عمل ترامب يتكلمون عن فيروس كورونا بأنه خدعة وبأن اللقاح موجود وانهم ملقحون ضده فلا داعي للبس الكمامات عندما لا يكون البث ويخبر احدهم ان الوفيات مزورة وان الفيروس ضعيف جدا,مباشرة من  LOC   MISC  لم ينتبهوا للكاميرا مقطع مسرب لفريق عمل  ORG  يتكلمون عن فيروس كورونا بأنه خدعة وبأن اللقاح موجود وانهم ملقحون ضده فلا داعي للبس الكمامات عندما لا يكون البث ويخبر احدهم ان الوفيات مزورة وان الفيروس ضعيف جدا,مباشرة من LOC MISC لم انتبه كامرا مقطع مسرب فريق عمل ORG تكلم عن فيروس كورونا أن خدعة أن لقاح موجود وان ملقح ضد لا داعي لبس كمام عند لا كان بث أخبر أحد ان وفاة مزور وان فيروس ضعيف جد,False
971,ARC,كورونا.. إلتقطت هذه الصورة صباح يوم الجمعة لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه عرطه..,كورونا.. إلتقطت هذه الصورة صباح يوم الجمعة لطائرة الخطوط الاماراتية مقلعه من  LOC  إلى  LOC  (  LOC  ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه عرطه..,كورونا . . إلتقط هذا صورة صباح يوم جمعة طائرة خط إماراتي مقلع من LOC إلى LOC ( LOC ) على متن راكب واحد فقط حمل جنسية يمنيه رايح اشترى ضاع عرط . .,False
972,4IF,"روسيا تعلن تسجيلها رسميا ""أول لقاح"" ضد فيروس كورونا.. وبوتين يؤكد اختباره على ابنته.. وسط مخاوف وحذر عالمي من سرعة إنتاج اللقاح وفاعليته.. فما القصة؟"," LOC  تعلن تسجيلها رسميا ""أول لقاح"" ضد فيروس كورونا.. وبوتين يؤكد اختباره على ابنته.. وسط مخاوف وحذر عالمي من سرعة إنتاج اللقاح وفاعليته.. فما القصة؟","LOC أعلن تسجيل رسمي "" أول لقاح "" ضد فيروس كورونا . . بوتين أكد اختبار على ابنة . . وسط مخافة حذر عالمي من سرعة إنتاج لقاح فاعلية . . ما قصة ؟",True
973,ARC,هل هى مصادفة ؟، كل مئة عام وباء كبير !! سنة 1720 الطاعون ( 100 ألف قتيل ) سنة 1820 الكوليرا ( 100 ألف قتيل ) سنة 1920 الإنفلونزا الإسبانية ( 100 مليون قتيل ) سنة 2020 كورونا ( .. .. ) فيروس_كورونا_المستجد,هل هى مصادفة ؟، كل مئة عام وباء كبير !! سنة 1720 الطاعون ( 100 ألف قتيل ) سنة 1820 الكوليرا ( 100 ألف قتيل ) سنة 1920 الإنفلونزا الإسبانية ( 100 مليون قتيل ) سنة 2020 كورونا ( .. .. ) فيروس_كورونا_المستجد,هل هى مصادفة ؟ ، كل مئة عام وباء كبير ! ! سنة 1720 طاعون ( 100 ألف قتيل ) سنة 1820 كوليرا ( 100 ألف قتيل ) سنة 1920 إنفلونزا إسباني ( 100 مليون قتيل ) سنة 2020 كورونا ( . . . . ) فيروس _ كورونا _ مستجد,False
974,ARC,"اصابة لاعب يوفنتوس "" باولو ديبالا "" بفايروس كورونا وهو ثالث لاعب في الدوري الإيطالي حتى الآن . كورونا","اصابة لاعب  ORG  ""  PER  ""  PER  وهو ثالث لاعب في  MISC  حتى الآن . كورونا","إصابة لاعب ORG "" PER "" PER هو ثالث لاعب في MISC حتى آن . كورونا",False
975,MFH,عاجل شفاء الرئيس الجزائري عبد المجيد تبون من فيروس كورونا صدى_البلد,عاجل شفاء الرئيس الجزائري  PER  من فيروس كورونا صدى_البلد,عاجل شفاء رئيس جزائري PER من فيروس كورونا صدى _ بلد,True
976,ARC,"""تنفيذ بناء مستشفى في الصين في 10 أيام فقط"" قال ابن_حزم في رسالة مراتب العلوم: ""أهل الصين ليسوا أهل علوم ألبتة، وإنما هم أهل صناعات"" كورونا وباء_كورونا","""تنفيذ بناء مستشفى في  LOC  في 10 أيام فقط"" قال ابن_حزم في رسالة مراتب العلوم: ""أهل  LOC  ليسوا أهل علوم ألبتة، وإنما هم أهل صناعات"" كورونا وباء_كورونا",""" تنفيذ بناء مستشفى في LOC في 10 يوم فقط "" قال ابن _ حزم في رسالة مرتبة علم : "" أهل LOC ليس أهل علم ألبت ، إن هم أهل صناعة "" كورونا وباء _ كورونا",True
977,MFH,كورونايكره لمنقبات عنوان جريدة فرنسية الترجمة المنقبات لن يخفن من العدوى، وهن الأقل عرضة لكورونا لأنهن لا يصافحن ولا يقبلن ولا يعانقن، وهذه هي الشروط أو بالأحرى الاحتياطات الثلاثة الموصى بها من طرف العلماء لتفادي الإصابةإلى نساء العالم تدين النقاب فهو العلاج الوحيد ضد كورونا, PER  لمنقبات عنوان جريدة فرنسية الترجمة المنقبات لن يخفن من العدوى، وهن الأقل عرضة لكورونا لأنهن لا يصافحن ولا يقبلن ولا يعانقن، وهذه هي الشروط أو بالأحرى الاحتياطات الثلاثة الموصى بها من طرف العلماء لتفادي الإصابةإلى نساء العالم تدين النقاب فهو العلاج الوحيد ضد كورونا,PER منقب عنوان جريدة فرنسي ترجمة منقب لن يخفن من عدوى ، هن أقل عرضة كورو أن لا يصافحن لا أقبل لا يعانقن ، هذا هي شرط أو أحرى احتياط ثلاث موصى ب من طرف عالم تفادي إصابةإلى نساء عالم أدان نقاب هو علاج وحيد ضد كورونا,False
978,4IF,البابا فرانسيس: لايجب اعطاء الأغنياء أولوية في لقاح الكورونا,البابا  PER : لايجب اعطاء الأغنياء أولوية في لقاح الكورونا,بابا PER : ايجب إعطاء غني أولوية في لقاح كورونا,True
979,MFH,"يارب_احفظ_مصر منظمة الصحة العالمية: الاعتقاد بأن فيروس كورونا سيختفي بحلول الصيف ""أمل ذائف""","يارب_احفظ_مصر  ORG : الاعتقاد بأن فيروس كورونا سيختفي بحلول الصيف ""أمل ذائف""","يارب _ احفظ _ مصر ORG : اعتقاد أن فيروس كورونا اختفى حل صيف "" أمل ذائف """,True
980,MFH,يا سعاد نكتي اخت البلاد كورونا لبنان سنموت_بعد_قليل,يا  PER  اخت البلاد  LOC  سنموت_بعد_قليل,يا PER أخت بلد LOC مات _ بعد _ قليل,False
981,ARC,الرئيس الصينى يزور أحد المساجد ويطلب من المسلمين التضرع بالدعاء إلى الله أن يرفع عنهم البلاء الله أكبر والعزة لله ورسوله والذلة لأعداء الإسلام فيروس_كورونا_الصين,الرئيس الصينى يزور أحد المساجد ويطلب من  PER  التضرع بالدعاء إلى الله أن يرفع عنهم البلاء الله أكبر والعزة لله ورسوله والذلة لأعداء الإسلام فيروس_كورونا_الصين,رئيس صينى زار أحد مسجد طلب من PER تضرع دعاء إلى الله أن رفع عن بلاء الله أكبر عزة الله رسول ذلة عدو إسلام فيروس _ كورونا _ صين,False
982,MFH,والله العظيم الفينيقين معمرين لبنان بالحرام. كورونا لا_داعي_للهلع سنموت_بعد_قليل,والله العظيم الفينيقين معمرين  LOC  بالحرام. كورونا لا_داعي_للهلع سنموت_بعد_قليل,الله عظيم فينيق معمر LOC حرام . كورونا لا _ داعي _ هلع مات _ بعد _ قليل,False
