,label,tweetText
451,False,"الإمارات.. إصابة ولي عهد الامارات محمد بن زايد بـ""كورونا""   #كورونا"
452,False,مصادر إعلامية: إصابة ولي عهد أبوظبي محمد بن زايد، بفايروس كورونا المستجد  المصدر: السومرية نيوز #كورونا_يصل_الامارات
453,False,🔴إصابة محمد بن زايد يعني هذا @MohamedBinZayed ب كورونا..  كشفت مصادر في الإمارات عن إصابة ولي عهد أبوظبي بفايروس كورونا القاتل معقوله تموت و ماتشوف الحوثي بدارك؟ معقوله تروح وتضيع لحظات دخول الحوثي للرياض؟ لو اكو علاج ميخالف الا إذا...  #محمد_بن_زايد_في_ذمه_الله #coronavirusus
454,False,مصادر إعلامية: إصابة ولي عهد أبوظبي محمد بن زايد، بفايروس كورونا المستجد  المصدر: السومرية نيوز  شني هاي
455,False,مُصيبة تحل على الإمارات.. إصابة محمد بن زايد بـ”كورونا”🔻  كشفت مصادر محلية في الإمارات، عن إصابة ولي عهد أبوظبي محمد بن زايد، بفيروس كورونا القاتل، مشيرة إلى أن اجتماعات عقدت على أعلى المستوى لبحث محاولة السيطرة على تفشي الفيروس في الإمارات بعد تفاقم أعداد المصابين
456,False,كشفت مصادر في #الإمارات، عن إصابة ولي عهد #أبوظبي #محمد_بن_زايد، بفيروس #كورونا القاتل مشيرة إلى أن اجتماعات عقدت على أعلى المستوى لبحث محاولة السيطرة على تفشي الفيروس في #الإمارات بعد تفاقم أعداد المصابين
457,False,@abohadi_94 أينانيوز/ متابعة/ كشفت مصادر محلية في دولة الإمارات، الاربعاء، عن إصابة ولي عهد أبوظبي محمد بن زايد، بفيروس كورونا المستجد. ونقلت وسائل اعلام خليجية، عن تلك المصادر، قولها، إن اجتماعات عقدت على أعلى المستوى لبحث محاولة السيطرة على تفشي الفيروس في الإمارات بعد تفاقم أعداد المصابين
458,True,الأخبار المتداولة عن إصابة الشيخ محمد بن زايد بفيروس #كورونا أعتقد أنها غير صحيحة ، ولكن كمية الشماتة التي لاحظتها على هذا الخبر بين العرب من المحيط إلى الخليج استفتاء حقيقي على اتساع مخيف لمستوى الكراهية الذي حصدته #الامارات لدى الشعوب العربية في ظل قيادته.. #يحدث_الآن
459,False,كرونا أول مره يسلك الطريق الصحيح  🔴عاجل : 🔴إصابة محمد بن زايد بـ كورونا كشفت مصادر محلية في الإمارات، عن إصابة ولي عهد أبوظبي محمد بن زايد، بفيروس كورونا القاتل، مشيرة إلى أن اجتماعات عقدت على أعلى المستوى لبحث محاولة السيطرةعلى تفشي الفيروس في الإمارات بعد تفاقم أعداد المصابين
460,False,كيف شخصت #إيران إصابة #محمد_بن_زايد بـ #كورونا؟  #إرم_نيوز #ویروس_کرونا
461,False,"مُصيبة تحل على الإمارات.. إصابة محمد بن زايد بـ""كورونا"" وقرار عاجل بتأجيل اكسبو دبي 2020 | وطن  😳😳😳😳😳😳😷😷😷😷"
462,False,هاااااااام  كشفت مصادر في #الإمارات، عن إصابة ولي عهد #أبوظبي #محمد_بن_زايد، بفيروس #كورونا القاتل، مشيرة إلى أن اجتماعات عقدت على أعلى المستوى لبحث محاولة السيطرة على تفشي الفيروس في #الإمارات بعد تفاقم أعداد المصابين  ولمن اراد لليمن السوء ... ابتلاه الله بعذابة
463,False,"شو صحة هاي الخبر؟  مُصيبة تحل على الإمارات.. إصابة محمد بن زايد بـ""كورونا"" وقرار عاجل بتأجيل اكسبو دبي 2020 | وطن"
464,False,#محمد بن زايد #فيروس_كورونا  1.إيران بعد فضيحة قادتها وإصابة الصف الأول منهم بالفايروس أرادو تصدير فشلهم لدولة الإمارات وتصدير شائعة إصابة الأمير محمد بن زايد !
465,False,الإمارات.. إصابة محمد بن زايد بـ”كورونا” !!!!
466,False,"كشفت مصادر محلية في الإمارات، عن إصابة ولي عهد أبوظبي محمد بن زايد، بفيروس كورونا القاتل 😁  #ادعوا له""وعلى أهله بالهلاك"
467,False,عاجل | كشفت مصادر موثوقة في الإمارات، عن إصابة ولي عهد أبوظبي محمد بن زايد، بفيروس كورونا القاتل، مشيرة إلى أن اجتماعات عقدت على أعلى المستوى لبحث محاولة السيطرة على تفشي الفيروس في الإمارات بعد تفاقم أعداد المصابين
468,False,@TurkiShalhoub كشفت مصادر محلية في الإمارات، عن إصابة ولي عهد أبوظبي محمد بن زايد، بفيروس كورونا القاتل، مشيرة إلى أن اجتماعات عقدت على أعلى المستوى لبحث محاولة السيطرة على تفشي الفيروس في الإمارات بعد تفاقم أعداد المصابين
469,False,"لإعلام الإسرائيلي أيضاً يؤكد إصابة ""محمد بن زايد""بفيروس كورونا ..👇👇👇 מנהיג איחוד האמירויות, מוחמד בן זאיד, נדבק בקורונה وهذه الترجمة :👇 زعيم دولة الإمارات العربية المتحدة محمد بن زايد يلتصق بـ #الكورونا ان شاء الله يلصق فيه لصقة فئران"
470,False,ما هي حقيقة إصابة ولي عهد #أبوظبي #محمد_بن_زايد بـ #فيروس_كورونا ؟!   #الإمارات  #Coronvirus
471,False,بقوة الله وفضله وانتصاره لليمن وشعب اليمن  إصابة #محمدبن_زايد بفيروس #كورونا  #اليمن
472,False,#عاجل القناة العبرية 12: إصابة #محمد_بن_زايد بفيروس #كورونا #الامارات
473,False,"إعلام اسرائيل إصابة الشيخ محمد بن زايد بفيروس كورونا 📷 החדשות - N12 @N12News מנהיג איחוד האמירויות, מוחמד בן זאיד, נדבק בקורונה تم ترجمته من العبرية بواسطة زعيم دولة الإمارات العربية المتحدة محمد بن زايد يلتصق بالكورونا"
474,False,عكا/ القناة12 العبرية: إصابة محمد بن زايد بفيروس #كورونا
475,False,#عاجل  القناة 12 العبرية  إصابة محمد بن زايد بفيروس #كورونا
476,False,@AdelAliBinAli الإعلام اليهودي يؤكد خبر إصابة #محمد_بن_زايد ب #كورونا 
477,False,#عاجل| القناة ١٢ العبرية: إصابة #محمد_بن_زايد ولي عهد #أبو_ظبي بفيروس #كورونا
478,False,حقيقة إصابة #محمد_بن_زايد بفيروس #كورونا
479,False,#عاجل :  حسب قناة 12 العبرية: إصابة #محمد_بن_زايد بـ #فيروس_كورونا   زادك الله بأساً ومرضاً يا عدو الإسلام وعدو الشعوب وألحق الله بك عبيد الصهاينة والطغاة العرب
480,False,"الإعلام الصهيوني يؤكد إصابة  #محمد_بن_زايد بفايروس #كورونا   ""أيحسب أن لن يقدر عليه أحد"""
481,False,@abdullahalsubay @IWsLORe66b2A8Rm @__rrir @RedArmy305 @AlArabiya_Brk  عاجل: إعلام العدو : إصابة ولي عهد أبو ظبي محمد بن زايد بفيروس #كورونا   🔺  تابعوا البث المباشر لقناة المنار      *موقع قناة المنار 🇱🇧 لبنان*  *✦الإعـ الميـدانـي ـلام 11✦*
482,False,إعلام العدو : إصابة محمد بن زايد حاكم ابو ظبي بفيروس #كورونا  #الامارات #دبي #ابوظبي
483,False,القناة 12 العبرية: إصابة محمد بن زايد بفيروس #كورونا عقبال عند كل حكامنا الطواغيت والمجرمين
484,False,إعلام العدو : إصابة ولي عهد أبو ظبي محمد بن زايد بفيروس #كورونا  لعمى اذا صحيح
485,False,أنباء عن إصابة محمد بن زايد ولي عهد أبو ظبي بفايروس كورونا  #كورونا
486,False,🔴 إعلام العدو : إصابة ولي عهد أبو ظبي محمد بن زايد بفيروس #كورونا
487,False,"وسائل إعلام إسرائيلية  تعلن عن إصابة ولي عهد أبو ظبي ""#محمد_بن_زايد"" بفيروس #كورونا"
488,False,إصابة محمد بن زايد بفايروس #كورونا
489,False,القناة العبرية ١٢: تعلن إصابة ولي #محمد_بن_زايد بفيروس #كورونا   #الامارات  #coronavirus
490,False,إصابة ولي عهد أبو ظبي محمد بن زايد بفيروس  #كورونا #في_فمي_ماء😷
491,False,إن صح المتداول عن إصابة ولي عهد أبو ظبي محمد بن زايد بفايروس كورونا .. كان الله بعون فايروس كورنا بأي جسم خبيث قد استقر #كورونا  #كورونا_الجديد
492,False,موقع إسرائيلي : إصابة فيروس كورونا بمحمد بن زايد
493,False,وكشفت مصادر محلية في الإمارات، عن إصابة ولي عهد أبو ظبي محمد بن زايد، بفيروس كورونا القاتل، مشيرة إلى أن اجتماعات عقدت على أعلى المستوى لبحث محاولة السيطرة على تفشي الفيروس في الإمارات بعد تفاقم أعداد المصابين.  #بن_زايد
494,False,أنباء عن إصابة مرض #كورونا بداء الأمة #محمد_بن_زايد
495,False,إعلام العدو الصهيوني يؤكد إصابة شيطان العرب محمد بن زايد ولي عهد ابوظبي ب #فيروس_كورونا #الإمارات
496,False,"إصابة ولي عهد أبو ظبي #محمد_بن_زايد بفيروس #كورونا.  اللهم أَحْصِهِمْ عَدَدًا وَاقْتُلْهُمْ بَدَدًا ولا تُبْقِ منهم أَحَدًا""  قولوا آمين🙂"
497,False,بعد إصابة #ولي_عهد_أبو_ظبي محمد بن زايد  بفيروس كورونا  سيتم إ=اتهام  #فيروس_كورونا  أنه تابع لفصائل محور المقاومة الإسلامية   #توقعوا_منهم_اي_شي😎
498,False,أنباء عن إصابة #كورونا  بفيروس شيطان العرب #محمد_بن_زايد
499,False,ابن زايد يصاب بالـ كورونا من عاملة فلبينية  أكدت مصادر طبية إصابة ولي عهد أبو ظبي الشيخ محمد بن زايد بفيروس كورونا المستجد...تفاصيل هامة على الرابط التالي:
500,False,ان تأكدت إصابة #محمد_بن_زايد ب #كورونا فستزداد قناعتي بأن هذا الوباء وحش مأمور في زمن جأرت فيه أصوات آخر الليل فخذلها من على الأرض ولباها من في السماء جل جلاله ومن يقول غير ذلك ساخز عينيه
501,False,تأكد الخبر .. الله أكبر ...  الإعلام الإسرائيلي يؤكد إصابة شيطان العرب (محمد بن زايد) بفيروس كورونا . كما كشفت مصادر محلية في الإمارات، عن إصابة ولي عهد أبوظبي محمد بن زايد ، بفيروس كورونا القاتل 
502,False,"عاجل: إعلام الاما,ات : إصابة ولي عهد أبو ظبي محمد بن زايد بفيروس #كورونا"
503,False,هل أصاب المجرم محمد بن زايد ما أصاب الملعون الحجاج بن يوسف الثقفي. أنباء تتوارد عن إصابة الصهيوني بن زايد ب #فيروس_كورونا_COVID19  وعقبال المجرم بن سلمان، وليس ذلك على الله بعزيز، فقد أهلك من قبل فرعون وهامان وأمثالهما من المجرمين والطغاة
504,False,خبر إصابة #محمد_بن_زايد بفايروس #كورونا إنتشر كالنار في الهشيم..  = ما هذه المحبة يا ابن زايد 😅💔
505,False,القناة 12 العبرية تقول: إصابة محمد بن زايد بفيروس #كورونا
506,False,القناة العبرية ١٢: تعلن إصابة ولي عهد أبو ظبي محمد بن زايد بفيروس #كورونا  ماحد يشمت انتظروا لما يكون له ماله وعليه ماعليه💃💃💃
507,False,الإمارات.. إصابة محمد بن زايد بـ”كورونا” وقرار عاجل بتأجيل اكسبو دبي 2020
508,False,احيانا القدر يبدع  بتصفية الحسابات وسائل إعلام اسرائيله تكشف إصابة محمد بن زايد بفيروس #كورونا وسط تكتم إعلامي غير مسبوق
509,False,#الامارات :   القناة العبرية ١٢: إصابة محمد بن زايد بفيروس #كورونا  @m_audin  @Jamal_Bin_Hejaz  @almarid2021
510,False,حقيقة إصابة ولي عهد أبوظبي #محمد_بن_زايد، بفيروس #كورونا ..!!  #معتز_مطر
511,False,القناة العبرية ١٢: تعلن إصابة ولي عهد أبو ظبي محمد بن زايد بفيروس #كورونا ولك شمتااااااااان خيرات الله 😂😂😂😂😂
512,False,القناة العبرية ١٢: تعلن إصابة ولي عهد أبو ظبي محمد بن زايد بفيروس #كورونا #فريق_نبض_الأقصى  #ثائرون_فلسطينيون
513,False,@moatazmatar القناة العبرية ١٢: تعلن إصابة ولي عهد أبو ظبي محمد بن زايد بفيروس #كورونا
514,False,قناة N12News الإسرائيلية:  تنشر تاكيد خبر  إصابة #محمد_بن_زايد بـ #ڤايروس #كورونا   #تحرير_الشرعيه_من_الرياض
515,False,#عاجل نقلا عن القناة العبرية 12: إصابة #محمد_بن_زايد بفيروس #كورونا  اللهم عذاباً وموتاً يشفِ صدور قوم مؤمنين
516,False,توالت الأنباء عن إصابة ولي عهد أبوظبي، الحاكم الفعلي للإمارات، محمد بن زايد، بفيروس كورونا، بعد رصد تواريه عن الظهور لبضعة أيام. ونشر ناشط حقوقي إماراتي يدعى عبد الله الطويل على حسابه في تويتر تغريدة أمس الثلاثاء أكد فيها أن بن زايد مصاب بفيروس كورونا المستجد نقلاً عن مصدر خاص
517,False,🔴إصابة محمد بن زايد بـ”كورونا”   كشفت مصادر محلية في الإمارات، عن إصابة ولي عهد أبوظبي محمد بن زايد، بفيروس كورونا القاتل، مشيرة إلى أن اجتماعات عقدت على أعلى المستوى لبحث محاولة السيطرة على تفشي الفيروس في الإمارات بعد تفاقم أعداد المصابين
518,False,#صباح_الخير صحف كتير من بينهم صحيفة 12 العبرية ، عن إصابة شيطان العرب #محمد_بن_زايد ب #فيروس_كورونا .. يارب كل الشياطين يارب في حجر صحي واحد  #الامارات #Coronvirus
519,False,عاجل : إصابة #كورونا_المستجد بـــــ محمد بن زايد 🤣👇
520,False,@madallh_skaren القناة 12 العبرية تقول: إصابة ولي عهد الامارات محمد بن زايد بفيروس كورونا
521,False,توارد أخبار عن إصابة ابن زايد بفايرس كورونا المستجد ، كم تآمر على شعوب العرب والمسلمين?   إصابة محمد بن زايد بـ”كورونا”.. وهذه الفتاة نقلت العدوى إليه!
522,False,إصابة #فيروس_كورونا ب محمد بن زايد ! #الإمارات
523,False,عاجل!!! تأكيد إصابة محمد بن زايد بفايروس كورونا وهو في مستشفى في فلوريدا.   تمنياتنا للفايروس بالشفاء العاجل #كورونا #كورونا_لبنان #COVIDー19
524,True,فشل شائعة #الإخوان تجاه إصابة سمو الشيخ  #محمد_بن_زايد .. بفيروس #كورونا   تويتر يغلق حسابا وهميا أطلق الكذبة زاعما انه صحفي أجنبي متخصص بالشأن اليمني وأخذ التنظيم ترويجها إعلاميا للاضرار بسمعة #الامارات وولي عهد ابو ظبي.  @MohamedBinZayed
525,False,#موجز_الاخبار  طرف علم  انباء تتحدث عن إصابة ولي عهد أبوظبي محمد بن زايد #فيروس_كورونا الامارات .. نسال الله له الشفاء العاجل اذا صح الخبر
526,False,*عاجــل الأمارات*  *أنباء عن إصابة ولي عهد أبوظبي محمد بن زايد بفيروس كورونا*  *الحـــــــــــــــــــــــــــــدث*
527,True,الخبر بعنوان «الصين تعلن نجاح العلاج المصري لفيروس #كورونا الذي قدمته وزيرة الصحة المصريه للصين» غير صحيح، ونفته وزارة الصحة المصرية
528,True,الخبر بعنوان «الصين تعلن نجاح العلاج المصري لفيروس كورونا الذي قدمته وزيرة الصحة المصريه للصين» غير صحيح، ونفته وزارة الصحة المصرية
529,True,@HudaRAbdo الخبر بعنوان «الصين تعلن نجاح العلاج المصري لفيروس #كورونا الذي قدمته وزيرة الصحة المصريه للصين» غير صحيح، ونفته وزارة الصحة المصرية
530,False,أعلنت الصين رسميا ومنذ ساعات قليلة عن نجاح المصل المصرى التى قدمته الدكتورة هالة وزيرة الصحة المصرية الى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم، لتعلن الصين أن العلماء الأطباء المصرين اثبتوا للعالم أجمع أنهم هم صناع
531,False,@lSFAAl أعلنت الصين رسميا ومنذ ساعات قليلة عن نجاح المصل المصرى التى قدمته الدكتورة هالة وزيرة الصحة المصرية الى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم، لتعلن الصين أن العلماء الأطباء المصرين اثبتوا للعالم أجمع أنهم هم صناع
532,False,- الله أكبر الله اكبر ، نجاح المصل المصري لعلاج مصابي كورونا في الصين وخروج 7 حالات من مستشفي ووهان بعد تجربته عليهم بيوم واحد = معقول ! اتحسنوا في يوم واحد -لأ ماتوا وخرجوهم من المستشفي
533,False,عايزه اقول الله أكبر الله اكبر  نجاح المصل المصري لعلاج مصابي كورونا في الصين بجد ❤️
534,False,الله اكبر الصين تعلن رسمياً منذ ساعات نجاح المصل المصرى الذى قدمته وزيرة الصحة المصرية لعلاج فيرس كورونا أثبت نجاحه وشفاء الحالة بعد 48 ساعة منه #وزاة_الصحة_المصرية 🇪🇬
535,True,"منشور مزيف نصه ""🇨🇳 تُعلن للجميع رسمياً منذ ساعات نجاح المصل المصرى الذى قدمته وزيرة الصحة المصرية ""هالة"" لعلاج فيروس كورونا والدي أثبت فاعليته بنسبة 100% على حالات تم شفائهم بعد 48ساعة منه لتعلن الصين ان المصرين اثبتوا للعالم اجمع انهم هم صناع الحياة واصبح حق ابتكار المصل مصرى"""
536,True,بعد ان انتشر على صفحات التواصل ان الصين اعلنت رسميا نجاح المصل المصري الذي قدمته وزيرة الصحه للصين   🔘وزارة الصحة تنفى تسليم  وزيرة الصحة علاجا لفيروس #كورونا للصين
537,False,عاجل الحكومة الصينية تعلن رسميا عن نجاح المصل المصري المقدم من وزيرة الصحة المصرية بالقضاء فيروس كورونا..تفاصيل اعلنت الصين رسميا ومنذ ساعات قليلة عن نجاح المصل المصرى التى قدمته الد كتورة هالة وزيرة الصحة المصرية الى وزارة الصحة الصينية لعلاج فيروس كرونا والذى اثبت
538,False,أعلنت الصين رسميا ومنذ ساعات قليلة عن نجاح المصل المصرى التى قدمته الدكتورة هالة وزيرة الصحة المصرية الى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم شو صحة هل الخبر حدا بيعرف ؟؟؟
539,False,"أعلنت الصين رسميا"" ومنذ ساعات قليلة عن نجاح المصل المصرى التى قدمته الدكتورة هالة وزيرة الصحة المصرية الى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم ... على ذمة الراوي "
540,False,المصريين قالوا الصين أعلنت رسميا عن نجاح المصل المصرى التى قدمته الدكتورة هالة وزيرة الصحة المصرية إلى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم لتعلن الصين أن العلماء الأطباء المصرين أثبتوا للعالم أجمع أنهم هم صناع الحياة
541,False,"كما ورد :   منذ ساعات قليلة حكومة الصين تُعلن للعالم أجمع بشرى سارة بالقضاء على فيروس ""كورونا"" بفضل المصل المصري الذي أدهش العالم  اعلنت الصين رسميا ومنذ ساعات قليلة عن نجاح المصل المصرى التى قدمته الدكتورة هالة وزيرة الصحة المصرية الى وزارة الصحة الصينية لعلاج فيروس كورونا"
542,False,الصين رسميا ومنذ ساعات قليلة عن نجاح المصل المصرى التى قدمته الدكتورة هالة وزيرة الصحة المصرية الى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم، لتعلن الصين أن العلماء الأطباء المصريين اثبتوا للعالم أجمع أنهم هم صناع الحياة
543,False,#الصين أعلنت رسميا عن نجاح المصل المصرى التى قدمته الدكتورة هالة وزيرة الصحة المصرية إلى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم لتعلن الصين أن العلماء الأطباء المصرين أثبتوا للعالم أجمع أنهم هم صناع الحياة
544,False,اعلنت الصين رسميا عن نجاح المصل المصرى التى قدمته الدكتورة هالة وزيرة الصحة المصرية الى وزارة الصحة الصينية لعلاج فيروس كورونا والذى اثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم لتعلن الصين ان العلماء الاطباء المصرين اثبتوا للعالم اجمع انهم صناع الحياة واصبح حق ابتكار
545,False,أعلنت الصين رسميا ومنذ ساعات قليلة عن نجاح المصل المصرى التى قدمته الدكتورة هالة وزيرة الصحة المصرية الى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم، لتعلن الصين أن العلماء الأطباء المصرين اثبتوا للعالم انهم صناع الحياة
546,False,#صورة لـ #كورونا المصرية  الله اكبر وتحيا مصر.. 🇪🇬 الصين تعلن رسميا منذ سا عات نجاح المصل المصرى التى قدمته الد كتورة هالة  وزيرة الصحة المصرية  الى وزارة الصحة الصينية والذى اثبت…
547,False,عاجل الحكومة الصينية تعلن رسميا عن نجاح المصل المصري المقدم من وزيرة الصحة المصرية بالقضاء فيروس كورونا..تفاصيل -
548,False,أعلنت الصين رسميا ومنذ ساعات قليلة عن نجاح المصل المصرى التى قدمته الدكتورة هالة وزيرة الصحة المصرية الى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم،  #النادي_الدبلوماسي_الدولي_للأمم_المتحدة
549,False,@meso5515 أعلنت الصين رسميا ومنذ ساعات قليلة عن نجاح المصل المصرى التى قدمته الدكتورة هالة وزيرة الصحة المصرية الى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم،  #النادي_الدبلوماسي_الدولي_للأمم_المتحدة وها نحن نملك المصل 😂
550,False,أعلنت الصين رسميا ومنذ ساعات قليلة عن نجاح المصل المصرى التى قدمته الدكتورة هالة وزيرة الصحة المصرية الى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم،
551,False,(الحمد لله الي اكتشف المصل كو كافر لان اكو جماعه قالو هسه واحد كافر يكتشف المصل والمسلمين يدعون على الكافر)  أعلنت الصين رسميا ومنذ ساعات قليلة عن نجاح المصل المصرى التى قدمته الدكتورة هالة وزيرة الصحة المصرية الى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته   100 %
552,False,الله عليكى يام الدنيا نجاح المصل المصرى لعلاج فيروس #كورونا  فى الصين منذُ ساعات اعلنت وزارة الصحة المصرية عن نجاح المصل المصرى واثبت نتائج فعالة جداً  تحيا مصر وعاش رئيسنا وعلماء مصر ام ادنيا الله أكبر الله أكبر عاشت مصر بنحبك يا #سيسى
553,False,أعلنت الصين رسميا ومنذ ساعات قليلة عن نجاح المصل المصرى التى قدمته الدكتورة هالة وزيرة الصحة المصرية الى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم لتعلن الصين أن العلماء الأطباء المصرين اثبتوا للعالم  أنهم هم صناع الحياة😛
554,False,أعلنت الصين رسميا ومنذ ساعات قليلة عن نجاح المصل المصرى التى قدمته الدكتورة هالة وزيرة الصحة المصرية الى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم.  #نشرتكم #تحيا_مصر
555,False,الوزيره ذهبت الى الصين ومعها اقوي مصل انفلونزا كورونا في العالم تم اختباره في اقوي معامل المصل واللقاح. كل التحيه والتقدير والاحترام لوزيرة الصحه ولرجال المصل واللقاح   سفير الصين في القاهره شكر مصر لمد يد العون للصين   هانقول الف مبروك بعد إثبات نجاح المصل والعلاج  في الصين
556,True,الخبر المتداول عن نجاح مصل مصرى فى علاج الفيروس فى الصين مفبرك لا تتداولوه #فيروس_كورونا   Do not share fake news about vaccine cure #COVIDー19
557,False,"يا مسهل الحال يارب   أنباء عن نجاح مصل مصري في علاج فيرس ""كورونا""  أعلنت الصين ومنذ ساعات قليلة عن نجاح ملحوظ للمصل المصرى التى قدمته الدكتورة هالة وزيرة الصحة المصرية إلى وزارة الصحة الصينية لعلاج فيروس كرونا  والذى اثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفاؤها "
558,True,الخبر المتداول بعنوان «الصين تعلن نجاح العلاج المصري لفيروس #كورونا الذي قدمته وزيرة الصحة المصرية للصين» غير صحيح .. ونفته وزارة الصحة المصرية
559,False,@4zahri اكتشاف علاج لفايروس كورونا في مصر و تم تجربته في الصين على 7 اشخاص و تم النجاح 100%
560,True,نفى الدكتور خالد مجاهد مستشار وزير الصحة معلومات متداولة على صفحات مواقع التواصل حول سبب زيارة د/هالة زايد وزيرة الصحة للصين للكشف عن مصل مصري لعلاح فيروس كورونا وعار تماما من الصحة وأن الزيارة بتكليف من الرئيس السيسي حاملة هدية للشعب الصيني من المستلزمات الطبية  مع رسالة تضامن
561,True,ونفى «مجاهد» ما تم تداوله بأن الغرض من الزيارة الكشف عن مصل مصري للوقاية من فيروس كورونا المستجد، مؤكدا أن هذه المعلومات لا أساس لها من الصحة. وأكد مجاهد أن زيارة الوزيرة بتكليف من الرئيس عبدالفتاح السيسي، حاملة هدية مصر للشعب الصيني من المستلزمات الطبية، مع رسالة تضامن من مصر
562,False,أعلنت الصين رسميا ومنذ ساعات قليلة عن نجاح المصل الفلسطيني التى قدمته الدكتورة منار سعدي الشناوي الى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم،
563,False,@nesma_866 أعلنت الصين رسميا ومنذ ساعات قليلة عن نجاح المصل الفلسطيني التى قدمته الدكتورة منار سعدي الشناوي الى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم
564,False,أعلنت الصين رسميا ومنذ ساعات قليلة عن نجاح المصل الفلسطيني التى قدمته الدكتورة منار سعدي الشناوي الى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم
565,False,أعلنت الصين رسميا ومنذ ساعات قليلة عن نجاح المصل الفلسطيني التى قدمته الدكتورة منار سعدي الشناوي الى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم، لتعلن الصين أن العلماء الأطباء الفلسطينيين اثبتوا للعالم أجمع أنهم هم صناع الح
566,False,@wassilaoulmi أعلنت الصين رسميا ومنذ ساعات قليلة عن نجاح المصل الفلسطيني التى قدمته الدكتورة منار سعدي الشناوي الى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم، لتعلن الصين أن العلماء الأطباء الفلسطينيين اثبتوا للعالم أجمع أنهم صناع الحياة
567,False,أعلنت الصين رسميا ومنذ ساعات قليلة عن نجاح المصل الفلسطيني التى قدمته الدكتورة منار سعدي الشناوي الى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم، لتعلن الصين أن العلماء الأطباء الفلسطينيين اثبتوا للعالم أجمع أنهم صناع الحياة
568,False,أعلنت الصين رسميا ومنذ ساعات قليلة عن نجاح المصل الفلسطيني التى قدمته الدكتورة منار سعدي الشناوي الى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم، لتعلن الصين أن العلماء الأطباء الفلسطينيين اثبتوا للعالم أجمع أنهم هم صناع
569,False,أعلنت الصين رسميا ومنذ ساعات قليلة عن نجاح المصل الفلسطيني التى قدمته الدكتورة منار سعدي الشناوي الى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم، لتعلن الصين أن العلماء الأطباء الفلسطينيين اثبتوا للعالم أجمع أنهم هم صناع❤
570,False,أعلنت الصين رسميا ومنذ ساعات قليلة عن نجاح المصل الفلسطيني التى قدمته الدكتورة منار سعدي الشناوي الى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم، لتعلن الصين أن العلماء الأطباء الفلسطينيين اثبتوا نجاحهم بجدارة
