,origin,tweet_text,tweet_text_NER,tweet_text_NER_STEM,label
2202,ARC,"هل يحمينا الثوم من فيروس ""كورونا""؟ كورونا_الصين","هل يحمينا الثوم من فيروس ""كورونا""؟  LOC ","هل حمى ثوم من فيروس "" كورونا "" ؟ LOC",False
1189,MFH,كلا، مجففات الأيدي ليس فعالة في القضاء على فيروس كورونا المستجد. لحماية نفسك من الفيروس الجديد يجب المداومة على تنظيف اليدين بفركهما بواسطة مطهر كحولي أو غسلهما بالمادء والصابون. وبعد تنظيف اليدين يجب تجفيفهما تماما بمحارم ورقية أو بمجففات الهواء الساخن. كورونا,كلا، مجففات الأيدي ليس فعالة في القضاء على فيروس كورونا المستجد. لحماية نفسك من الفيروس الجديد يجب المداومة على تنظيف اليدين بفركهما بواسطة مطهر كحولي أو غسلهما بالمادء والصابون. وبعد تنظيف اليدين يجب تجفيفهما تماما بمحارم ورقية أو بمجففات الهواء الساخن. كورونا,كلا ، مجفف يد ليس فعال في قضاء على فيروس كورونا مستجد . حماية نفس من فيروس جديد وجب مداومة على تنظيف يد فرك واسطة مطهر كحولي أو غسل مادء صابون . بعد تنظيف يد وجب تجفيف تمام محرم ورقي أو مجفف هواء ساخن . كورونا,True
4689,ARC,لافتة بمدينة شيكاغو تحمل تعاليم النبي محمد للتعامل مع جائحة كورونا احمى_نفسك_احمى_بلدك كورونا كورونا_الجديد فيروس_كورونا,لافتة بمدينة  LOC  تحمل تعاليم  PER  للتعامل مع جائحة كورونا احمى_نفسك_احمى_بلدك  LOC _الجديد فيروس_كورونا,لافتة مدينة LOC حمل تعليم PER تعامل مع جائح كورونا احمى _ نفس _ احمى _ بلد LOC _ جديد فيروس _ كورونا,True
3341,4IF,تعافي الاقتصاد في العالم قد يتأخر حتى إيجاد لقاح أخبار_الآن فيروس_كورونا,تعافي الاقتصاد في العالم قد يتأخر حتى إيجاد لقاح أخبار MISC ,تعافي اقتصاد في عالم قد تأخر حتى إيجاد لقاح خبر MISC,True
656,ARC,صدام_حسين يكتشف كورونا_يفضح_التهديد_الامريكي قبل ان لعالم كورونا_فايروث_مفتعل_من_الامريكان_للقضاء_على_أقتصاد_الصين_والدول_التي_تحاول_ان_تفرض_نفسها__لذاك_ام ان_تكون_عبدا_لهم_دون_ان_تصيح_في_اوجههم_كورونا_مفتعل_جريمة_يحاسب_بها المجرم,صدام_حسين يكتشف كورونا_يفضح_التهديد_الامريكي قبل ان لعالم كورونا_فايروث_مفتعل_من_الامريكان_للقضاء_على_أقتصاد_الصين_والدول_التي_تحاول_ان_تفرض_نفسها__لذاك_ام ان_تكون_عبدا_لهم_دون_ان_تصيح_في_اوجههم_كورونا_مفتعل_جريمة_يحاسب_بها المجرم,صدام _ حسين اكتشف كورونا _ فضح _ تهديد _ أمريكي قبل ان عالم كورونا _ فايروث _ مفتعل _ من _ امريكان _ قضاء _ على _ أقتصاد _ صين _ دولة _ الذي _ حاول _ ان _ فرض _ نفس _ _ ذاك _ ام ان _ كان _ عبد _ ل _ دون _ ان _ تصيح _ في _ اوجه _ كورونا _ مفتعل _ جريمة _ حاسب _ ب مجرم,False
2045,4IF,"متحدث ""الصحة"": العمل يجري وباستمرار من قبل الجهات المختصة للتأكد ومتابعة كل ما يستجد بشأن اللقاحات، والعمل على توفير أي لقاح يثبت اعتماده ويجمع بين أمرين: أن يكون فعالا ومأمونا. كورونا","متحدث ""الصحة"": العمل يجري وباستمرار من قبل الجهات المختصة للتأكد ومتابعة كل ما يستجد بشأن اللقاحات، والعمل على توفير أي لقاح يثبت اعتماده ويجمع بين أمرين: أن يكون فعالا ومأمونا. كورونا","متحدث "" صحة "" : عمل جرى استمرار من قبل جهة مختص تأكد متابعة كل ما استجد شأن لقاح ، عمل على توفير أي لقاح ثبت اعتماد جمع بين أمر : أن كان فعال مأمون . كورونا",True
2971,MFH,عاجل | الصحة العالمية تحذر من موجة ثانية لا مفر منها لجائحة كورونا,عاجل | الصحة العالمية تحذر من موجة ثانية لا مفر منها لجائحة كورونا,عاجل | صحة عالمي حذر من موج ثاني لا مفر من جائح كورونا,True
1635,4IF,الصحة العالمية: 6 لقاحات ضد كورونا في مرحلة جيدة من التجارب السريرية للتفاصيل:  نتصدر_المشهد,الصحة العالمية: 6 لقاحات ضد كورونا في مرحلة جيدة من التجارب السريرية للتفاصيل:  نتصدر_المشهد,صحة عالمي : 6 لقاح ضد كورونا في مرحلة جيد من تجربة سريري تفصيل : نتصدر _ مشهد,True
2761,ARC,عاجل : العراق وزارة الصحة العراقية تطالب بإغلاق الحدود مع إيران خوفا من انتشار كورونا,عاجل :  LOC  وزارة الصحة  LOC ية تطالب بإغلاق الحدود مع  LOC  خوفا من انتشار كورونا,عاجل : LOC وزارة صحة LOC ية طالب إغلاق حد مع LOC خوف من انتشار كورونا,False
3082,ARC,هل تنقل لدغات البعوض الكورونا ؟ اعلان_حرب_ضد_كورونا فايروس_كورونا كلنا_مسؤول,هل تنقل لدغات البعوض الكورونا ؟ اعلان_حرب_ضد_كورونا فايروس_كورونا كلنا_مسؤول,هل نقل لدغ بعوض كورونا ؟ إعلان _ حرب _ ضد _ كورونا فايروس _ كورونا كل _ مسؤول,True
2446,MFH,الفرق الوحيد بينك و بين اللي معه كورونا، انو هو عمل فحص و انت لأ,الفرق الوحيد بينك و بين اللي معه كورونا، انو هو عمل فحص و انت لأ,فرقة وحيد بين و بين لي مع كورونا ، انو هو عمل فحص و أنت لأ,False
3036,MFH,كشف أطباء ألمان أن المسحات التي تؤخذ من الفم أو الأنف أو البلعوم لا تثبت دائما الإصابة بفيروس كورونا .. وأوصوا بتحليل عينات أخرى من البراز أو إفرازات الجهاز التنفسي العميقة  العربية,كشف أطباء  PER  أن المسحات التي تؤخذ من الفم أو الأنف أو البلعوم لا تثبت دائما الإصابة بفيروس كورونا .. وأوصوا بتحليل عينات أخرى من البراز أو إفرازات الجهاز التنفسي العميقة  العربية,كشف طبيب PER أن مسح الذي تؤخذ من فم أو أنف أو بلعوم لا أثبت دائم إصابة فيروس كورونا . . أوص تحليل عينة آخر من براز أو إفراز جهاز تنفسي عميق عربي,True
1122,ARC,بربكم لبنان تنهي العام الدراسي وهمه عدهم عدد إصابات ب كورونا أقل من عدنه بهوايه وبغداد ليحد هسه دا يماطلون وما يعلنون عن تمديد العطله غير سفله,بربكم  LOC  تنهي العام الدراسي وهمه عدهم عدد إصابات ب كورونا أقل من عدنه بهوايه  LOC  ليحد هسه دا يماطلون وما يعلنون عن تمديد العطله غير سفله,رب LOC أنهى عام دراسي هم عد عدد إصابة ب كورونا أقل من عدن هواي LOC حد هس دا يماطلون ما أعلن عن تمديد عطل غير سفل,False
855,ARC,الصين تعلن الحرب النووية على أمريكا وتتوعد بمسح واشنطن من على وجه الأرض وتتهمها رسميا بالوقوف وراء فيروس كورونا, LOC  تعلن الحرب النووية على  LOC  وتتوعد بمسح  LOC  من على وجه الأرض وتتهمها رسميا بالوقوف وراء فيروس كورونا,LOC أعلن حرب نووي على LOC توعد مسح LOC من على وجه أرض اتهم رسمي وقوف وراء فيروس كورونا,False
1007,ARC,صدى البلد: بشرى سارة.. الصين تتوصل لعلاج جديد ل فيروس كورونا,صدى البلد: بشرى سارة..  LOC  تتوصل لعلاج جديد ل فيروس كورونا,صدى بلد : بشرة سار . . LOC توصل علاج جديد ل فيروس كورونا,False
3246,ARC,الرئيس الصينى يزور المساجد بالصين داعما الان المسلمين،طالبا الدعاء منهم لرفع البلاء على الصين من مرض كورونا_الجديد قطر_تريند,الرئيس  LOC ى يزور المساجد ب LOC  داعما الان  PER ،طالبا الدعاء منهم لرفع البلاء على  LOC  من مرض كورونا_الجديد قطر PER ,رئيس LOC ى زار مسجد ب LOC داعم الان PER ، طالب دعاء من رفع بلاء على LOC من مرض كورونا _ جديد قطر PER,False
3245,MFH,"احصائيات فيروس كورونا المستجد: مالي: تسجيل 10 وفيات وارتفاع عدد الإصابات المؤكدة إلى 123. بريطانيا: تسجيل 761 وفاة، ليرتفع عدد الوفيات إلى 12,868 شخصا. الجزائر: تسجيل 10 وفيات، و 90 إصابة مؤكدة ليرتفع عدد الإصابات الإجمالي إلى 2160.","احصائيات فيروس كورونا المستجد: مالي: تسجيل 10 وفيات وارتفاع عدد الإصابات المؤكدة إلى 123.  LOC : تسجيل 761 وفاة، ليرتفع عدد الوفيات إلى 12,868 شخصا.  LOC : تسجيل 10 وفيات، و 90 إصابة مؤكدة ليرتفع عدد الإصابات الإجمالي إلى 2160.",احصائي فيروس كورونا مستجد : مالي : تسجيل 10 وفاة ارتفاع عدد إصابة مؤكد إلى 123 . LOC : تسجيل 761 وفاة ، ارتفع عدد وفاة إلى 12868 شخص . LOC : تسجيل 10 وفاة ، و 90 إصابة مؤكد ارتفع عدد إصابة إجمالي إلى 2160 .,True
2230,MFH,ايران_تصدر_كورونا_للخليج إيران بدون اذنابها الخونة ما تقدر تسوي شي ، حقيقة, LOC _تصدر_كورونا_للخليج  LOC  بدون اذنابها الخونة ما تقدر تسوي شي ، حقيقة,LOC _ صدر _ كورونا _ خليج LOC دون اذناب خونة ما قدر تسوي شي ، حقيقة,False
4053,4IF,بوتين: روسيا قامت بتطوير أول لقاح لفيروس كورونا المستجد | العربية برق_الإمارات, PER :  LOC  قامت بتطوير أول لقاح لفيروس كورونا المستجد | العربية برق_الإمارات,PER : LOC قام تطوير أول لقاح فيروس كورونا مستجد | عربي برق _ إمارة,True
4029,4IF,أول تعليق حكومي مصري على إعلان روسيا اكتشاف لقاح فيروس كورونا,أول تعليق حكومي مصري على إعلان  LOC  اكتشاف لقاح فيروس كورونا,أول تعليق حكومي مصري على إعلان LOC اكتشاف لقاح فيروس كورونا,True
2004,MFH,الجزائر || أعلنت يوم الأحد عن تسجيل 18 حالة وفاة جديدة بفيروس كورونا المستجد، بينما ارتفع عدد الإصابات المؤكدة إلى 1914 حالة، وبلغ إجمالي حالات الشفاء 591 حالة., LOC  || أعلنت يوم الأحد عن تسجيل 18 حالة وفاة جديدة بفيروس كورونا المستجد، بينما ارتفع عدد الإصابات المؤكدة إلى 1914 حالة، وبلغ إجمالي حالات الشفاء 591 حالة.,LOC | | أعلن يوم أحد عن تسجيل 18 حالة وفاة جديد فيروس كورونا مستجد ، بين ارتفع عدد إصابة مؤكد إلى 1914 حالة ، بلغ إجمالي حالة شفاء 591 حالة .,True
549,MFH,دابكة بين النيزك وال كورونا والعهد القوي فايت بالحيط. سنموت_بعد_قليل لا_داعي_للهلع لبنان,دابكة بين  LOC  وال كورونا والعهد القوي  LOC . سنموت_بعد_قليل لا_داعي_للهلع  LOC ,دابك بين LOC والي كورونا عهد قوي LOC . مات _ بعد _ قليل لا _ داعي _ هلع LOC,False
2822,ARC,يتداول مستخدمون لموقع فيسبوك مجموعة صور يدعون أنها لمسلمين يقيمون الصلاة في شوارع إيطاليا سائلين الله أن يحفظهم من فيروس كورونا المستجد هذه الصور قديمة ولا علاقة لها بالفيروس الجديد,يتداول مستخدمون لموقع فيسبوك مجموعة صور يدعون أنها لمسلمين يقيمون الصلاة في شوارع  LOC  سائلين  MISC  أن يحفظهم من فيروس كورونا المستجد هذه الصور قديمة ولا علاقة لها بالفيروس الجديد,تداول مستخدم موقع فيسبوك مجموعة صورة دعا أن مسلم أقام صلاة في شارع LOC سائل MISC أن حفظ من فيروس كورونا مستجد هذا صور قديم لا علاقة ل فيروس جديد,True
3332,ARC,مشكورين عالمعلومات صحيح ان الثوم يقوي المناعه ومطهر للجسم ولكنه لايقضي عالفيروس كورونا,مشكورين عالمعلومات صحيح ان الثوم يقوي المناعه ومطهر للجسم ولكنه لايقضي عالفيروس كورونا,مشكور عالمعلومات صحيح ان ثوم قوى مناعه مطهر جسم لكن لايقضي عالفيروس كورونا,True
123,ARC,فيروس_كورونا_المستجد أصيب كل من باولو مالديني وباولو ديبالا بفيروس كورونا المستجد، وسجلت إيطاليا اليوم رقما قياسيا بعدد الوفيات الناتجة عن الفيروس وبلغت 793 حالة,فيروس_كورونا_المستجد أصيب كل من  PER   PER  بفيروس كورونا المستجد، وسجلت  LOC  اليوم رقما قياسيا بعدد الوفيات الناتجة عن الفيروس وبلغت 793 حالة,فيروس _ كورونا _ مستجد أصاب كل من PER PER فيروس كورونا مستجد ، سجل LOC يوم رقم قياسي عدد وفاة ناتج عن فيروس بلغ 793 حالة,False
3158,MFH,الجزائر | {الرئاسة الجزائرية}.. تأكد إصابة الرئيس عبد المجيد تبون بفيروس كورونا: - وحالته تتحسن تدريجيا, LOC  | {الرئاسة  LOC ية}.. تأكد إصابة الرئيس  PER  تبون بفيروس كورونا: - وحالته تتحسن تدريجيا,LOC | { رئاسة LOC ية } . . تأكد إصابة رئيس PER تب فيروس كورونا : - حالة تحسن تدريجي,True
2143,ARC,الثوم والبصل لهم فاعلية ضد فايرس كورونا كورونا,الثوم والبصل لهم فاعلية ضد  PER ,ثوم بصل ل فاعلية ضد PER,False
4020,4IF,أول دولة تنتج لقاح كورونا.. وتوزعه مجانا على سكانها عاجل عكاظ ان_تكون_اولا تطبيق_عكاظ كورونا corona,أول دولة تنتج لقاح كورونا.. وتوزعه مجانا على سكانها عاجل عكاظ ان_تكون_اولا تطبيق_عكاظ كورونا corona,أول دولة أنتج لقاح كورونا . . وزع مجان على ساكن عاجل عكاظ ان _ كان _ أول تطبيق _ عكاظ كورونا corona,True
493,ARC,السفير_الايراني لدى بغداد : خبر اغلاق الحدود بين ايران والعراق بسبب انتشار فايروس كورونا الجديد عار عن الصحة تماما؛ وحكومة بغداد لم تعلن ذلك اطلاقا,السفير PER  لدى  LOC  : خبر اغلاق الحدود بين  LOC   LOC  بسبب انتشار  PER  الجديد عار عن الصحة تماما؛ وحكومة  LOC  لم تعلن ذلك اطلاقا,سفير PER لدى LOC : خبر إغلاق حد بين LOC LOC سبب انتشار PER جديد عاري عن صحة تمام ؛ حكومة LOC لم أعلن ذلك إطلاق,True
1769,ARC,فيديو - مشروع المستشفى الصيني الذي سيتم بناءه في 10 أيام ليستوعب حالات فيروس_كورونا كما بدا اليوم في وسائل الإعلام,فيديو - مشروع المستشفى الصيني الذي سيتم بناءه في 10 أيام ليستوعب حالات فيروس_كورونا كما بدا اليوم في وسائل الإعلام,فيديو - مشروع مستشفى صيني الذي تم بناء في 10 يوم استوعب حالة فيروس _ كورونا كما بدا يوم في وسيلة إعلام,True
2281,4IF,لن يسجل التاريخ أنك حاتم الطائي إذا أقمت وليمة وسط أزمة كورونا.. تعليق العمرة إيقاف الجمعة والجماعة في المساجد تأجيل جلسات مجلس الوزراء أسبوعين إغلاق الأجواء والمنافذ والرحلات الداخلية. من أنت أمام كل هذا لتكسر قيود التحذيرات وتخرج؟ لن يعرفك العالم بكرمك وعاداتك، بل بأذاك.,لن يسجل التاريخ أنك  PER  إذا أقمت وليمة وسط أزمة كورونا.. تعليق العمرة إيقاف الجمعة والجماعة في المساجد تأجيل جلسات  ORG  أسبوعين إغلاق الأجواء والمنافذ والرحلات الداخلية. من أنت أمام كل هذا لتكسر قيود التحذيرات وتخرج؟ لن يعرفك العالم بكرمك وعاداتك، بل بأذاك.,لن سجل تاريخ أن PER إذا أقام وليمة وسط أزمة كورونا . . تعليق عمرة إيقاف جمعة جماعة في مسجد تأجيل جلسة ORG أسبوع إغلاق جو منفذ رحلة داخلي . من أنت أمام كل هذا كسر قيد تحذير خرج ؟ لن عرف عالم كرم عادة ، بل أذا .,True
1470,ARC,يتم تداول مقاطع فيديو للمستشارة ميركل على وسائل التواصل الاجتماعي تحتوي على تصريحات مزعومة حول لقاح جديد ضد فيروس_كورونا تم تطويره من قبل طبيب تونسي. إنها معلومات خاطئة. ترجمة مقاطع الفيديو الموزعة غير صحيحة. 1-2 COVID19 StayHome,يتم تداول مقاطع فيديو للمستشارة  PER  على وسائل التواصل الاجتماعي تحتوي على تصريحات مزعومة حول لقاح جديد ضد فيروس_كورونا تم تطويره من قبل طبيب تونسي. إنها معلومات خاطئة. ترجمة مقاطع الفيديو الموزعة غير صحيحة. 1-2 COVID19 StayHome,تم تداول مقطع فيديو مستشار PER على وسيلة تواصل اجتماعي احتوى على تصريح مزعوم حول لقاح جديد ضد فيروس _ كورونا تم تطوير من قبل طبيب تونسي . إن معلومة خاطئ . ترجمة مقطع فيديو موزع غير صحيح . 1-2 COVID19 StayHome,True
2953,4IF,وقد أعلنت وزارة الصحة العامة أن أكثر من 60 في المائة من الأشخاص الذين تزيد أعمارهم عن 70 عاما في دولة قطر قد تلقوا جرعة واحدة على الأقل من لقاح كوفيد-19 حتى الآن وذلك منذ بدء البرنامج الوطني للتطعيم ضد كوفيد-19 في دولة قطر.,وقد أعلنت  ORG  أن أكثر من 60 في المائة من الأشخاص الذين تزيد أعمارهم عن 70 عاما في دولة  LOC  قد تلقوا جرعة واحدة على الأقل من لقاح كوفيد-19 حتى الآن وذلك منذ بدء البرنامج الوطني للتطعيم ضد كوفيد-19 في دولة  LOC .,قد أعلن ORG أن أكثر من 60 في مئة من شخص الذي زاد عمر عن 70 عام في دولة LOC قد تلقى جرعة واحد على أقل من لقاح كوفيد - 19 حتى آن ذلك منذ بدء برنامج وطني تطعيم ضد كوفيد - 19 في دولة LOC .,True
3675,ARC,منشورات حديثة عبر وسائل التواصل الاجتماعي، تقول إن فيروس كورونا لا يصيب مناطق المسلمين في الصين، والذي نكشف الآن عن تفاصيله و .. فيروس_كورونا فيروس_كورونا_لا_يصيب_مناطق_المسلمين مناطق_المسلمين مواقع_التواصل_الاجتماعي اقرأ المزيد من التفاصيل:,منشورات حديثة عبر وسائل التواصل الاجتماعي، تقول إن فيروس كورونا لا يصيب مناطق  PER  في  LOC ، والذي نكشف الآن عن تفاصيله و .. فيروس_كورونا فيروس_كورونا_لا_يصيب_مناطق_ PER  مناطق_ PER  مواقع_التواصل_الاجتماعي اقرأ المزيد من التفاصيل:,منشور حديث عبر وسيلة تواصل اجتماعي ، قال إن فيروس كورونا لا أصاب منطقة PER في LOC ، الذي نكشف آن عن تفصيل و . . فيروس _ كورونا فيروس _ كورونا _ لا _ أصاب _ منطقة _ PER منطقة _ PER موقع _ تواصل _ اجتماعي أقرأ مزيد من تفصيل :,False
2467,ARC,"كتبت أحداثها عام 1981 وتحدثت عن سلاح بيولوجي يقضي على آلاف البشر مصدره مختبرات مدينة ووهان في الصين، وعالم صيني يمتلك تفاصيل السلاح الجديد ..""عيون الظلام"" رواية مثيرة تتنبأ ب كورونا قبل وقوعها بأربعين عام","كتبت أحداثها عام 1981 وتحدثت عن سلاح بيولوجي يقضي على آلاف البشر مصدره مختبرات مدينة  LOC  في  LOC ، وعالم صيني يمتلك تفاصيل السلاح الجديد ..""عيون الظلام"" رواية مثيرة تتنبأ ب كورونا قبل وقوعها بأربعين عام","كتب حدث عام 1981 تحدث عن سلاح بيولوجي قضى على ألف بشر مصدر مختبر مدينة LOC في LOC ، عالم صيني امتلك تفصيل سلاح جديد . . "" عين ظلام "" رواية مثير تنبأ ب كورونا قبل وقوع أربعون عام",False
3519,MFH,الجميع معرض للإصابة بفيروس كورونا ولكن تختلف حدة الإصابة بين الأشخاص حسب أعمارهم او إصابتهم بأمراض مزمنة مثل داء السكر،امراض القلب،الأورام والأمراض التنفسية المزمنة.لذلك يجب الحذر مع غسل اليدين بالماء والصابون تجنب ملامسة أي شخص مصاب بأعراض تشبه الانفلونزا تجنب الأماكن المزدحمة.,الجميع معرض للإصابة  MISC  ولكن تختلف حدة الإصابة بين الأشخاص حسب أعمارهم او إصابتهم بأمراض مزمنة مثل داء السكر، MISC ،الأورام والأمراض التنفسية المزمنة.لذلك يجب الحذر مع غسل اليدين بالماء والصابون تجنب ملامسة أي شخص مصاب بأعراض تشبه الانفلونزا تجنب الأماكن المزدحمة.,جميع معرض إصابة MISC لكن اختلف حدة إصابة بين شخص حسب عمر أو إصابة مرض مزمن مثل داء سكر ، MISC ، ورم مرض تنفسي مزمن . ذلك وجب حذر مع غسل يد ماء صابون تجنب ملامسة أي شخص مصاب عرض أشبه انفلونزا تجنب مكان مزدحم .,True
714,MFH,وزارة_الصحة تسجيل 430 إصابات جديدة بكورونا في الجزائر إرتفاع إجمالي الإصابات إلى 15500 9 وفيات جديدة بكورونا رحمهم الله. إرتفاع إجمالي الوفيات إلى 946 وعينا_يحمينا خليك_بالبيت فيروس_كورونا…,وزارة_الصحة تسجيل 430 إصابات جديدة بكورونا في  LOC  إرتفاع إجمالي الإصابات إلى 15500 9 وفيات جديدة بكورونا رحمهم الله. إرتفاع إجمالي الوفيات إلى 946 وعينا_يحمينا خليك_بالبيت فيروس_كورونا…,وزارة _ صحة تسجيل 430 إصابة جديد كورو في LOC إرتفاع إجمالي إصابة إلى 15500 9 وفاة جديد كورو رحم الله . إرتفاع إجمالي وفاة إلى 946 وعي _ حمى خليك _ بيت فيروس _ كورونا …,True
335,ARC,إن صح المتداول عن إصابة ولي عهد أبو ظبي محمد بن زايد بفايروس كورونا .. كان الله بعون فايروس كورنا بأي جسم خبيث قد استقر كورونا كورونا_الجديد,إن صح المتداول عن إصابة ولي عهد  PER  .. كان الله بعون فايروس كورنا بأي جسم خبيث قد استقر  LOC _الجديد,إن صح متداول عن إصابة ولي عهد PER . . كان الله عون فايروس كور أي جسم خبيث قد استقر LOC _ جديد,False
3582,ARC,هل الغرغرة بالماء الدافيء والملح أو الليمون تقي من الإصابة بفيروس كورونا المستجد؟ كورونا_الجديد Covid_19 خذ_علما_وانبذ_جهلا,هل الغرغرة بالماء الدافيء والملح أو الليمون تقي من الإصابة بفيروس كورونا المستجد؟ كورونا_الجديد Covid_19 خذ_علما_وانبذ_جهلا,هل غرغرة ماء دافيء ملح أو ليمون تقي من إصابة فيروس كورونا مستجد ؟ كورونا _ جديد Covid _ 19 أخذ _ علم _ انبذ _ جهل,True
434,ARC,فيروس_كورونا_الجديد الوضوء والصلاة وقاية من كورونا وغيره,فيروس_كورونا_الجديد الوضوء والصلاة وقاية من كورونا وغيره,فيروس _ كورونا _ جديد وضوء صلاة وقاية من كورونا غير,False
3385,MFH,جونسون: لا مفر من موجة ثانية من فيروس كورونا وقد نفرض قيودا جديدة -, PER : لا مفر من موجة ثانية من فيروس كورونا وقد نفرض قيودا جديدة -,PER : لا مفر من موج ثاني من فيروس كورونا قد فرض قيد جديد -,True
1945,ARC,"ظهرت في أحداث مسلسل ذا_سيمبسونز انتشار فيروس اسمه "" أوسكا فلو"" في بلدة أمريكية، بعد أن قدم إليها من اليابان كورونا المزيد من التفاصيل","ظهرت في أحداث مسلسل  PER  انتشار فيروس اسمه ""  PER "" في  LOC ، بعد أن قدم إليها من  LOC  كورونا المزيد من التفاصيل","ظهر في حدث مسلسل PER انتشار فيروس اسم "" PER "" في LOC ، بعد أن قدم إلى من LOC كورونا مزيد من تفصيل",False
1752,ARC,أخبار جيدة.. كورونا فيروس أوهان يمكن معالجته بماء الثوم الطازج المغلي، طبيب صيني مسن اثبت فعاليتها وكذلك عدة مرضى استخدموها واثبتوا فعاليتها -الطريقة:خذ 8 فصوص ثوم كبيرة واهرسها.. اضف 7 كؤوس ماء ثم أغلى الخليط.. كل الثوم واشرب من الماء المغلي.أيضا شاهد بالفيديو وصفة أخرى,أخبار جيدة.. كورونا  MISC  يمكن معالجته بماء الثوم الطازج المغلي، طبيب صيني مسن اثبت فعاليتها وكذلك عدة مرضى استخدموها واثبتوا فعاليتها -الطريقة:خذ 8 فصوص ثوم كبيرة واهرسها.. اضف 7 كؤوس ماء ثم أغلى الخليط.. كل الثوم واشرب من الماء المغلي.أيضا شاهد بالفيديو وصفة أخرى,خبر جيد . . كورونا MISC أمكن معالجة ماء ثوم طازج مغلي ، طبيب صيني مسن أثبت عالي ذلك عدة مريض استخدم أثبت عالي - طريقة : أخذ 8 فصوص ثوم كبير اهرس . . اضف 7 كأس ماء ثم أغلى خليط . . كل ثوم اشرب من ماء مغلي . أيض شاهد فيديو وصفة آخر,False
661,4IF,رئيس الصندوق الاستثمار الروسي : نحو عشرين بالمئة من طلبات اللقاح الروسي ضد فيروس كورونا من دول عربية,رئيس  ORG  : نحو عشرين بالمئة من طلبات اللقاح الروسي ضد فيروس كورونا من دول عربية,رئيس ORG : نحو عشرون مئة من طلب لقاح روسي ضد فيروس كورونا من دولة عربي,True
49,ARC,لبنان تعلن انتهاء العام الدراسي بسبب انتشار مرض كورونا:, LOC  تعلن انتهاء العام الدراسي بسبب انتشار مرض كورونا:,LOC أعلن انتهاء عام دراسي سبب انتشار مرض كورونا :,False
2987,MFH,وزارة الصحة تفجع بوفاة الممرض_خالد_الحسيني الذي توفي إثر اصابته بفايروس كورونا ونسأل الله أن يغفر له و يرحمه ويسكنه فسيح جناته ويلهم اهله وذوية الصبر والسلوان وأسأل الله أن يكون نال الشهادة مايفطر القلب نظام الدفن لكورونا حيث يمنع مشاهدته او لمسه حرصا على سلامة أسرته,وزارة الصحة تفجع بوفاة الممرض PER  الذي توفي إثر اصابته بفايروس كورونا ونسأل الله أن يغفر له و يرحمه ويسكنه فسيح جناته ويلهم اهله وذوية الصبر والسلوان وأسأل الله أن يكون نال الشهادة مايفطر القلب نظام الدفن لكورونا حيث يمنع مشاهدته او لمسه حرصا على سلامة أسرته,وزارة صحة تفجع وفاة ممرض PER الذي توفى إثر اصاب فايروس كورونا سأل الله أن غفر ل و رحم سكن فسيح جنة ويل اهل ذو صبر سلوان سأل الله أن كان نال شهادة مايفطر قلب نظام دفن كورو حيث منع مشاهدة أو لمس حرص على سلامة أسرة,True
1982,ARC,باولو مالديني..و ابنه .. ديبالا.. اصيبوا ب الكورونا, PER ..و ابنه .. ديبالا.. اصيبوا ب الكورونا,PER . .و ابن . . ديبالا . . أصاب ب كورونا,False
3340,MFH,مغادرة 39 مواطنا من أحد مراكز الحجر الصحي في السليمانية بعد تأكيد الفحوصات الطبية خلوهم من فيروس كورونا,مغادرة 39 مواطنا من أحد مراكز الحجر الصحي في  LOC  بعد تأكيد الفحوصات الطبية خلوهم من فيروس كورونا,مغادرة 39 مواطن من أحد مركز حجر صحي في LOC بعد تأكيد فحص طبي خلو من فيروس كورونا,True
583,MFH,انا لله وانا اليه راجعون الله يرحمه و يغفر له و يسكنه فسيح الجنان واسأل الله ان يجبر قلب اهله و يجزاهم الله عنا خير الجزاء ادعوا لاخيكم بالرحمة و المغفره و لذويه ان يرزقهم الصبر والسلوان الممرضين و الممرضات، ملائكة الأرض كورونا السعودية,انا لله وانا اليه راجعون الله يرحمه و يغفر له و يسكنه فسيح الجنان واسأل الله ان يجبر قلب اهله و يجزاهم الله عنا خير الجزاء ادعوا لاخيكم بالرحمة و المغفره و لذويه ان يرزقهم الصبر والسلوان الممرضين و الممرضات، ملائكة الأرض  LOC ,أنا الله أنا إلى راجع الله رحم و غفر ل و سكن فسيح جنة اسأل الله ان أجبر قلب اهل و يجزا الله عن خير جزاء ادعى اخي رحمة و مغفره و ذو ان رزق صبر سلوان ممرض و ممرض ، ملأك أرض LOC,True
1352,MFH,الرئيس الجزائري عبد المجيد تبون يدخل الحجر الصحي بعد تشخيص حالات إصابة بفيروس كورونا بين مسؤولين بالرئاسة وأعضاء الحكومة,الرئيس الجزائري  PER  يدخل الحجر الصحي بعد تشخيص حالات إصابة بفيروس كورونا بين مسؤولين بالرئاسة وأعضاء الحكومة,رئيس جزائري PER دخل حجر صحي بعد تشخيص حالة إصابة فيروس كورونا بين مسؤول رئاسة عضو حكومة,True
