,Tweet_Text,label
2778,🔴تسجيل 150 حالة إصابة جديدة بفيروس كورونا ليرتفع إجمالي الإصابات إلى 2418  🔴تسجيل 16 حالة وفاة جديدة .. إجمالي الوفيات بلغ 364  🔴63 حالة شفاء جديدة ليرتفع الإجمالي إلى 846 حالة شفاء  #الجزائر #الجزائر_ستنتصر #كوفيد_19 #كورونا,True
2783,"""تبون"" يعلن تعافيه من كورونا ويؤكد عودته إلى الجزائر قريبا -  https://t.co/IismNW4QFW  https://t.co/ufby0sb7Xg",True
2785,إصابة الرئيس الجزائري عبد المجيد تبون بفيروس #كورونا المستجد  #المدار_نيوز  https://t.co/VdZdql73PI,True
2788,منظمة الصحة العالمية: من الخطأ الاعتقاد بأن فيروس كورونا سيختفي خلال فصل الصيف  https://t.co/tqpyvalBvJ  https://t.co/dIBLNTpI9Y,True
2790,الله يستر ، كورونا انتقلت للحيوان :  نادية ، أنثى نمر ماليزي عمرها ٥ سنوات بحديقة حيوان برونكس في نيويورك الأمريكية، أظهرت الفحوص التي أجريت لها أمس ٥ أبريل إصابتها بفيروس كورونا (COVID-19) ، وهي الحالة الأولى لانتقال هذا المرض من الإنسان للحيوان..  المصدر : رويترز  https://t.co/dDgxPdEjus,True
2802,العينات العشوائية اللي بتاخدها الصحة في غزة تثبت أن الفرق بينك وبين اللي معه كورونا أنه هو عمل فحص وانت لأ 🙂😂  #كورونا_غزة,False
2806,أعزي أهالي #مدينه_صباح_الاحمد  وأسرة الفقيد المرحوم #ضاري_غنيم_السحلول الذي انتقل الى جوار ربه بعد إصابته بفيروس #كورونا حيث كان من أوائل متطوعي جمعية المدينة سائلا المولى جل شأنه أن يرحمه ويلهم أهله الصبر والسلوان. وأناشد الحكومة باعتبار كل متطوع توفي بهذه الجائحة شهيدا.,True
2810,الفرق الواحد بينك وبين الي معو كورونا، انو هو عمل فحص وانت لا💔🌚. #kspsh_o,False
2817,وزارة الصحة : @OmaniMOH  تسجل حالة وفاة مواطنة تبلغ من العمر 33 عاماً مصابة بمرض كورونا (كوفيد 19 ) ليبلغ عدد الوفيات من هذا المرض إحدى عشرة تغمد الله الفقيدة بواسع رحمته وأسكنها فسيح جناته ونسأل الله العلي القدير أن يلهم أهلها الصبر والسلوان💔🙏🏻.  #خليكم_في_البيت,True
2825,تبون يلعن بدء تعافيه من كورونا   https://t.co/ZawuhZrPdR,True
2829,انا لله وانا اليه راجعون انتقل الى رحمة الله تعالي اليوم الجمعة١٤-٨-٢٠٢٠ اخونا وصديقتا الدكتور عواد عبدالحميد اخصائي الامراض الباطنية والعناية الفائقة بالمستشفى الاميري بعد صراع مرير مع مرض كورونا . رحم الله الدكتور وغفر له وتقبله عنده والهم اهله واولاده الصبر علي مصابهم  https://t.co/4DkzhOdDJj,True
2831,#عاجل.. د. عمر الحمادي المتحدث الرسمي للإحاطة الإعلامية: لا يوجد دليل علمي يثبت أن فيروس #كورونا المستجد ينتقل من خلال السباحة في مياه البحر أو أحواض السباحة، ولكن يجب الالتزام بالإجراءات الوقائية والتباعد الجسدي حول أماكن السباحة  #نتصدر_المشهد  #COVID19  https://t.co/TATTHCrrXc,True
2842,"عاجل 🔴  .  . إصابة "" قط "" منزلي بفيروس كورونا في بريطانيا ليكون أول حيوان يصاب بالفيروس في البلاد بعد انتقاله له من صاحب المنزل.  (سكاي نيوز) .  .  https://t.co/bV8cHHqhma",True
2849,الكمامة لا تحتاجها في كل وقت..! 🔸تعرف متى يجب عليك لبسها ؟ #الوقاية_من_كورونا  #كورونا_الجديد  #كورونا #Covid19  https://t.co/xSo5CYUO6b,True
2853,د. الحمادي: لا يوجد دليل علمي يثبت أن #فيروس_كورونا_المستجد ينتقل من خلال السباحة في مياه البحر أو أحواض السباحة، ولكن يجب الالتزام بالإجراءات الوقائية والتباعد الجسدي حول أماكن السباحة #الإمارات,True
2857,#عـــــــاجـــــل 🔴🔴الرئيس #تبون يعلن تعافيه من #فيروس_كورونا ويصرح: “سأعود في غضون 3 أسابيع” @TebbouneAmadjid   https://t.co/gpUS9Wx1QD,True
2861,#الجزائر🇩🇿 تسجل 1085 اصابة جديدة بفيروس #كورونا اليوم الخميس  الله يلطف 🙏😥,True
2869,@RaMaryame رحم الله النائب #صائب_عريقات رحمة واسعة وأسكنه فسيح جناته والهم أهله وذويه الصبر والسلوان وإنا لله وإنا إليه راجعون. #كورونا,True
2884,الجزائر تمدد إجراءات الحجر الصحي حتى 14 مايو بسبب فيروس كورونا  https://t.co/LCAwj9CqY0,True
2895,لتجنب وباء كورونا علينا اتباع الاتي   البقاء بالمنازل تجنب التجمعات غسل اليدين بالماء والصابون في كل نشاط تعقيم اليدين تغطية الفم والانف عند العطاس النظافه الشخصيه التخلص المثالي من النفايات ترك مسافة لاتقل عن متر بينك وبين اي شخص تتعامل معاه استخدام الكمام لاكثر وقت ممكن,True
2896,الله يرحمه ويغفر له ويسكنه فسيح جناته ويلهم اهله وذويه الصبر والسلوان  #وفاة_اول_مؤذن_بالمملكة_بفيروس_كورونا  #الشيخ_سالم_مشوط_العنزي,True
2897,حتى قبائل الأمازون لم تنجو من #الكورونا,True
2902,#عاجل متحدث #وزارة_الصحة: حتى اليوم، لا يوجد علاج مخصص موجه معتمد تحديداً لمعالجة فيروس #كورونا الجديد، واللقاحات لاتزال في مراحل البحث. #كلنا_مسؤول,True
2913,نحنا اليوم محتاجين إلى الخطابات القديمة التي أتحفونا فيها زعمائنا تاعيت التفرقة و العداوة حتى نتخطى أزمة الكورونا لأن هلق صار الشعب كله بيفهم وعامل واعي إجتماعياً و بحب خيه بالوطن  #لا_داعي_للهلع #سنموت_بعد_قليل #كورونا_لبنان,False
2915,مجففات الأيدي ليس فعالة في القضاء على فيروس كورونا المستجد. لحماية نفسك من الفيروس الجديد يجب المداومة على تنظيف اليدين بفركهما بواسطة مطهر كحولي أو غسلهما بالمادء والصابون. وبعد تنظيف اليدين يجب تجفيفهما تماماً بمحارم ورقية أو بمجففات الهواء الساخن #التزموا_بالحجر_المنزلي,True
2918,9 أمور ينبغي تطبيقها لحماية نفسك وعائلتك من فيروس كورونا  https://t.co/ttmw5HcFLr  نيوز سناب - روسيا اليوم,True
2919,💣قنبلة على المباشر👇 مباشرة من #البيت_الأبيض لم ينتبهوا للكاميرا مقطع مسرب لفريق عمل ترامب يتكلمون عن  #كورونا_فيروس  بأنه خدعة وبأن اللقاح موجود وأنهم ملقحون ضده فلا داعي للبس الكمامات عندما لا يكون البث. ويخبر أحدهم أن الوفيات مزورة وأن الفيروس ضعيف جدا حسبنا الله  https://t.co/StcMN431DU,False
2920,ويلات «كورونا» تصل الى غابات الأمازون.. القبائل الأصلية مهددة بالفناء!    https://t.co/gM7PxJm009,True
2933,@SaudiNews50 نصيحة:  تجنب السلوكيات الخاطئة عند لبس الكمام و القفاز لتجنب نقل أو الإصابة   تجنب ملامسة الوجه و الأغراض الشخصية ( جوال، محفظة) باليدين أو بالقفاز قبل تعقيم اليدين أو غسلهم   عزز الوعي الوقائي لديك   التزامك حماية لمحبيك وتجنبك فقد عزيز لاسمح الله  #السعودية #الرياض #كورونا,True
2937,عند الخروج من المنزل عليك اتباع سبل الوقاية كـ - اغسل يديك وعقمها باستمرار.  - ابتعد عن أماكن التجمعات.  - لا تقترب من أحد واجعل مسافة لا تقل عن مترين.  وتذكر دائمًا أن كبار السن، وأصحاب الأمراض المزمنة هم الأكثر عرضة للفيروس..  #احمي_نفسك  #احمي_مجتمعك #كورونا #يونيسف  #نوهاد,True
2939,⭕الحجر الصحي لولاية البليدة لمدة 10أيام كاملة ⭕حظر تجوال في الجزائر العاصمة من السابعة مساء إلى السابعة صباحا راكم Retaaaaaaaard هاد الاجراءات كان عليهم يديروها ملول خصوصا عزل ولاية البليدة #فيروس_كورونا #ريح_في_دارك,True
2944,متى يجب عليك لبس الكمامة  تعتني بشخص لديه أعراض تنفسية   #كورونا,True
2950,اليوم في ٩ تموز نتيجة مباراة الكورونا المحلي: #كورونا ١٧٣-٠ وزير الصحة  #كورونا_لبنان #سنموت_بعد_قليل #لا_داعي_للهلع  https://t.co/Eoo2qgIRnY,False
2957,"منظمة الصحة العالمية: الاعتقاد بأن فيروس #كورونا سيختفي بحلول الصيف «أمل زائف»  أقول: ""لابد أن يقل ولا يختفي  كما قلت الحالات الجديدة في الصين بعد فترة وكما تقل عدوي الجهاز التنفسي في الصيف بعموم """,True
2958,تعرف على أبرز  9 معلومات عن #فيروس_كورونا لحماية نفسك من العدوى :  https://t.co/ci2o1XKHYJ,True
2965,#جاسيندا_اردرن_والكورونا انا احيي هذه البطله واحترمها جدا ، عندي لك وصفه طبيعيه ناجحه ١٠٠٠٪ تخلص على الكورونا بنيوزلاند وبالعالم كله ، جاهز ان اناقشها امام كبار علماء الطب بالعالم .972522878900 .,False
2966,الصحة العالمية تحذر من موجة ثانية لا مفر منها لجائحة كورونا    https://t.co/1r3Qi944Si,True
2967,أعلنت #الجزائر الإثنين عن تسجيل 20 حالة وفاة جديدة بفيروس #كورونا المستجد بينما تم تسجيل 69 إصابة جديدة ليرتفع العدد الإجمالي للإصابات المؤكدة إلى 1983.  #معا_ضد_كورونا  https://t.co/JVwHHklXQ8,True
2970,انتقل إلى رحمة الله تعالى اليوم بسبب #كورونا، العم عمر..  اكثر من ثلاثين سنة وكل متذوقي الفول في جدة يعرفونه  رحم الله الفقيد بواسع رحمته و أسكنه فسيح جناته وأهلم أهله الصبر والسلوان.  https://t.co/WfXa4HWO2N,True
2979,انا لله وانا اليه راجعون  أصيب #الممرض_خالد_الحسيني   بمرض كورونا وتوفى رحمه الله نسأل الله أن يغفر له و يرحمه ويسكنه فسيح جناته ويلهم أهله الصبر والسلوان ويجعل قبره روضة من رياض الجنة ويدخله الجنة بلا حساب ولا سابق عذاب  . . .  https://t.co/Qkta6f6RqC#الممرض_خالد_الحسيني,True
2984,#عاجل| الرئاسة الجزائرية: تأكد إصابة الرئيس #تبون بـ #فيروس_كورونا   #إرم_نيوز #الجزائر #ALGER,True
2986,اقترحت بعض الدراسات الحديثة أن #كورونا قد ينتشر عن طريق أشخاص لا تظهر عليهم أعراض، لذا يجب على الجميع غسل اليدين بالماء والصابون لمدة 20 ثانية على الأقل، أو استخدام معقم لليدين يحتوي على أكثر من 60٪ كحول. وتجنب لمس العين والأنف والفم بأيدٍ غير مغسولة #بوبساي #العلوم_للعموم  https://t.co/8nJs91Zy1R,True
2994,"🔴 تسجيل 116 إصابات جديدة بكورونا في الجزائر 🔴 ارتفاع العدد الإجمالي للإصابات إلى 2534 🔴 تسجيل 03 حالة وفاة جديدة 🔴 ارتفاع العدد الإجمالي للوفيات إلى 367 🔴 تسجيل 48 حالة شفاء جديدة من كورونا 🔴 إجمالي حالات الشفاء : 894 🔴 4076 حالة تخضع للعلاج ببروتوكول "" كلوروكين ""  https://t.co/BxGk3ug4UK",True
3003,ترأس رئيس الجمهورية السيد عبد المجيد تبون صباح اليوم الإثنين 23 مارس 2020، بمقر رئاسة الجمهورية، إجتماعا للمجلس الأعلى للأمن، خصّص لدراسة ومتابعة تطور وباء #كورونا_فيروس  في البلاد.  وسيصدر مساء اليوم بيان حول الاجراءات الإضافية المتخذة لمواجهة هذا الوباء.,True
3006,"كوفيد-19:  وكالة الأدوية الأوروبية توصي باستعمال ""رمديسيفير""   https://t.co/0cPp0AlcrL",True
3019,@General_Aoun وصلت الكورونا يا كبير 👻🤒🤧 #سنموت_بعد_قليل #كورونا,False
3024,تبقوا ز-كورونا بصلاتكن ما بقى مطولين 😂#كورونا  #لبنان #سنموت_بعد_قليل,False
3025,شو إسموا وزير الصحة اللبناني؟ 😅 😅 😅 حدا يعمله Tag! 😅 #لا_داعي_للهلع #سنموت_بعد_قليل #كورونا_لبنان #منظمة_الصحة_العالمية,False
3028,#الشرق_عاجل: الرئاسة الجزائرية تعلن إصابة الرئيس عبدالمجيد تبون بفيروس كورونا ومواصلته العلاج في ألمانيا  https://t.co/N0Z1pHFy60,True
3033,تسجيل إنخفاض في عدد الإصابات المؤكدة بفيروس كورونا في الجزائر  https://t.co/utfjIZ9G7l,True
3034,إصابة أنثى نمر بحديقة حيوان في نيويورك بفيروس كورونا -  https://t.co/vT0P0L3LNl  https://t.co/vszvqXfcBh,True
3035,توسيع #الحجر_الصحي لجميع ولايات الوطن، بحظر التجول من 19 مساء للـ 07 صباحا.. و رفع حظر التجول في ولايات: سطيف، تيزي وزو، بجاية، العاصمة، البليدة، وهران، تلمسان، ابتداءً 15 مساءً للـ 07 صباحاً . المكوث في البيت هو علاج هذا الوباء. الله يشفي ويعافي 🤲🏻 #Algerie #CODVID19,True
3046,"وفاة أول صحفي مصري بفيروس #كورونا   تتقدم أسرة موقع ""علَّامة"" بالعزاء لأسرة الصحافة المصرية وذوي الفقيد، سائلين الله عزوجل أن يتغمده برحمته ويسكنه فسيح جناته، ويرزق ذويه الصبر والسلوان.. إنا لله وإنا إليه راجعون.   https://t.co/h75C1IJRN2",True
3057,وفاة ثاني حالة في بلقاس نتيجة الإصابة بفيروس كورونا رحم الله الفقيد الأستاذ أحمد عامر وأسكنه فسيح جناته ادعوا له فضلاً وليس أمراََ ولأسرته وذويه الصبر والسلوان #الزموا_منازلكم🖤,True
3063,"الرئيس البرازيلي بولسونارو عن كورونا: ""جميعا سنموت يومًا ما.  علينا أن نتوقف عن كوننا بلد المثليين "". لازم يجي على لبنان ضروري🤣",False
3064,🔴🔴#هــــــام رئيس الجمهورية #عبد_المجيد_تبون يترأس اجتماعا مع أعضاء اللجنة الوطنة لرصد ومتابعة #فيروس_كورونا  https://t.co/fSMS19xQo4,True
3065,إصابة وزيرة الهجرة والمهجرين إيفان فائق ب #فيروس_كورونا  https://t.co/TbO7HdYk7t,True
3067,متى يجب عليك لبس الكمامة؟  #الوقايه_من_كورونا  #COVID19,True
3068,يجب اتباع سبل الوقاية من الكورونا ١- تجنب المصافحة  ٢- تجنب الاماكن المزدحمة ٣- غسل اليدين قبل وبعد اَي نشاط  ٤-تعقيم اليدين طوال الوقت  #فيروس_كورونا_الجديد  #تعليم_الدوادمي #الملف_الإعلامي_بوزارة_التعليم  #وزارة_التعليم  @moe_gov_sa  @Media_M_E,True
3069,.. #عمر_الحمادي : لا يوجد دليل علمي يثبت أن #كورونا ينتقل عبر السباحة في مياه البحر أو أحواض السباحة، لكن يجب الالتزام بالإجراءات الوقائية والتباعد الجسدي في أماكن السباحة.  https://t.co/xXD0YF4Ub4,True
3070,منظمة الصحة العالمية تحذر من التعرض لأشعة الشمس أو لدرجات حرارة أعلى من 25 درجة مئوية، وأنه لايساعد في الوقاية من الإصابة بعدوى كورونا.  وأضافت: لحماية نفسك من المرض، احرص على غسل يديك جيداً وتجنب ملامسة العينين والأنف والفم.  https://t.co/WmLMc1OOGK,True
3076,"""إنا لله وإنا إليه راجعون""  إنتقل إلى رحمة الله تعالى زميلنا محمد البطاشي ، أحد كوادر معهد الإدارة العامة متأثرا بفايروس كورونا ""كوفيد 19""  نسأل الله له الرحمة والمغفرة ، وأن يسكنه فسيح جناته، وأن يلهم أهله وذويه الصبر الجميل.😔",True
3079,أحزنني خبر وفاة صديقي بمرض #كورونا أبويزن غسان ممدوح صباح #الشارقه قبل بضعة أيام كان نعم الرجل ونعم الصديق أسأل الله أن يلهم ذويه الصبر والسلوان وأن يغفرله ويرحمه  (إنا لله وإنا إليه راجعون)  https://t.co/bKlMrKPRo7,True
3081,ابتداءا من يوم الغد والى غاية 19 افريل _توسيع الحجر الجزئي إلى كل ولايات الوطن من الساعة 7 مساء إلى 7 صباحا _الحجر الجزئي من 3 زوالا إلى 7صباحا في ولايات #الجزائر، وهران، عين الدفلى، بجاية، سطيف، تيزي وزو، تيبازة، تلمسان، المدية #فيروس_كورونا  #بيتك_حياتك,True
3083,فقدت الكرة العراقية احد اساطيرها برحيل النجم الخلوق #احمد_راضي الذي وافته المنية عن عمرا ناهز الـ56عاما بعد معاناة مع #فايروس_كورونا_المستجد سأئلا المولى العلي القدير ان يتغمد الفقيد بواسع رحمته ويلهم ذوية ومحبية الصبر والسلوان #إنّا_لله_وإنّا_إليه_راجعون 💔🤲🏻  https://t.co/DGeNX2O7Bo,True
3084,ثقافة غسل اليدين بالماء والصابون او تطهير اليدين بمحلول مطهر عند دخول المنزل يجب اتباعها للوقاية من #كورونا . #قطر #Qatar,True
3089,انتقل الى رحمة الله تعالى صباح هذا اليوم الإثنين الأستاذ الدكتور عبد السلام العبادي أمين مجمع الفقه الإسلامي الدولي، إثر إصابته بمرض كورونا . رحمه الله وأسكنه فسيح جناته، وجبر قلوب ذويه ومحبيه، و ألهمهم الصبر و السلوان . وإنا لله وإنا إليه راجعون.,True
3098,🔴🔴#عـــــــــاجل  ⬅#رئاسة: رئيس الجمهورية #عبد_المجيد_تبون في الحجر الصحي لمدة 5 أيام ابتداء من اليوم 24 أكتوبر 2020 ⬅رئاسة: وضع رئيس الجمهورية في الحجر الصحي الطوعي بنصيحة من الطاقم الطبي للرئاسة  ⬅رئاسة: ظهور أعراض كورونا على العديد من الإطارات السامية برئاسة الجمهورية  https://t.co/azMGckSOSi,True
3103,#عاجل | الرئيس  الجزائري عبد المجيد تبون في الحجر الصحي لمدة 5 أيام بسبب ظهور أعراض كورونا على العديد من المسؤولين في رئاسة الجمهورية والحكومة الجزائرية   #الرؤية_بلا_حدود  https://t.co/74rTybhxFG,True
3106,عند الخروج من المنزل عليك اتباع سبل الوقاية الصحيحة:  - اغسل يديك وعقمها باستمرار.  - ابتعد عن أماكن التجمعات.  - لا تقترب من أحد واجعل مسافة لا تقل عن مترين.  وتذكر دائمًا أن كبار السن، وأصحاب الأمراض المزمنة هم الأكثر عرضة للفيروس.. ساهم بحمايتهم.  #كورونا,True
3110,الفرق بينك وبين اللي معه كورونا، انه هو عمل فحص وإنت لا. #الاردن,False
3116,لأنو الغبي مفكّر حالو ذكي! بكل بساطة... #لبنان #كورونا #لا_داعي_للهلع #سنموت_بعد_قليل #العهد_القوي,False
3117,انعى الى كل الاصدقاء والمحبين وفاة  الصديق العزيز الكابتن والنجم الرياضي العربي المعروف احمد راضي الذي وافته المنية فجرا في العاصمة الاردنية بسبب مضاعفات كورونا. تغمده الله بواسع رحمته وأسكنه فسيح جناته ويلهم أهله الصبر انا لله وانا اليه راجعون.  ا.د كريم فرمان.,True
3120,خبر مؤلم ، رحم الله فقيد الوطن / اسأل الله ان يتغمده برحمته ويلهم اهله وذويه الصبر والسلوان   إنا لله وإنا إليه راجعون  #فيروس_كورونا,True
3123,رئيس لجنة رصد ومتابعة وباء كورونا في الجزائر جمال فورار:  🔴تسجيل 193 حالة إصابة جديدة 🔴ارتفاع عدد المصابين إلى 8306 🔴تسجيل 8 وفيات جديدة 🔴ارتفاع عدد الوفيات إلى 600 🔴تسجيل  152 حالة  شفاء 🔴 ارتفاع عدد حالات الشفاء 4578  https://t.co/x0QdGuBRrP,True
3124,السلطات الصحية تطلب عدم مشاركة النواب الـ 12 المصابين بفيروس كورونا في اجتماعات اللجان وجلسات المجلس إلى حين تأكد خلوهم من الفيروس بمسحة أخرى  https://t.co/QWgjxlXBIU,True
3130,دعواتكم لجد صحبتي توفى اليوم بسبب كورونا 💔💔💔الله يرحمه ويغفر له ويسكنه فسيح جناته ويلهم أهله وذويه الصبر والسلوان وانا لله وانا اليه راجعون,True
3137,🔴تسجيل 401 إصابة جديدة بفيروس كورونا في #الجزائر 🔴إجمالي المصابين يرتفع إلى 41068,True
3138,تم قصف جبهة ايران في مقدمة اخبار الmtv @MTVLebanonNews @nakhleodaime #كورونا #لا_داعي_للهلع #سنموت_بعد_قليل,False
3142,للوقاية من #كورونا لا يجب عليك ارتداء الكمامة إلا في الحالات التالية.  #كلنا_مسؤول  https://t.co/tziAWe6aOZ,True
3145,#وزارة_التعليم : يجب اتخاذ جميع الاحتياطات اللازمة لضمان عدم انتشار فيروس #كورونا بما في ذلك غسل اليدين واستخدام معقمات اليد، وتغطية الفم عند السعال او العطس  #جريدة_الراية #قطر,True
3148,#ايران_تصدر_كورونا_للخليج هذا سلاحها تصدره ويحمله خونة الدين والوطن والانسانيه .,False
3156,#Tebboune préside une réunion d'évaluation de la situation de l'épidémie du #Coronavirus en Algérie ترأسعبد المجيد #تبون صباح اليوم بمقر #رئاسة الجمهورية، جلسة عمل ضمّت الوزير الأول، وعددا من الوزراء لدراسة وتقييم الإجراءات المتّخذة للتّصدي بفعالية لوباء الكورونا #فيروس المستجد .  https://t.co/qx1NBfCjkU,True
3161,🔴 135 إصابات جديدة بكورونا في الجزائر 🔴 إرتفاع إجمالي إصابات كورونا إلى 3517 🔴 تسجيل 7 وفيات جديدة بكورونا  🔴 إرتفاع إجمالي وفيات كورونا إلى 432 🔴 حالات الشفاء الجديدة 50 🔴 إرتفاع إجمالي حالات الشفاء إلى 1558 🔴 إجمالي عدد الحالات التي تخضع للعلاج 6174 #فيروس_كورونا  https://t.co/LKrD7b22hD,True
3163,وفاة الدكتور #عبدالله_عاشور بسبب فايروس #كورونا   وهو أحد أبطال الصفوف الأولى  نسأل الله له الرحمة والمغفره ولذويه الصبر والسلوان إنا لله وإنا إليه راجعون  https://t.co/sEeO69DgQM,True
3166,انا لله وانا اليه راجعون  وفاة الكابتن فالح حمزة شبيب رئيس الهيئة الادارية لنادي الجهاد الرياضي الناشط في دوري الدرجة الاولى في محافظة واسط بعد إصابته بفيروس كورونا. تغمد الله الفقيد بواسع مغفرته والهم اهله الصبر والسلوان.  https://t.co/Frw2WdRyqy,True
3167,متى يجب ارتداء الماسك الواقي 😷 ؟ - إذا كنت تعتني بأحد المرضى المحتمل إصابتهم أو المصابين بفيروس كورونا المستجد، فيجب ارتداء الماسك.  - إذا كنت مصاب برشح أو كحة. الماسك الواقي لايكفي وحده! يجب غسل الأيدي جيدا وبشكل دوري بالماء والصابون أو الكحول. #nCoV_2019  https://t.co/gg9bJS8lcK,True
3171,📌وزارة الصحة: ​​141 إصابات جديدة بكورونا في الجزائر 📌ارتفاع إجمالي إصابات كورونا إلى: 4295 عبر 48 ولاية  📌تسجيل 6 وفيات جديدة بكورونا في الجزائر 📌ارتفاع إجمالي وفيات كورونا إلى: 459 📌حالات الشفاء الجديدة: 51 📌ارتفاع إجمالي حالات الشفاء إلى: 1872 #فيروس_كورونا  #Algeria,True
3186,الرئاسة الجزائرية:  الرئيس #عبدالمجيد_تبون مصاب بـ #فيروس_كورونا,True
3188,تزور إيران سرا....!!!  أنت خائن للوطن   #ايران_تصدر_كورونا_للخليج,False
3190,أتقدّم بخالص العزاء والمواساة إلى الأخ حمزة هادي وعائلته بوفاة شقيقه علي الإنسان الخلوق والمدرب الكُفء بعد إصابته بجائحة كورونا . وأتضرّع إلى الله بأن يغفر له ويرحمه ويسكنه فسيح جناته. للفقيد العزيز الرحمة الواسعة ، ولذويه ومحبيه جميل الصبر والسلوان. (إنا لله وإنا اليه راجعون)  https://t.co/6IUAZnz2NS,True
3193,نعزي الطاقم الطبي في مستشفى الجهراء بوفاة الدكتور احمد زايد متأثراً بفايروس  كورونا ضحى في نفسه وصحته من اجلنا  ونحن نرد ماقدمه لنا بالدعاء له وان يجعل  عمله الأنساني في ميزان حسناته وان يسكنه فسيح جناته وان يلهم ذويه الصبر والسلوان #وزارة_الصحة #كورونا,True
3196,طالبت السلطات الصحية عدم مشاركة النواب الـ 12 المصابين بفيروس #كورونا في اجتماعات اللجان وجلسات مجلس الأمة  ؛لحين التأكد من خلوهم من الفيروس عبر عمل مسحة أخرى.   #الكويت #مجلس_الأمة  @q8mojaz  https://t.co/zpDDfzWlvp,True
3200,عاجل: الرئاسة الجزائرية تعلن إصابة الرئيس عبدالمجيد تبون بفيروس كورونا ومواصلته العلاج في ألمانيا,True
3204,إنا لله وإنا إليه راجعون،   د. طارق حسين مخيمر ، من أطباء الأنف والأذن والحنجرة في م. زين متأثرا بمضاعفات فيروس كورونا المستجد. رحمه الله وألهم أهله ومحبيه الصبر والسلوان. #الكويت  #وزارة_الصحة #فيروس_كورونا_المستجدّ  https://t.co/u9PGwAaZDX,True
3211,إنّا لله وإنّا إليه راجعون توفي اليوم اللاعب العراقي الخلوق السابق #أحمد_راضي بعد إصابته بفيروس #كورونا الله يرحمه ويغفر له ويسكنه فسيح جناته ويلهم أهله وذويه الصبر والسلوان #العراق #بغداد  https://t.co/GCF0JHEfCb,True
3224,رحم الله شهيد الواجب الزميل البطل الدكتور #عبدالله_شعيب الذي توفاه الله في العناية المركزة بعد معاناة من مضاعفات فايروس #كورونا الذي اصيب به اثناء عمله في محجر استاد جابر، لك المجد والرحمة والمغفرة ولذويك واحبابك الصبر والسلوان ونحسبك عند الله من الشهداء، انا لله وانا اليه راجعون  https://t.co/H1tY5bFogw,True
3233,@e_mohcom غفر الله له واسكنه فسيح جناته وأبدله دارا خير من داره ، والهم أهله وذويه الصبر والسلوان  #كورونا_الجديد  #أبطال_الصحة   #خالد_الحسيني,True
3234,إنّا لله وإنّا إليهِ رَاجعُون ..  وفاة #الممرضة_نجود_الخيبري والتي تعمل في مستشفى أحد بـ #المدينة_المنورة وذلك بعد إصابتها بفيروس #كورونا المستجد. اللهم تقبلها بواسع رحمتك وغفر لها ورحمها واسكنها فسيح جنتك والهم اهلها وذويها الصبر والسلوان.  https://t.co/OTSihshlH5,True
3236,للفقيد الزميل الراحل محمد عبد الحميد الرحمة والمغفرة، ولأهله الصبر والسلوان.. إنا لله وإنا إليه راجعون.   #كورونا,True
3237,مقطع مسرب لفريق عمل ترامب في #البيت_الأبيض يتكلمون عن  #كورونا  بأنه خدعة وبأن اللقاح موجود وأنهم ملقحون ضده فلا داعي للبس الكمامات عندما لا يكون البث! ويخبر أحدهم أن الوفيات مزورة وأن الفيروس ضعيف جدا!! معقووول؟ !!!  https://t.co/Hn3HEGzCEu,False
3239,عهد فاشل.حكومة فاشلين.فساد.فوضى.جبران باسيل.كورونا.جراد .. شو بعد في ما إجى على #لبنان؟ وينوا النيزك؟  #كورونا #كورونا_لبنان #سنموت_بعد_قليل #لا_داعي_للهلع #فيروس_كورونا #الاستقالة_أشرف #العهد_الفاشل #لبنان_ينتفض #وزير_الصحه,False
3242,وزارة الصحة تدعو الى ضرورة اخذ الحيطة والحذر والتدابير الوقائية اللازمة تجنبا لانتشار  فيروس #كورونا ، وذلك بـ:  👈– غسل اليدين المتكرر بالماء والصابون . 👈– تجنب لمس الأنف والفم والعينين عند اتساخ اليدين . 👈– تجنب الاتصال المباشر مع المُصابين بالعدوى أو مشاركتهم أدواتهم  https://t.co/tsC3ggIwdu,True
3258,#كورونا الإحصائيات الرسمية ليوم الجمعة 19 جوان  119 إصابة جديدة بكورونا في الجزائر ارتفاع إجمالي إصابات كورونا إلى: 11504  تسجيل 14 وفيات جديدة بكورونا في الجزائر ارتفاع إجمالي الوفاة كورونا إلى: 825 حالات الشفاء الجديدة : 118 #مستغانم 3 حالات جديدة العدد الإجمالي 116 إصابة.  https://t.co/VEth0I1zvI,True
3272,٥/يجب استخدم المنديل عند السعال أو العطس وتغطية الفم والأنف به، والتخلص منه في سلة النفايات ثم غسل اليدين جيدًا. وإذا لم يتوافر المنديل، فيفضل السعال أو العطس على أعلى الذراع وليس على اليدين #كورونا_الجديد #الطب_الوقائي,True
3274,تعلن #وزارة_الصحة عن وفاة مواطنة مصابة بمرض كورونا #كوفيد١٩ وتبلغ من العمر ٦٥ عاماً ليبلغ عدد وفيات المرض #بالسلطنة إحدى وثلاثين (٣١) وفاة. وتتقدم #وزارة_الصحة إلى ذوي الفقيدة بخالص العزاء والمواساة سائلة الله سبحانه أن يلهم أهلها  وذويها الصبر والسلوان   https://t.co/u2d5VFCUM0,True
