,tweet_text,label
762,"حذر نائب رئيس الأطباء في انجلتره البريطانيين- الذين تلقوا لقاح الإنفلونزا- بأنهم ضمن فئة ""المخاطر العالية"" من #كورونا، ويجب أن يعزلوا أنفسهم لمدة ١٢ أسبوعا! https://t.co/78lGdj3er1",False
763,وكالة إنترفاكس نقلاً عن وزير الصحة الروسي: - أكملنا التجارب السريرية للقاح ونعمل على إعداد أوراق التسجيل. - نستعد لبدء حملة تطعيم واسعة ضد الفيروس في أكتوبر. - الأطباء والمعلمون سيكونون أول من سيُطعّم . #فيروس_كورونا #روسيا https://t.co/UT9LZ5gG1X,True
764,د.فاوتشي ينبه إلى أن فعالية لقاح كوفيد19 قد لا تتجاوز 50% أو 60%.. وهذا يعني أننا سنكون مجبرين على أخذ لقاح غير مؤكد الفعالية وغير مضمون العواقب أيضاً..! ما هذا العبث..؟! . https://t.co/cLLrTSGdsL,False
765,"#ترامب يتعاقد مع ""مودرنا"" لشراء 100 مليون جرعة من لقاح #كورونا https://t.co/ckm7xuZ6OJ https://t.co/wU2Cmex7d9",True
766,خلال لقائها السفير الصيني.. وزيرة الصحة: توقيع اتفاقية تعاون بين مصر والصين في مجال تصنيع لقاحات #فيروس_كورونا الشهر المقبل وزيرة الصحة: التعاون مع الجانب الصيني يشمل تبادل الخبرات مع اللجنة العلمية لبروتوكولات علاج فيروس كورونا https://t.co/Ewmn3NpbZz,True
768,شاركو الأمل وتحمسوا ...هناك أمل اللقاح الصيني ضد كوفيد ١٩ وصل المرحلة الثالثه(ولقاحات اخرى) وهي الأخيره، حيث يجرب على متطوعين في انحاء العالم ومنهم ١٥ الف متطوع في الامارات العربيه شكرا للعلماء والباحثين في كل انحاء العالم وشكرا للمتطوعين الشجعان 🙏🏻👍🏻 بارك الله بكم هناك أمل ✌🏻 https://t.co/MD10NXZzgE,True
770,أول متطوعيْن لتجارب #لقاح #كورونا يحصلان على الجرعة الثانية. #برق_الإمارات https://t.co/IFIk4smuDK,True
772,#فيديو: ابنة #بوتين تتلقى اللقاح الذي أعلن عنه رئيس #روسيا اليوم كأول لقاح لفيروس #كورونا في العالم https://t.co/Ib0NzRzAap https://t.co/np1UDpMAv6,True
773,#هويه_افريقيا #افريقيا_التاريخ_المدفون     #كورونا #لويس_فرخان نظرية #المليار_الذهبي : هذا التحذير لرفض قبول #اللقاح خصوصاً في #افريقيا تقول هذه النظرية ان عدد سكان الارض 7 مليارات و موارد الارض الطبيعية لا تستطيع تلبية احتياجات هذه المليارات !!! https://t.co/U4MZzaGLOG,False
774,شركتان ألمانية وأمريكية تعلنان الوصول للمرحلة الأخيرة من التجارب على لقاحات محتملة لفيروس #كورونا .. فهل اقتربت نهاية الأزمة؟ https://t.co/aNjCxS93r0,True
775,بيل قيتس يقول نأت بأعضاء معدلة وراثيا و نحقنها في عروق الأطفال مباشرة..هذا الذي إستثمر ملايين في لقاح كورونا. يذكر أن فيروس كورونا لن يزول أبدا حتى نلقح أكثر أهل الأرض.. النظام العالمي الجديد برؤيته 20/30 سيخلصون من ستة مليار نسمه قبل نهاية عام 30..اللقاح و ال 5G ستحقق لهم الهدف. https://t.co/u8Xa4ojd4i,False
776,#عاجل.. - بوتين يعلن موافقة وزارة الصحة الروسية على اللقاح الروسي لـ #كورونا - الرئيس الروسي يعلن أن ابنته أخذت لقاح كورونا الروسي - بوتين: روسيا تبدأ قريبا إنتاج لقاح كورونا على مستوى واسع #نتصدر_المشهد #COVID19 https://t.co/t51iGXtrWe,True
778,على الرغم من أن أيًا من لقاحات فيروس كورونا قيد التطوير لم تثبت فعاليتها حتى الآن في التجارب السريرية ، فقد تم طلب 5.7 مليار جرعة على الأقل بشكل استباقي في جميع أنحاء العالم .. في هذا السرد سنلقي نظرة على بعض هذه الجهود (1) https://t.co/Go5rFusCrr,True
779,رئيس روسيا يعلن عن اكتشاف أول لقاح ضد #كورونا ويقول ان ابنته تم حقنها ، أتمنى له النجاح بغض النظر عن دولة الاكتشاف واتمنى أن لا تتكرر قصة هيدروكسي كلوروكين التي راهن عليها ترامب وحقن نفسه من فرط ثقته به كعلاج نهائي,False
781,"غيتس ""يتنبأ"" بأنه سيكون هناك 700000 ضحية للقاح المضاد للكورونا،، وهذا حسب تنبؤاته فقط.. السؤال المهم هنا: من الذي يملك الحق في تحديد مصير الناس عبر تعريضهم لأضرار قد تصل إلى الإعاقة الدائمة أو العقم أو حتى الوفاة كما حصل بسبب لقاحات أخرى؟! . https://t.co/Tm5Q0EUwE1",False
782,شئ مرعب اذا كان الكلام صحيح. كشفت التجارب ان التطعيم GSK ادى لعقم ٦١ سيدة من اصل ٦٣ . وايضا اثر على الرجال. تخيلوا مستقبل البشرية مع هذا التطعيم بان الناس ما تزال ممكن تصاب بالفيروس وبنفس الوقت عدم القدرة على التكاثر ! #تطعيم #GSKvaccine #كورونا #كوفيد_19 https://t.co/S36nTLbhov,False
783,المسار | #روسيا تنتج أول دفعة من اللقاح المضاد لفيروس #كورونا #عاجل https://t.co/5sIcA9jViR,True
784,رسميا.. بوتين يعلن تسجيل روسيا أول لقاح في العالم ضد فيروس كورونا والبدء سيكون بتطعيم الكوادر الطبية وكبار السن,True
785,"الرئيس الروسي ""بوتين"" يُعلن عن تسجيل أول لقاح ضد فيروس كورونا في العالم. (خبر) https://t.co/VittMz9NsV",True
786,بالتزامن مع المسيرة الناجحة للتجارب السريرية للقاح #كوفيد_19.. الشيخ #عبدالله_بن_زايد ينشر فيديو يوضح مراحل تطوير لقاح #كورونا في #أبوظبي وأنت مازال بإمكانك المشاركة في المرحلة الثالثة للتجارب عبر https://t.co/4XYI0Ekj5z #لأجل_الإنسانية #تطوع_لأجل_البشرية @ABZayed @DoHSocial https://t.co/l451cqd6h3,True
788,صرحت هيئة سلامة الدواء والغذاء الأمريكية (FDA) أنها على استعداد لتسريع انتاج لقاح كورونا بعدم استكمال المرحلة الثالثة من دراسة اللقاح. تصريح قد يهز ثقة الناس باللقاح والصحة الوقائية عموماً، مهما كانت العوائد السياسية والمادية لذلك صحة البشر أولوية وخط أحمر لا يمكن تجاوزه لأي سبب! https://t.co/WvBW53XpVl,False
789,اطلقت الدكتوره كاري ماديج تحذيرها من لقاح فيروس كورونا https://t.co/YytNbnmZVA,False
790,من الأخبار الجميلة هذا الصباح: البدء قريباً بدخول أحد اللقاحات ضد فيروس كورونا (كوفيد١٩) مرحلة التجارب السريرية الثالثة في السعودية. حيث سيتم تطعيم ٥٠٠٠ متطوع ومتطوعة في ثلاث مناطق. اللقاح هو لقاح شركة كانسينو الصينية الذي اظهر نتائج جيدة في المرحلة ١ و٢ على البشر في الصين. https://t.co/ZNxiawlTJm,True
791,أصدرت إدارة الدواء الصينية إرشادات للتقييم السريري لقاحات فيروس #كورونا الجديد. يجب أن يكون اللقاح المرشح مناسبا لجميع الأعمار، بما في ذلك النساء الحوامل والمرضعات؛ على الأقل للبالغين، بما في ذلك كبار السن. يفضل أن يوفر اللقاح الحصانة لمدة سنة أو أكثر، و 6 أشهر على الأقل.,True
792,أعلنت روسيا رسمياً البدء في إنتاج اللقاح المضاد لـ فيروس كورونا والذي سيطرح نهاية الشهر الجاري...الجدير بالذكر وزير الصحة الشيخ د.باسل الصباح لغاية الآن لم يتخذ قرار بطلب اللقاح بالرغم أن أكثر من 20 دولة تريد هذا اللقاح! @Drbaselalsabah @KUWAIT_MOH @RusEmbKuw @Russia_AR https://t.co/31JJxZOr2I,True
793,بالنسبة للقاح #فيروس_كورونا الروسي: •بوتين أعلن عن تسجيله كلقاح معتمد قبل انتهاء المرحلة3 من التجارب، وهي مرحلة يخوضها حاليا 4 لقاحات بالعالم بينها الأمريكي. •تجارب المرحلة 3 مهمة لأنها تشمل فئات أوسع من المجتمع(الاف المتطوعين) لضمان أن اللقاح آمن للجميع https://t.co/k1eezBzys1,True
798,#الصحة: لم يتوفر حتى الآن لقاح لفيروس #كورونا https://t.co/5onNLBJcXo,True
800,أصبحت #روسيا الثلاثاء أول دولة توافق على #لقاح لـ #فيروس_كورونا ، وهي خطوة قوبلت بتشكيك دولي وعدم ارتياح لأن الجرعات تمت دراستها فقط على عشرات الأشخاص. وقال #بوتين الرئيس الروسي، إن اللقاح خضع للاختبارات اللازمة وثبت أنه يوفر مناعة دائمة ضد فيروس كورونا. #راديو_الآن https://t.co/0PgzODsi3d,True
801,🔴 فرانس برس: الإنتاج الصناعي للقاح الروسي ضد #كورونا #كوفيد19 سيبدأ في سبتمبر المقبل، مع طلب 20 دولة مسبقا مليار جرعة من اللقاح الجديد. #مركز_الأخبار,True
805,📌 الرئيس الروسي #بوتين يكشف عن حصول ابنته على أول لقاح ضد #كورونا بعد التأكد من فاعليته وتسجيله رسميا في #روسيا .. https://t.co/EioNHvcJQ9,True
807,"أعلن الرئيس الروسي فلاديمير بوتين أن بلاده طورت ""أول"" لقاح يوفر ""مناعة مستدامة"" ضد فيروس #كورونا المستجد #اندبندنت_عربية_تغنيك https://t.co/lMQQYkoSAA",False
808,الصين تسجل ثاني لقاح ضد #كورونا بعد روسيا 👇👇 https://t.co/KMhh8FlQc9 https://t.co/xicEfWZq6e,True
809,فيديو .. ابنة الرئيس الروسي تتلقى اللقاح الذي أعلن عنه #بوتين اليوم كأول لقاح لـ #كورونا في العالم https://t.co/1F8kTJKgcH,True
810,🛑عاجل: اول من يحقن نفسة في اللقاح الروسي ابنة الرئيس بوتين وروسيا تعلن رسميًا أول لقاح ضد فيروس كورونا في العالم حقن ابنة الرئيس رسالة للعالم مفادها ان اللقاح ناجح 💯💯👌✌️ . https://t.co/u13EspcX0i,False
811,نجحت #روسيا في قلب الطاولة على الدول الغربية حيث أعلن الرئيس الروسي فلاديمير بوتين تسجيل أول لقاح في العالم مضاد لفيروس #كورونا ، مؤكدًا أن اللقاح أثبت فعاليته في تكوين مناعة مستقرة ضد الفيروس ،،,False
813,في مضمار السباق نحو إيجاد لقاح مضاد لفيروس #كورونا المستجد 🏃🏻‍♂️ تتصدر روسيا 🇷🇺 وسط مخاوف العالم 🌏 هل تملك الشجاعة لتجربة اللقاح؟ #فيديو_سبق https://t.co/laHaz3UK7z,True
815,عاجل - رسمياً.. #سبوتنيك أول لقاح لـ #كورونا معتمد بالعالم • روسيا: #اللقاح أظهر فعالية وأمان عاليين.. ويمنح الإنسان مناعة لمدة عامين • تلقينا طلبات للحصول على مليار جرعة • #بوتين: اللقاح لم يُكمل التجارب السريرية بعد.. لكنه فعال https://t.co/O9J27N5LxG,True
816,🇨🇳 بعد أن أعلنتها روسيا.. الصين تعلن عن تسجيل لقاح آمن وفعال ضد #كوفيد_19 من دون آثار جانبية سلبية 💉 ما هو هذا اللقاح ومن هي الشركة المنتجة له؟ #COVID19 #شغف_بالمعرفة https://t.co/vM8SX75kNL,True
818,الإعلام الغربي والأميركي يشن حملة ضد اللقاح الروسي لمواجهة كورونا #الميادين_Go #كورونا #Covid19 https://t.co/ivEY4T8BFO,True
819,"منظمة الصحة العالمية قالوا ""-قد- لايوجد حل فوري مباشر -سحري- للمرض"" وهو المعنى بكلمة silver bullet يعني لاحد يقولكم الحين ""بيطلع تطعيم و دوا..فلّوها"" ⚠️مايقدرون يقولون في حل، دون وجود دليل قاطع، هم ينقلون الصورة بالمعطيات الحالية ⚠️هم ليسوا هيئة دواء. https://t.co/kL0SiRMOxN https://t.co/r13vCgKPou",False
820,الأخبار في دقيقتين: 🦠 أول حالة تصاب مرتين بـ #كورونا في العالم 🇷🇺 نافالني سُمم بمادة تؤثر على الأعصاب 💉 الصحة العالمية تعلن خطة توزيع لقاحات كورونا 🎤 @benaichoubasara https://t.co/GYjIUqTs99,True
822,"استقالة كبير أطباء الجهاز التنفسي البروفيسور ألكسندر تشوتشالين من ""مجلس الأخلاقيات"" بوزارة الصحة الروسية بعد شن هجوم شرس على عقار “Sputnik V” الجديد بسبب بالانتهاكات الجسيمة لأخلاقيات مهنة الطب وللأضرار الجسيمة التي يُلحقها هذا اللقاح بصحة المواطنين ، https://t.co/eTRatYScHS",False
823,بأيدٍ وخبرات سعودية، مركز الملك فهد للبحوث الطبية، يبدأ التجارب لإنتاج لقاح لفيروس #كورونا المستجد (كوفيد 19). #الفهد_روح_القيادة https://t.co/13HgOK9r4F,True
824,وزير #الصحة: •إجراء أكثر من 70 ألف فحص لـ #كورونا يوميًا •معدل الوفيات بالفيروس في #المملكة هو ضمن الأقل عالميًا •حريصون على اتخاذ كافة الإجراءات الوقائية •من الصعب التنبؤ بموعد توفير اللقاح عالميًا,True
828,منظمة الصحة العالمية: من المتوقع التوصل إلى لقاح لفيروس #كورونا بنهاية العالم الحالي 2020، على أن يكون اللقاح متاحا للجميع في عام 2021 https://t.co/hs50cbaiR0 #العربية,True
829,الإنتاج السنوي لهذا اللقاح المضاد لفيروس #كورونا الجديد يصل إلى 300 مليون قطعة! https://t.co/ZKD1WmtOIX,True
833,الرئيس الروسي يعلن تسجيل أول لقاح في العالم لفيروس #كورونا • بوتين: #روسيا تبدأ قريباً إنتاج اللقاح.. على مستوى واسع • ابنتي أخذت #اللقاح_الروسي https://t.co/CvICOAmoHO,True
834,🔻كذبة #كورونا شاهد أيها المغيب انهم يخدعونك هنا نجد حاكمة ولاية كوينزلاند في أستراليا وهي تأخذ لقاح بطريقة زائفة أمام الكاميرا لتشجيع المواطنين لأخذ اللقاح الشيطاني . https://t.co/yZlklmgHmg,False
838,#فيروس_كورونا لن يتلاشى من العالم حالياً .. بل سيبقى بطريقة او بأخرى فمراكز الأبحاث العالمية وشركات الأدوية الكبرى لم تنفق المليارات لتصنيع اللقاح لتضعه في الادراج وتخسر هنا جدول السباق للوصول للقاح يلاحظ في الصدارة ثلاث شركات صينية وأمريكيتين وإنجليزية .. وصلت للمرحلة الثالثة .. https://t.co/jZX54JHCBd,True
839,📌 #منظمة_الصحة_العالمية تعلن: هناك إمكانية للتوصل إلى لقاح آمن وفعال مضاد لفيروس #كورونا ، واللقاحات المرشحة 32 لقاحًا وهي قيد التجارب السريرية حاليا . https://t.co/psT1Dm6hpM,True
840,- ستبدأ المرحلة الثالثة من التجارب على اللقاح في #الرياض و #الدمام و #مكة - أظهرت المراحل الأولى والثانية من التجربة والتي تمت في #الصين فاعلية عالية للقاح واستجابة مناعية جيدة https://t.co/ejfN8Sj5fV,True
841,لا أعتقد أننا سنجبر الجميع على أخذ لقاح كورونا ، ولا أعتقد أن العاملين الصحيين يمكنهم العمل...هذا كلامهم يدل أن كورونا اصبح ماضي وانتهى .ويأكد ان كورونا خلق من أجل اللقاح ..الناس تتعافي والمرض انتهى تماما من دول العالم .يعني مافيه داعي للقاح.المسرحيه انتهت https://t.co/8ybWOSNKyb,False
843,هذه حقيقة علينا التعامل معها: الأمم الغنية ستحصل على اللقاح أولا !! ولذلك أدرج خبراء الاقتصاد الأمن الدوائي ضمن مكونات الأمن الاقتصادي..فهل نعي دروس كورونا الكثيرة. https://t.co/JYw6yxxQKd,False
844,"🔴 #وزير_الصحة د.""توفيق الربيعة"" :سيتم تمديد التعليم عن بعد في حال عدم توفر لقاح لفيروس #كورونا https://t.co/8N0WM1yNCj",True
845,عالم بريطاني: فيروس كورونا سيبقى معنا إلى الأبد و لقاحات متكررة قد تكون الحل https://t.co/tiZy3UZYdg https://t.co/lV8Y4e0ioA,False
846,روسيا تعلن أنها ستختبر لقاح #كورونا على 40 ألف شخص. https://t.co/2rK7unyiMS,True
847,بشائر خير 🛑 اعلنت اربع دول اوربية من ضمنها المانيا كما صرح وزير الصحة الالماني السيد سبان توقيع عقود آجلة لشراء ٣٠٠ مليون جرعة لقاح (اكسفورد) ضد فيروس كورونا المتوقع انتاج واعتماد اللقاح في بداية عام ٢٠٢١ الدول هي: المانيا فرنسا ايطاليا هولندا https://t.co/oCrLtSyLsd,True
850,3 أيام تفصل #العالم عن أول لقاح معتمد لـ #فيروس_كورونا #كورونا https://t.co/Myn1d05pU0,True
851,عاجل | وزارة الصحة الروسية: 20 دولة تقدمت بطلب شراء مليار جرعة من لقاح #كورونا. #اللقاح_الروسي #فيروس_كورونا https://t.co/ZGayLmmbVB,True
854,"ياباني كتب: لم أدخن أبداً،ليس لدي مرض مزمن،لدي تطعيم من السل،ببداية العشرينات،دمي O+،من خلال هذه المعلومات ليس علي خطر من #كورونا ،لكن عندما أصبت كانت درجة حرارتي ٤٠,٥،صعوبة تنفس،خروج دم مع الكحة،وإستمرت هذه الأعراض معي لفترة أربعة أشهر. أي شخص معرض لخطر كورونا https://t.co/UCQcBjOdXq",True
855,اختصاصي علم الفيروسات يحيى عبد المؤمن مكي: #روسيا تعتمد على الغلاف البروتيني لــ #كورونا في إنتاج اللقاح وهي طريقة فعالة.. والتجارب في المراحل الأخيرة #العربية https://t.co/vnuMWWs258,True
856,خبر وزنه ذهب 👏👏👏 الرئيس الروسي يعلن تسجيل أول لقاح في العالم مضاد لڤيروس #كورونا ، وأن ابنته ضمن من تم حقنهم باللقاح الجديد .. https://t.co/ly9SiJROyc,True
858,تخطط دولة روسيا لحملة تلقيح واسعة النطاق ضد فيروس كورونا في أكتوبر ، بعد اجتياز اللقاح الروسي للتجارب السريرية. https://t.co/PBEXWcefsM,True
859,#عالم || #الصين تخطط لاختبار لقاحات ضد #كورونا بالتعاون مع روسيا https://t.co/2MIjr04nf8,True
861,السفير الصيني لدى #المملكة: لقاح فيروس #كورونا الذي أعلنت عنه #الصين تمت تجربته على أكثر من 20 ألف شخص، ما يشير إلى أن سلامته جيدة جداً. https://t.co/SNyRg99hgo,True
862,معلومة مهمة جدا‼️ لا يوجد لقاح روسي ل #كورونا اجتاز المراحل الثلاث وهناك بوادر نزاع بين الدول المتنافسة على تصنيع اللقاح، وبين روسيا والصين والهند، بسبب هذه التجاوزات والتي قد تفقد الثقة في اللقاحات الناجحة لاحقا #السعودية رابط الخبر باللغة الإنجليزية https://t.co/v9PSTJYK4N https://t.co/6OpxJmPLM0,False
863,"عاجل 🔴 بريطانيا تعلن رسمياً: عملية إنتاج لقاح مضاد لفيروس كورونا ستبدأ الشهر المقبل بالاتفاق مع شركة ""ووكهارت"". (العربية) #فيروس_كورونا #كورونا",True
864,@alqabas و من الخطأ الاعتقاد بأن فيروس كورونا قاتل لأن نسبه النجاة منه ٩٩.٩٪ .. اذاً لماذا اللقاح!,False
866,"متحدث ""الصحة"": العمل يجري وباستمرار من قبل الجهات المختصة للتأكد ومتابعة كل ما يستجد بشأن اللقاحات، والعمل على توفير أي لقاح يثبت اعتماده ويجمع بين أمرين: أن يكون فعالاً ومأموناً. #كورونا",True
867,#ترامب يتعهد بتوفير لقاح لفيروس #كورونا قبل نهاية العام الحالي 2020. https://t.co/1vdYKliH3o,False
868,نشرت مجله forbes مقاله متعلقه بالعوامل التي قد تعيق انتاج لقاح كوفيد-١٩.. من هذه العوامل : رفض ٥٠٪ من الشعب الأمريكي للتطعيم.. وقصر مده المناعه المكتسبه من التطعيم قد تصل إلى أقل من سنه.. وبفعاليه تصل ٥٠٪ فقط..https://t.co/ywyKMudgU0,True
869,"إنجاز إماراتي جديد بتجارب لقاح #كورونا 15000 متطوع من 107 جنسيات يشاركون بالتجارب السريرية الأولى عالميا، الجارية في #الإمارات للمرحلة الثالثة للقاح ""كوفيد-19"" غير النشط، في أقل من شهر https://t.co/5P6xq6EwkQ",True
870,رئيس وزراء #الهند مودي: نستعد لإنتاج لقاحات لـ #كوفيد_19 بكميات ضخمة.. لا يجري اختبار لقاح واحد أو اثنين وإنما 3 لقاحات لـ #كورونا في #الهند https://t.co/3R8dkHvbQO,True
871,أين وزارة الصحة من هذه المعلومات ؟!!!! لسنا بحاجة للقاح ومرض كوفيد - ١٩ مرض عادي مثل اي مرض ونتعالج منه بدون لقاحات مسممة !!! هذه اللقاحات خطر على الأمة #نرفض_اللقاح_الإجباري #كورونا_تنتهي_الآن https://t.co/1JxkKtKNEq,False
872,باسل الصباح لـ #الجريدة : 1.6 مليون لقاح فيروس كورونا للكويت • كمية جيدة جداً... وباستيراد الدفعة الثانية نغطي 50% من عدد السكان • وزارة الصحة تُراجع بنود الاتفاقية مع «جافي» وتواصلتْ مع 5 شركات لتوريد التطعيم https://t.co/IcHZDCTqpv https://t.co/cex6O4g58t,True
873,"#ترامب يتهم ""الدولة العميقة"" بتأخير لقاح #كورونا #سكاي_أخبار https://t.co/Tlj8zpZVBD",False
875,#عاجل | المستشارة الألمانية أنغيلا ميركل: • أتوقع أن تكون أزمة فيروس #كورونا أكثر صعوبة في الخريف والشتاء المقبلين • الأمور لن تعود إلى طبيعتها حتى نجد لقاحا لفيروس كورونا,True
877,جامعة بن جوريون اسرائيل تحكم العالم الان تحت غطاء وهم كورونا فيروس الإبر الماكرو لا تترك ندبات -أن هذا السجل تحت الجلد يمكن قراءته بواسطة ماسح ضوئي . بدعم من الشيطان بيل جيتس، الهدف هو تجربته على البشر باستخدام لقاح الحصبة قريبًا👇 أرفض أي تطعيم أستيقظ https://t.co/CAqGKl876c https://t.co/sCaexPqcz6,False
878,وزير روسي: لقاح ضد #كورونا خلال أيام وسيتم تطعيم الفئات الأكثر تعرضا للمرض من العاملين في المجال الطبي وكبار السن أولاً! https://t.co/ajQzfsl6fp #العربية,True
879,أخطاء مؤثرة في لقاح #كورونا الروسي تدفع كبير أطباء الجهاز التنفسي للاستقالة #روسيا https://t.co/oeRhjpVgCd,True
880,🛑 رسميا،، #السعودية تعلن تجربة لقاح ضد #فيروس_كورونا 💡اللقاح تعاون بين #السعودية و #الصين وتخطى المرحلة الأولى والثانية وأظهرت فاعلية عالية مع ظهور أجسام مضادة للفيروس 🗓 قريبا إطلاق المرحلة الثالثة في السعودية 🏛 تشمل 5000 متطوع في الدمام - الرياض - مكة https://t.co/KdXbjJW8ZO,True
882,الشركة التي تخترع لقاح #فيروس_كورونا وصلت للمرحلة الثالثة من التجارب اي على البشر. ٣٠ الف يخضعون للتجربة الآن. https://t.co/RvP6sHJJWY,True
883,مدير قسم المناعة والفيروسات بمستشفى الملك فيصل التخصصي أشرف الدادا: إنتاج اللقاح الروسي لــ #كورونا يعتمد الطريقة الكلاسيكية.. والاختبار على 76 شخصا فقط لفترة وجيزة غير كاف #العربية https://t.co/g6SIGMOsGY,True
884,وزارة الصحة السعودية🇸🇦 @SaudiMOH تعلن عن تعاون مع شركة كانسينو🇨🇳 لإجراء تجارب إكلينيكية على تطعيم 💉🧬Ad5 vectored COVID-19🧬💉 👥على مالايقل عن5000مشارك في 📍الرياض(التجمع الصحي1+2) 📍الدمام(التجمع الصحي في الشرقية) 📍مكة المكرمة(التجمع الصحي1) https://t.co/VYwugQKn2E (251) https://t.co/eEGjqFsZcg,True
886,علميا لا اثق ب #لقاح روسي حتى لو شهد له الاولون والاخرون .. واخلاقيا هذا اللقاح (ان صح) كالمال السُحت؛ جاء عبر قرصنة تجارب كندية وامريكية وبريطانية على #فيروس #كورونا! ولذلك لا يستحق #بوتين على هذا 'الانجاز' الا مثل ما يستحقه اي قرصان! #روسيا https://t.co/7RH0rucEpG,False
887,#هام 🔴 . . في حين يتسابق العلماء في كل من روسيا وبريطانيا لإيجاد لقاح فعال .. #الصين تفجر مفاجأة : بدأنا استخدام لقاح ضد #كورونا (كوفيد 19) رغم عدم اكتمال التجارب السريرية المفروضة. (عكاظ) . . https://t.co/2FCX1KtCV6,False
888,🌐 بعد انتهاء موسم #الحج هذا العام سوف يتم اكتشاف لقاح لفيروس كورونا لأن أهم أهداف فيروس كورونا هو تعطيل فريضة الحج وفي العام المقبل سوف يكون لديهم ذريعة جديدة لتعطيل الحج وهكذا الله المستعان #جريمة_منع_الحج ✍🏼 #زيد_البعوه,False
890,تبريراتهم قبل الكارثة والحصول على حصانه من عدم المطالبات أو الشكوى على الشركات المنتجة في حال حدوث أية آثار جانبية .. لأول مره في تاريخ البشرية يتم إطلاق لقاح بدون اي تجربة وبدون معرفة مكونات وبدون دراسة لڤايروس نسبة الأصحاء منه 99% وأكثر .. https://t.co/rTokoVyHy6,False
893,حالة طوارئ عند مرتزقة إيران (الحوثيين) هذه الأيام بعد تسريب أسرار لقاح فيروس كورونا الذي اكتشفه المشرف طه المتوكل..! اجتماعات مطولة من أمس يبحثون فيها عن اجابة على سؤال: كيف تم تسريب أسرار اللقاح إلى روسيا؟!,False
895,#اعلان_بوتين_روسيا عن لقاح ضد #كورونا دليل فشل ترامب وامريكا وسياساتهم وخبراتهم وتطورهم وهذا سوف يسبب انهيار حتمي لامريكا وترامب على المستوى العالمي الصحي والاقتصادي,False
896,"فيديو توضيحي لمبدأ ""مناعة القطيع"" عند عدم وجود اشخاص لديهم مناعة بسبب اصابة سابقة او اخذ لقاح (مربع ازرق) تنتشر العدوى كما هو موضح في اليسار والوسط عندما تصل نسبة الاشخاص ذوي المناعة السابقة الى 80% .. ينحسر انتشار العدوى بشكل تام تقريبا #كورونا #كوفيد_19 https://t.co/AatcJvCOpC",True
897,🔴فعلياً: هناك لقاحات ل #كورونا وصلت مرحلة متقدمة أكثر من اللقاح الروسي، ولم يتم الإعلان عنها‼️ #كوفيد_19 #السعودية,False
898,رئيس دائرة الصحة يتلقى تطعيم الكوفيد الصيني الغير نشط جزء من دراسة المرحلة النهائية على اللقاح https://t.co/Ar0YFfoBFK,True
899,وزير الصحة: - المملكة حريصة على توفير اللقاح المضاد لكورونا فور التأكد من سلامته. - يتم التنسيق مع الدول التي تقوم بأبحاث؛ للوصول للقاح.. - لا نعتمد أي لقاح إلا بالتأكد من سلامته بشكل كامل. . #فيروس_كورونا https://t.co/mU2kSlPNGz,True
900,"أعلن الرئيس الروسي فلاديمير #بوتين أن بلاده طورت ""أول"" لقاح ضد #كورونا المستجد مؤكدا أنه يوفر ""مناعة مستدامة"". وأكد أن إحدى بناته تلقت اللقاح الذي طوره مركز نيكولاي غاماليا للأبحاث في علم الأوبئة وعلم الأحياء الدقيقة بالتعاون مع الدفاع الروسية. https://t.co/CXfELpBiiv #فرانس_برس https://t.co/Nz9JuGnWAO",True
901,العبدالعالي: نرصد انخفاضاً كبيراً في الحالات الحرجة.. وانطلاق اختبارات لقاح #كورونا قريباً. https://t.co/WLVAmBZnpJ https://t.co/tBOhOgj4Pz,True
902,مع إعلان أول لقاح رسمي خارج منظومة الشر التابعة لـ #بيل_غيتس ومعاونيه في الصحة العالمية ومنظمة اللقاحات جافي، نقول مبروك للبشرية هذا الإنجاز، ونتمنى أن يرسم اللقاح نهايةً لهذا الوباء ولمخططاتهم وسعيهم لاعتماد التطعيم بلقاحات RNA المدمرة🔻 https://t.co/XlnPw6zPfq,False
903,الرئيس الروسي فلاديمير بوتن يعلن عن تسجيل اول لقاح كورونا في العالم.. #كورونا #روسيا https://t.co/LoXYLlsq75,True
904,لقاح #كورونا الذي صنعته شركة #بيونتك الألمانية سيكون متوفرا في الصيدليات الالمانية بدءا من شهر اكتوبر القادم .,True
905,يجري على مستوى العالم تطوير أكثر من مئة لقاح محتمل سعيا لوقف وباء #كورونا . وتشير منظمة الصحة العالمية إلى أن أربعة لقاحات على الأقل وصلت إلى المرحلة الثالثة الأخيرة من التجارب على البشر وهي ثلاثة لقاحات في #الصين ولقاح في #بريطانيا.,True
906,كم ستستمر المناعة بعد الإصابة بـ COVID-19؟ للذين يتعافون من الإصابة بـ COVID-19 ، تظهر الأبحاث الجديدة أن المناعة ضد الفيروس ربما تستمر لمدة 3 أشهر على الأقل. يعني عكس اللقاحات للأمراض الأخرى التي تلقحون ضدها، لقاح COVID-19 سوف لن يفيدكم طالما المناعة من الإصابة به قصيرة الأمد.,False
907,بعد كشف #روسيا عن لقاح #كورونا الخاص بها.. وزير الطاقة الروسي يصاب بالفيروس https://t.co/0sEKv7VeS3,True
