,Unnamed: 0,origin,tweet_text,label
816,816,4IF,الاتحاد الأوروبي ينضم إلى برنامج لقاح منظمة الصحة العالمية للتفاصيل:  نتصدر_المشهد COVID19,True
817,817,ARC,"كل نصائح الأطباء للوقاية من التعرض لفيروس كورونا تنصب على ""غسل اليدين""،ونحن كمسلمين يأمرنا ديننا على غسل اليدين في جميع الأحوال في كل يوم،بدءا بالوضوء ما لا يقل عن خمس مرات،فهل هناك دين أعظم من ديننا؟ فيروس_كورونا_الصين غسل_اليدين",False
818,818,4IF,وزارة_الصحة : تلزم المشاركين من منسوبيها في حج 1442 باخذ لقاح كوفيد-19.,True
819,819,ARC,دراسة أمريكية .. حبة موز يوميا تحمي من “كورونا” كوفيد19 فيروس_كورونا_المستجد,False
820,820,MFH,العينات العشوائية اللي بتاخدها الصحة في غزة أثبتت أن الفرق بينك وبين اللي معه كورونا، انه هو عمل فحص وانت لأ كورونا_غزة,False
821,821,MFH,متى يجب عليك غسل اليدين ل الوقايه_من_كورونا .. .. كورونا_الجديد كورونا دليل_المنطقة_الشرقية,True
822,822,ARC,"سبحان الله أول مره نفرح بقدوم الغبار والسبب كلنا عندنا معلومه بأن ""الفيروسات الغير مرئيه"" لايقضي عليها الا الغبار فسبحانك ربي ما أعظمك وما ألطفك بعبادك سبحان الله الذي سير الغبار إلينا في وقت لم نعتاد على الغبار في مثل هذا الوقت وهذا الشي. الحمد الله دائما . كورونا_الكويت",False
823,823,MFH,""" في قلقيلية الفرق بينك وبين اللي معه كورونا؛ أنه هو عمل فحص وأنت لأ """,False
824,824,ARC,رئيس وزراء إيطاليا : انتهت حلول الأرض ،، والامر متروك للسماء إيطاليا تعلن : وباء فيروس كورونا خرج عن السيطرة الله يستر,False
825,825,ARC,واعد منوعات|| إدارة الغذاء والدواء الأمريكية: التدخين ومنتجات النيكوتين تزيد من فرص الإصابة ب فيروس_كورونا المستجد. التفاصيل:,True
826,826,ARC,اختبار بسيط لمعرفه فيروس كورونا في 10 ثواني 8,False
827,827,MFH,لجنة رصد ومتابعة وباء كورونا في الجزائر: 583 إصابة جديدة ارتفاع إجمالي الإصابات إلى 34639 11 وفاة جديدة ارتفاع إجمالي الوفيات إلى 1293,True
828,828,ARC,كورونا يضرب القصر الاميري القطرى تقرير يكشف تفاصيل إصابة تميم بن حمد بالفيروس والدوحة تلغى مهرجان قمرة السينمائى 2020 بعد انتشار المرض. وعائلة ابورغال تستثنى أنقرة وطهران من حظر السفر لقطر الشعب القطري ليس له أي اهتمام لدى تنظيم الحمدين أعان الله المواطن القطري قطر_هي_كورونا,False
829,829,4IF,السفير الصيني يتحدث عن لقاح كورونا .. ويؤكد: تجربته على أكثر من 20 ألف شخص تشير لسلامته,True
830,830,MFH,"وزارة الصحة تعلن عن خروج اول دفعة من الحجر الصحي بعد ثبوت خلوهم من فيروس ""كورونا"" Qatar COVID19 فيروس_كورونا قطر",True
831,831,4IF,أستراليا أول دولة تنتج لقاح كورونا وتوزعه مجانا على سكانها الغد_المشرق,True
832,832,4IF,برطانيا تؤمن لقاح فيروس كورونا,True
833,833,4IF,جونسون_آند_جونسون لقاح فريد من نوعه وواحدا من أكثر اللقاحات المعول عليها عالميا للمساهمة في إنهاء الجائحة وعودة الحياة إلى طبيعتها.. فما الذي يميزه؟ وما مدى أمان هذا اللقاح؟,True
834,834,ARC,أحذر ..استنشاق بخار الماء لا يقضى على فيروس_كورونا ويسبب أضرار صحية,True
835,835,ARC,موجة الغبار التي هبت على اليمن و منطقة الخليج العربي سوف تضعف فيروس كورونا وإذا أستمرت سوف تقتله . الله غالب,False
836,836,ARC,"""شاهد .. فيديو لآلاف ""الغربان"" تحلق فوق ووهان الصينية ""بؤرة كورونا"" يثير الرعب .. والكشف عن حقيقته صحيفة المرصد""",True
837,837,4IF,كورونا وسباق اللقاح.. شراء جرعات لم تصنع بعد. نقاش دار في غرفة_الأخبار مع شانتال أبي خليل شاهد_سكاي,True
838,838,ARC,ابن زايد يصاب بال كورونا من عاملة فلبينية أكدت مصادر طبية إصابة ولي عهد أبو ظبي الشيخ محمد بن زايد بفيروس كورونا المستجد..تفاصيل هامة على الرابط التالي:,False
839,839,ARC,وزير الصحة الفرنسي السابق .. يقول ان فيروس_كورونا .. سلاح بيولوجي .. ويخبر عن صفات غير التي يتم نشرها,False
840,840,ARC,باولو ديبالا هو ثاني لاعب في الدوري الإيطالي يعاني من فيروس كورونا,False
841,841,4IF,العلاقة بين الطب والسياسة؟ الحديث عن لقاح كورونا هو السائد عالميا. ارتبطت ازمة كورونا بالبعد السياسي والإقتصادي والإجتماعي والأمني والطبي..قد يظهر لنا مصطلح سياسي جديد.(الطب السياسي)(*medic-politics)* محمد_الحربي,True
842,842,MFH,توسيع اجراءات الحجر الجزئي إلى الولايات التالية: باتنة، تيزي وزو ، سطيف ، قسنطينة، المدية، وهران، بومرداس ، الوادي و تيبازة. كورونا_فيروس CONFINEMENTJOUR10 الحجر_الصحي_المنزلي,True
843,843,ARC,أطباء: المضادات_الحيوية لا تحمي من «كورونا» رؤية_الإمارات عين_في_كل_مكان,True
844,844,MFH,رحم الله الاستاذ أحمد البادي واسكنه فسيح جناته والهم ذويه الصبر والسلوان ؛ كورونا يأخذ خيرة الناس,True
845,845,4IF,رئيس الفلبين ل بوتين: سأجرب اللقاح الروسي ضد كورونا بنفسي,True
846,846,4IF,علماء يهدفون إلى إنتاج مليون جرعة من لقاح جديد ل كورونا بحلول سبتمبر,False
847,847,4IF,"بريطانيا تعلن توصلها لاتفاق مع شركة ""ووكهارت"" لتسريع إنتاج لقاح كورونا",True
848,848,MFH,اشراق_لايف | عاجل متحدث وزارة_الصحة: حتى اليوم، لا يوجد علاج مخصص موجه معتمد تحديدا لمعالجة فيروس كورونا الجديد، واللقاحات لاتزال في مراحل البحث. كلنا_مسؤول,True
849,849,ARC,من تريد تقوي مناعتك حته تواجه فيروس كورونا احسن شيء تاكل ثوم وبصل ، حته لو بيهن ريحة فهو احسن بهواي من ريحة الكحوليات يا استاذ م - ج . كورونا باكونا بغداد,False
850,850,MFH,تنعى رابطة_أطباء_النساء_والولادة_الكويتية الزميل الدكتور- طارق حسين سائلين المولى عز وجل أن يرحمه و يسكنه فسيح جناته و يلهم ذويه الصبر و السلوان كورونا_الكويت,True
851,851,ARC,انقلب السحر على الساحر .. اراد العالم الامريكي دمتري تدمير الصين وايران وايطاليا فخرج الفايروس عن السيطره وقتله هو وزوجته وبنته والان امريكا تعلن ان الوباء خرج عن السيطره .. مخترع ( فايروس كورونا ) ان الله يمهل ولا يهمل 000,False
852,852,ARC,هل ينتقل فيروس_كورونا_المستجد عن طريق الحشرات أو من خلال لدغة البعوض ؟! . الشارقة_للأخبار الإمارات,True
853,853,MFH,جراد محلي محطوط على كورونا كورونا لا_داعي_للهلع سنموت_بعد_قليل,False
854,854,ARC,كورونا_فيروس | الافطار في رمضان حلال!! الأزهر يدرس إقتراح إصدار فتوى تجيز إفطار رمضان في حالة استمرار الوضع الصحي في العالم . استنادا إلى أن فم الإنسان يجب أن يبقى رطب طوال اليوم لمنع التصاق الفيروس بالحلق,False
855,855,ARC,الصين تعلن الحرب النووية على أمريكا وتتوعد بمسح واشنطن من على وجه الأرض وتتهمها رسميا بالوقوف وراء فيروس كورونا,False
856,856,MFH,ببالغ الصبروالإحتساب ننعي زميلنا فقيد المختبرات وبنك الدم بمستشفى الأمير مشاري ببلجرشي (عبدالله درويش) الذي وافته المنية بعد معاناته مع إصابته بفايروس كورونا Covid_19 إنا لله وإنا إليه راجعون، اللهم أرحمه وأغفر له وأسكنه الفردوس وألهم أهله وذويه الصبر والسلوان وأخلف عليهم بخير,True
857,857,ARC,هل ينتقل فيروس_كورونا عن طريق الحيوانات؟ بتوقيت_مصر,False
858,858,ARC,إصابة_محمد_بن_زايد_بكورونا : أنباء عن اصابة محمد بن زايد بفيروس كورونا حسب ناشط حقوقي إماراتي محمد_بن_زايد ولي_عهد_ابو_ظبي الامارات,False
859,859,4IF,فايزر تعلن موعد طرح نحو 20 مليون جرعة من لقاح ضد كورونا رابط تخطي الحجب:  للمزيد:,True
860,860,ARC,"وفقا لنظرية المؤامرة، تنبأ الكاتب الأمريكي دين كونتز “DEAN KOONTZ” بتفشي فيروس_كورونا في عام 1981. وأشارت روايته ""عيون الظلام"" إلى فيروس قاتل يدعى ""Wuhan-400"" نسبة إلى المدينة الصينية التي ظهر فيها كسلاح بيولوجي من صنع الإنسان",False
861,861,4IF,وكانت السلطات الصحية الأميركية عبرت عن شكوكها إزاء طرح اللقاح الروسي بهذه السرعة. وقال الأمين العام لهيئة الصحة الأميركية أليكس آزار في تصريح من تايوان إن الأهم هو نجاعة وسلامة اللقاح قبل أن تكون أول من ينتجه كورونا اندبندنت_عربية_تغنيك,True
862,862,ARC,عاجل: أنباء غير مؤكدة تتحدث عن إصابة الملكة إليزابيث الثانية ملكة بريطانيا.. فيروس_كورونا,False
863,863,ARC,وزارة الصحة العراقية تطالب بإغلاق المعابر الحدودية مع إيران خوفا من كورونا,False
864,864,ARC,قد يكون للثوم نكهة لذيذة، لكنه لا يقي من فيروس_كورونا_المستجد. لا تنشروا الشائعات إن المعركة ضد كوفيد_19 تلزمنا أيضا بالتصدي للمعلومات المضللة. تبادل_المعلومات تبادل_المعرفة,True
865,865,4IF,لازالت عدة دول تتسابق على انتاج لقاح كورونا وأعلنت اليوم شركة بيونتيك الألمانية انها تتوقع ان تبدأ بانتاج لقاحها في اكتوبر القادم في الوقت الذي اعلنت فيه روسيا انها توصلت الى اللقاح ولكن خبراء الصحة الألمان انتقدوا عدم القيام بالتجارب الكافية للمرحلة3,True
866,866,ARC,موقع إسرائيلي : إصابة فيروس كورونا بمحمد بن زايد,False
867,867,MFH,أهم الإرشادات وطرق الوقاية الصحية لتجنب فيروس كورونا المستجد كورونا_الكويت,True
868,868,ARC,“لقد فقدنا السيطرة، الوباء قتلنا نفسيا وبدنيا و عقليا، لم نعد نعي ماذا سنفعل، لقد انتهت جميع الحلول على وجه الأرض، الحل متروك للسماء” جوسيبي كونتي - رئيس وزراء ايطاليا كورونا,False
869,869,ARC,تقارير صحفية تتحدث عن إصابة باولو ديبالا مهاجم يوفنتوس بفيروس كورونا,False
870,870,ARC,كريستيانو قام بشراء جزيرة وسيبقى فيها مع اسرته حتى الانتهاء من فيروس كورونا,False
871,871,ARC,مواقع اخبارية .. السلطات في بكين تعلن عن التوصل لدواء مضاد لفيروس كورونا المتفشي في الصين والذي أسفر عن مقتل 56 شخصا وأكثر من ألف إصابة .. وسيكون متوفرا مجانا,False
872,872,ARC,قالت رئيسة الجبهة الوطنية الفرنسية مارين لوبان في تصريح لها أن على السلطات الفرنسية أن تمنع أي مسؤول إفريقي من دخول المستشفيات الفرنسية للعلاج من فيروس كورونا، وأضافت أن الفرصة كانت بأيديهم منذ ستين سنة لبناء مستشفيات لأنفسهم ولشعوبهم ، لكنهم لم يفعلوا ، ولهذا فلن نقبلهم عندنا,False
873,873,ARC,أعلنت الصين رسميا ومنذ ساعات قليلة عن نجاح المصل الفلسطيني التى قدمته الدكتورة منار سعدي الشناوي الى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم، لتعلن الصين أن العلماء الأطباء الفلسطينيين اثبتوا للعالم أجمع أنهم افضل اطباء,False
874,874,ARC,فيديو لصدام حسين يتحدث عن فيروس كورونا عندما هددوه الأمريكان به في التسعينات..وقاعدين الوزرا عكراسي بلاستيك..!!,False
875,875,ARC,هل المضادات الحيوية فعالة في الوقاية من فيروس كورونا المستجد وعلاجه؟ تصحيح_المفاهيم_المغلوطة,True
876,876,ARC,سبحان الله العظيم لاحظ انتشار مرض ( كورونا ) في الصين اللون الأصفر إصابة محدودة اللون البرتقالي إصابة عامة اللون الأحمر منطقة موبوءة اللون الأبيض. مفيش إصابة ( و هي المناطق التي يعيش فيها المسلمين ),False
877,877,ARC,كورونا_لبنان الكمامة واليانسون سبل الوقاية في لبنان الله يلطف,False
878,878,4IF,"مفاجأة.. نصف الأطباء الروس لا يثقون في لقاح كورونا ""السريع""",False
879,879,4IF,كسر - الآلاف من المتظاهرين المناهضين ل COVID19 في مظاهرات في برلين عاصمة ألمانيا بسيرهم دون أقنعة و تباعد اجتماعي وهاتحصل نفس المظاهرات دي وأكثر ضد اللقاح الإجباري بتاع الشيطان بيل جيتس,False
880,880,MFH,"بقلوب مؤمنة بقضاء الله وقدره وببالغ الحزن والأسى تلقينا نبأ وفاة جد أبناء المغرد السعودي الشهير ""موجز الأخبار"" متأثرا بفيروس كورونا. . نسأل الله العلي القدير أن يتغمد الفقيد بواسع رحمته ويسكنه فسيح جناته ويلهم أهله وذويه الصبر والسلوان.  .",True
881,881,MFH,الله يرحمه ويغفر له ويسكنه فسيح جناته ويلهم أهله وذويه الصبر والسلوان وانا لله وانا اليه راجعون كورونا_الكويت,True
882,882,ARC,الصحة تنفي شائعة الثوم يقي من كورونا أخبار_صحية صحة كورونا كورونا_الجديد كورونا_المستجد كوفيد_19 كورونا_فيروس كورونا_الامارات,True
883,883,ARC,"رئيس وزراء ايطاليا : ""انتهت حلول الأرض، الأمر متروك للسماء"" عندما تتمعن بالعبارة تيقن حجم الكارثة في هذا البلد كورونا",False
884,884,4IF,قمت بترجمة مقطع هو حديث العالم اليوم حول علاج كورونا، عبارة عن عقار تم استخدامه لعلاج 40 مصاب بالفايروس في فرنسا وكانت نسبة شفاء 100٪، رسائل الأمل جميلة في هذه الأزمة ترجمة_لبيب,False
885,885,4IF,تونس تعلن الشروع في تطوير لقاح ضد فيروس كورونا المستجد,False
886,886,ARC,أنباء في دولة قطر تتحدث عن إصابة تميم بفيروس كورونا المستجد .. افيدونا هل هذا صحيح؟ مباشر_قطر_اصابه_تميم_بكورونا,False
887,887,ARC,هام كورونا فيروس أوهان يمكن معالجته بماء الثوم الطازج المغلي طبيب صيني مسن اثبت فعاليتها وكذلك عدة مرضى استخدموها واثبتوا فعاليتها خذ 8 فصوص ثوم كبيرة واهرسها.. اضف 7 كؤوس ماء ثم أغلى الخليط.. كل الثوم واشرب من الماء المغلي. بين ليلة وضحاها (في غمضة عين) ستشعر بالتحسن والشفاء,False
888,888,MFH,"لبنان وزير الصحة عن كورونا : ""ان الموت لنا عادة وكرامتنا من عند الله الشهادة"" لا_داعي_للهلع سنموت_بعد_قليل coronavirus COVID19",False
889,889,4IF,طبيب تخدير كندي عبقري .. يدخل تعديلات على جهاز التنفس الصناعي بحيث يجعله يقوم بعمل 9 اجهزة تنفس صناعي ويستوعب 9 مرضى .. بما يضاعف امكانيات المستشفى في استقبال حالات فيروس كورونا الى 9 اضعاف.,True
890,890,4IF,شركة Moderna في المراحل الأخيرة لتطويل لقاح كورونا,True
891,891,ARC,وباء_كورونا. رحلة الخطوط الاثيوبية قبل قليل قادمة من إيطاليا الي مطار اديس معظم الركاب مصابون بالفيروس لاحول ولا قوه الا بالله,False
892,892,MFH,منظمة الصحة العالمية بأخر تقاريرها قبل كم ساعة كالت من الخطأ الإعتقاد بأن كورونا سيختفي في الصيف,True
893,893,MFH,عاجل كورونا يعلن مغادرته لبنان بشكل نهائي والسبب هو الله لا يعلق حدا بلسان اللبنانية سنموت_بعد_قليل كورونا_لبنان كورونا,False
894,894,MFH,وزارة_الصحة تعلن عن وفاة مواطن مصاب بمرض كورونا كوفيد19 ويبلغ من العمر أربعة وسبعين عاما. وتعد هذه عاشر وفاة تسجل في السلطنة لمريض مصاب بهذا المرض. وتتقدم وزارة_الصحة إلى ذوي الفقيد بخالص العزاء والمواساة سائلة الله سبحانه أن يلهم أهله وذويه الصبر والسلوان.,True
895,895,ARC,النقاب والوضوء هم الواقي من فايرس كورونا سبحان الله يا الله وين الي يمنعون النقاب ظهر الحق النقاب ستر ووقايه الاسلام دين الحق كورونا_الصين,False
896,896,MFH,وكالة الأدوية الأوروبية توصي باستعمال رمديسيفير لعلاج كورونا  كوفيد_19 فيروس_كورونا البيان_القارئ_دائما,True
897,897,4IF,يعتقد الخبراء الصينيون أن كورونا قد يتسبب في تلف الخصيتين وعقم الذكور ، ويوصي الرجال المصابين بإجراء اختبارات لجودة السائل المنوي ومستويات الهرمون،، **إن صدق اعتقادهم فالفايروس انتاج مختبرات 100%للسيطرة على الانفجار السكاني،وإلا ماعلاقة مرض تنفسي يؤثر على الخصوبة!!,False
898,898,ARC,يهود في نيويورك عندهم جنازة طلب منهم البوليس عدم التجمع بسبب فايروس كورونا ما انصاعوا للتعليمات لأنهم يعتقدون ان الفيروس ما يضرهم بحجة أنهم أبناء الله !! اشتغلوا عليهم رشاشت ماء المطافي,False
899,899,ARC,تناول الثوم يساعد في الوقاية من العدوى بفيروس كورونا. يعد الثوم طعاما صحيا، ويتميز باحتوائه على بعض الخصائص المضادة للميكروبات. ومع ذلك، لا توجد أي بينة تثبت أن تناول الثوم يقي من العدوى بفيروس كورونا المستجد,True
900,900,ARC,الرئيس الصيني يزوراحدالمساجدويطلب من ائمة المسجدالدعاء الى الله ان ينجيهم من ماهم فيه سبحان الله انشر المقطع عشان يعرفون قوت الله سبحانه دحين عرفت تزور المساجد بعد ماقفلها وتهض حقوق المسلمين الله اكبر الله اكبر يبغاهم يدعوله كورونا_الجديد,False
901,901,ARC,يتيم_المجد قطر_هي_كورونا_العصر .. قطر بس نمنع الطيران مع مصر .. ايران شريفه,False
902,902,ARC,يحدث_في_سناب د. محمد العنزي: هل تستطيع الأم المصابة بفيروس كورونا أن ترضع طفلها رضاعة_طبيعية ؟ سناب,True
903,903,MFH,تعلن وزارة_الصحة عن وفاة مقيم مصاب بمرض كورونا كوفيد19 ويبلغ من العمر تسعة وخمسين عاما. وتعد هذه سابع وفاة تسجل في السلطنة لمريض مصاب بهذا المرض. وتتقدم وزارة الصحة إلى ذوي الفقيد بخالص العزاء والمواساة سائلة الله سبحانه أن يلهم أهله وذويه الصبر والسلوان.,True
904,904,ARC,الثوم مهم جدا وله فوائد صحية كبيرة للجميع لكونه يتميز باحتوائه على بعض الخصائص المضادة للميكروبات، ومؤكدة، أنه لا توجد حتي الآن أى أدلة على أن تناول الثوم يقى من عدوى فيروس كورونا أو يكون علاجا للفيروس,True
905,905,ARC,قاطعوا_المنتوجات_السعودية مثلما قاطعها الكويتيون بعد نشر صحيفة كويتيه لخبر إصابة بعض العاملين في شركة_المراعي الامر الذي تكتمت عليه الحكومة السعودية. كورونا_المستجد,False
906,906,4IF,روسيا تعتزم البدء في تطعيم المواطنين ضد فيروس كورونا المستجد في أكتوبر المقبل بدءا بالأطباء والمعلمين ثم باقى السكان تدريجيا بحسب تصريحات وزير الصحة الروسي.-وكالات,True
907,907,ARC,رسالة الى من ابتلي بالتدخين من منظمة الصحة العالمية : التدخين يتلف رئتك وأجزاء أخرى من جسدك ويجعلك أكثر تعرضا لمرض فيروس_كورونا_المستجد هذا هو الوقت المناسب لإيقاف التدخين وأضيف : خاصة ونحن على ابواب رمضان شهر الصيام والعتق من النيران,True
908,908,4IF,الصحة الامريكية سيتاح لجميع دول العالم لقاح كورونا كوفيد19 بعد تلبية احتياجاتنا انطر يا ..,False
909,909,ARC,الصين تدعو المتعافين من كورونا للتبرع بالبلازما لاستخدامها علاجا رابط تخطي الحجب: للمزيد:,True
910,910,ARC,في منطقة في المانيا تنتشر فيها حالات كوفيد19 ، اختبر البروفيسور ستريك وفريقه أسطحامختلفة ولم يجدوا أي فيروس نشط: لا على الجوالات، ولا مقابض الأبواب، ولا أحواض الغسيل، ولا القطط، حتى في الأسر شديدة المرض!! ولذلك فإنه يؤكد أنه لا يوجد الآن خطر من إصابة أي شخص أثناء التسوق !!,True
911,911,4IF,الصحة: ارتفاع نسبة الشفاء من كورونا في المملكة إلى 87.3%. المراكز البحثية في المملكة ساهمت في التوصل إلى لقاح مضاد لكورونا لم يثبت علميا الإصابة بالفيروس لأكثر من مرة حتى الآن,True
912,912,ARC,الحكومة الصينية تسمح للمسلمين الصينيين بالصلاة في الميادين العامة للتضرع الى الله برفع بلاء كورونا مساء_الخير,False
913,913,4IF,مع_الحكيم علماء صينيون يتوقعون نجاح لقاح ضد فيروس_كورونا - أعلنت الصين عن توفيره نهاية العام بنسبة 99% - وكيف نجحت تركيا في الحد من انتشار الوباء؟ مع د. أيهم أبوليلة.. استشاري علم الميكروبيولوجي و الفيروسات - إسطنبول,True
914,914,MFH,"نصائح لتجنب انتقال فيروس كورونا ""COVID19"" خلال استلام طلبات الطعام من المطعم الوطن_لكل_الوطن",True
915,915,MFH,الفرق بينك وبين اللي معاه كورونا ،انو هو عمل فحص وانت لا !,False
916,916,ARC,"وعلى نفس المنوال كانت رواية ""عيون الظلام"" للكاتب الأمريكي دين كونتز التي صدرت عام 1981، وتنبأت بكارثة فيروس كورونا. الرؤية_بلا_حدود",False
917,917,MFH,الفرق بينك وبين يلي معو كورونا، إنو هو عمل فحص وإنت لا.,False
918,918,ARC,قد يكون للثوم نكهة لذيذة، لكنه لا يقي من فيروس_كورونا_المستجد. لا تنشروا الشائعات إن المعركة ضد كوفيد_19 تلزمنا أيضا بالتصدي للمعلومات المضللة. تبادل_المعلومات تبادل_المعرفة المصدر : اليونسكو,True
919,919,ARC,الحجاب .. والوضوء من أهم أسباب الوقاية من فيروس_كورونا_الجديد,False
920,920,ARC,الغرغرة بالماء والملح أوأي غرغرة مطهرة للفم مفيدة جدا في حالة الكورونا أوأي جراثيم لأن ال يرس يمكث فترة من 3الي 4أيام بالجزء العلوي من الجهاز التنفسي قبل نزوله الي الرئة فبالغرغرة يمكنك أن تقتل الفيروس قبل نزوله للرئة وبدء عملية تكاثره وأقامة مستوطنات له في الرئتين معلومة حلوة,False
921,921,ARC,هل عرفتم ماهو سبب فيروس كورونا؟؟للاسف السبب هو ان بعض الصينيين ياكلون الحشرات والخفاش والفار مشويا والثعابيين وكلها جراثيم سببت ذلك وانا عندي فكرة هامة اريد اقولها لريس الصين,False
922,922,ARC,الإمارات.. إصابة محمد بن زايد ب”كورونا” وقرار عاجل بتأجيل اكسبو دبي 2020,False
923,923,4IF,صرحت هيئة سلامة الدواء والغذاء الأمريكية (FDA) أنها على استعداد لتسريع انتاج لقاح كورونا بعدم استكمال المرحلة الثالثة من دراسة اللقاح. تصريح قد يهز ثقة الناس باللقاح والصحة الوقائية عموما، مهما كانت العوائد السياسية والمادية لذلك صحة البشر أولوية وخط أحمر لا يمكن تجاوزه لأي سبب!,False
924,924,MFH,تنعى وزارة الصحة احد ملاكاتها في دائرة مدينة الطب الاداري عبد الرحمن جاسم حسان والذي توفي اثر اصابته بفيروس كورونا داعين المولى عز و جل ان يتغمده بوافر رحمته ويلهم اهله وزملائه و محبيه الصبر والسلوان العراق,True
925,925,MFH,لأنو الغبي مفكر حالو ذكي! بكل بساطة.. لبنان كورونا لا_داعي_للهلع سنموت_بعد_قليل العهد_القوي,False
926,926,4IF,الملياردير البرازيلي ليمان يقود مبادرة لإنشاء مصنع لإنتاج لقاح لكوفيد-19  COVID19,True
927,927,ARC,الإمارات أول دولة عربية تعلن إصابة مواطنيها ب فيروس_كورونا الجديد كورونا_في_الامارات,True
928,928,ARC,!!أقفلو المعابر البرية والمطار أمام دخول المصريين وباء كورونا ينتشر فى المدارس المصرية لدرجة حدوث وفيات !! الحكومة المصرية تتكتم على الأمر بدواعى تأثر الاقتصاد والسياحة +البحرين الكويت الامارات عمان حتي التوعيه عبر الاعلام وغيره معدومه عندنا الصحه نايمه ؟؟,False
929,929,MFH,وين رئيس الحكومة ووزير لا_داعي_للهلع وبعد قليل طائرة قادمة من ايران فيروس_كورونا كورونا_لبنان لبنان_ينتفض طرابلس_تنتفض لا_ثقة انتخابات_نيابية_مبكرة سنموت_بعد_قليل,False
930,930,4IF,أميركا واليابان وبريطانيا والاتحاد الأوروبي أبرمت صفقات الحصول على اللقاح لمواطنيها.. الصحة العالمية قلقة من عدم وصول لقاح كورونا للدول الفقيرة العربية,True
931,931,MFH,"""نادية"".. أول إصابة لنمرة ب فيروس_كورونا في حديقة حيوان نيويورك .. لكن لا دليل على انتقال المرض من الحيوانات إلى البشر حول_العالم امريكا_كورونا كورونا coronavirus Covid_19",True
932,932,4IF,الاتحاد_الأوروبي يحجز 300 مليون جرعة من اللقاح المنتظر عكاظ ان_تكون_اولا تطبيق_عكاظ كورونا corona,True
933,933,ARC,الله عليكى يام الدنيا نجاح المصل المصرى لعلاج فيروس كورونا فى الصين منذ ساعات اعلنت وزارة الصحة المصرية عن نجاح المصل المصرى واثبت نتائج فعالة جدا تحيا مصر وعاش رئيسنا وعلماء مصر ام ادنيا الله أكبر الله أكبر عاشت مصر بنحبك يا سيسى,False
934,934,4IF,في تصريح لصحيفة فاينانشيال تايمز، قال رئيس هيئة سلامة الدواء والغذاء الأمريكية (FDA): أنه مستعد لتجاوز القواعد المتعارف عليها والسماح بترخيص لقاح كورونا قبل اكتمال المرحلة الثالثة من التجارب السريرية!! للأسف السياسة في طريقها لإفساد كل شيئ، والهيئة تفقد مصداقيتها وجميعنا خاسرون!!,True
935,935,ARC,اراد العالم الامريكي دمتري تدمير الصين وايران وايطاليا فخرج الفايروس عن السيطره وقتله هو وزوجته وبنته والان امريكا تعلن ان الوباء خرج عن السيطره .. مخترع فايروس كورونا العالم الأمريكي الذي اخترع فايروس كورونا كسلاح جرثومي لتأديب الشعوب التي تتحدى أمريكا ينشر الفايروس .يتبع,False
936,936,MFH,"573 حالة إصابة جديدة و11 حالة وفاة جديدة بفيروس كورونا "" كوفيد - 19 "" في الجزائر ..",True
937,937,4IF,معلومة مهمة جدا لا يوجد لقاح روسي ل كورونا اجتاز المراحل الثلاث وهناك بوادر نزاع بين الدول المتنافسة على تصنيع اللقاح، وبين روسيا والصين والهند، بسبب هذه التجاوزات والتي قد تفقد الثقة في اللقاحات الناجحة لاحقا السعودية رابط الخبر باللغة الإنجليزية,False
938,938,ARC,اوهان كورونا الصين الوضوء هو اللي يحمي الانسان من الامراض المعديه,False
939,939,MFH,عند الخروج من المنزل عليك اتباع سبل الوقاية الصحيحة: - اغسل يديك وعقمها باستمرار. - ابتعد عن أماكن التجمعات. - لا تقترب من أحد واجعل مسافة لا تقل عن مترين. وزارة_التعليم إدارة_تعليم_الطائف كلنا_مسؤول كورونا,True
940,940,4IF,الناطق الرسمي بوزارة الصحة د- عبدالله السند يبشر : مؤشرات إيجابية لقرب إنتاج لقاح كورونا وتناقص نسبي بأعداد الحالات المشتبه بإصابتها في الكويت كورونا لقاح_كورونا,True
941,941,4IF,"هام جدا- ""هذا هو أكثر مرض مرعب شاهدته طوال مسيرتي المهنية."" هذا ما قاله الطبيب الأمريكي الذي يقود الجهود الدولية للبحث عن لقاح للكورونا. أتمنى من كل شخص قارن ال كورونا بالإنفلونزا أو بالغ في تطمين الناس يشوف المقطع للنهاية (النهاية أهم جزء). قمت بترجمة المقطع للعربية.",False
942,942,ARC,هل ينقل البعوض العدوى؟ 5 شائعات عن فيروس_كورونا . آمن_بالبيت,True
943,943,ARC,الكلام ده مفبرك. الصين لم تتهم أمريكا أو أي دولة تانية بالمسؤولية عن انتشار فيروس كورونا على أراضيها، ولم تعلن الحرب النووية أو غير النووية على أي دولة. متصدقش,True
944,944,ARC,", , . الاعلام العبري يتحدث عن اصابة محمد بن زايد بفيروس كورونا نقلته عاملة فليبينية ووضعه بالحجر الصحي كورونا",False
945,945,4IF,الشروق| الصحة العالمية: روسيا لديها استعدادات لإنتاج لقاحات عالية الجودة  كورونا فيروس_كورونا COVID19,True
946,946,ARC,وزارة_الصحة تؤكد لا يمكن انتقال المرض من خلال الطرود البريدية ولا توجد خطورة من استلام الشحنات الواردة من الصين وغيرها من الدول المتفشي بها كورونا,True
