,Unnamed: 0,origin,tweet_text,label,tweet_text_NER
1077,1077,MFH,تسجيل 413 إصابة جديدة بفيروس كورونا في الجزائر,True,تسجيل 413 إصابة جديدة بفيروس كورونا في  LOC 
1078,1078,MFH,ايران ، تكره العرب و المسلمين و الدليل نظامها الارهابي و تصديرها للوباء في الخليج ، و للاسف في مغفلين خونه لوطنهم يروحون لهم وموالين لهم يحملون الفايروس ويرجعون لبلادهم اللي عاشو فيها و اكلو من خيرها و ينشرونه فيها ايش هالعقليات المتخلفه؟!! ايران_تصدر_كورونا_للخليج,False, LOC  ، تكره  PER  و  PER  و الدليل نظامها الارهابي و تصديرها للوباء في الخليج ، و للاسف في مغفلين خونه لوطنهم يروحون لهم وموالين لهم يحملون الفايروس ويرجعون لبلادهم اللي عاشو فيها و اكلو من خيرها و ينشرونه فيها ايش هالعقليات المتخلفه؟!!  LOC _تصدر_كورونا_للخليج
1079,1079,MFH,يعتبر غسل اليدين باستمرار أحد أهم الإجراءات التي يجب اتباعها للوقاية من الإصابة بفيروس كوفيد-19. احرص على غسل يديك بطريقة صحيحة لمدة 20 ثانية على الأقل.,True,يعتبر غسل اليدين باستمرار أحد أهم الإجراءات التي يجب اتباعها للوقاية من الإصابة بفيروس كوفيد-19. احرص على غسل يديك بطريقة صحيحة لمدة 20 ثانية على الأقل.
1080,1080,4IF,عالمة بريطانية تقود أحد الأبحاث المتعلقة بإيجاد لقاح لفيروس كورونا تقول إنها متأكدة بنسبة 80% أن اللقاح المضاد للفيروسات التاجية الذي طوره فريقها سيكون جاهزا في شهر سبتمبر المقبل. المصدر: THE TIMES,True,عالمة بريطانية تقود أحد الأبحاث المتعلقة بإيجاد لقاح  MISC  تقول إنها متأكدة بنسبة 80% أن اللقاح المضاد للفيروسات التاجية الذي طوره فريقها سيكون جاهزا في شهر سبتمبر المقبل. المصدر:  MISC 
1081,1081,ARC,و الاختراع موجودة بالفعل منذ 2003م علي الانترانت و مسجل باسم معهد في فرنسا اسمه معهد_باستور Institut_Pasteur Covid_19 حظر_تجول_اجباري_ينقذنا حظر_التجول كورونا إيطاليا فيروس_كورونا_المستجد coronavirus,False,و الاختراع موجودة بالفعل منذ 2003م علي الانترانت و مسجل باسم معهد في  LOC  اسمه  LOC  Institut_Pasteur Covid_19 حظر_تجول_اجباري_ينقذنا حظر_التجول كورونا  LOC  فيروس_كورونا_المستجد coronavirus
1082,1082,MFH,لا داعي للهلع لأن سنموت بعد قليل كلنا سوا اقاله_وزيرة_الصحه كورونا_لبنان,False,لا داعي للهلع لأن سنموت بعد قليل كلنا سوا اقاله_وزيرة_الصحه كورونا_لبنان
1083,1083,ARC,عاجل| القناة 12 العبرية: إصابة محمد_بن_زايد ولي عهد أبو_ظبي بفيروس كورونا,False,عاجل| القناة 12 العبرية: إصابة  PER  ولي عهد  LOC  بفيروس كورونا
1084,1084,MFH,منظمة الصحة العالمية : الاعتقاد بأن فيروس كورونا سيختفي خلال الصيف هو أمل زائف. فيروس_كورونا,True, ORG  : الاعتقاد بأن فيروس كورونا سيختفي خلال الصيف هو أمل زائف. فيروس_كورونا
1085,1085,ARC,فيتو| استشاري صدر يطالب بكثرة الوضوء لمواجهة فيروس_كورونا | فيديو التفاصيل,False,فيتو| استشاري صدر يطالب بكثرة الوضوء لمواجهة فيروس_كورونا | فيديو التفاصيل
1086,1086,MFH,وزارة الصحة: 129 إصابة جديدة بكورونا في الجزائر ارتفاع إجمالي إصابات كورونا إلى: 3256 تسجيل 4 وفيات جديدة ارتفاع إجمالي وفيات كورونا إلى: 419 حالات الشفاء الجديدة : 71 ارتفاع إجمالي حالات الشفاء إلى: 1479 إجمالي عدد الحالات التي تخضع للعلاج: 5644 Covid_19 الجزائر,True,وزارة الصحة: 129 إصابة جديدة بكورونا في  LOC  ارتفاع إجمالي إصابات كورونا إلى: 3256 تسجيل 4 وفيات جديدة ارتفاع إجمالي وفيات كورونا إلى: 419 حالات الشفاء الجديدة : 71 ارتفاع إجمالي حالات الشفاء إلى: 1479 إجمالي عدد الحالات التي تخضع للعلاج: 5644 Covid_19  LOC 
1087,1087,MFH,ايران_تصدر_كورونا_للخليج الله يلعن ايران واذناب ايران ويلعن  معهم,False, LOC _تصدر_كورونا_للخليج الله يلعن  LOC  واذناب  LOC  ويلعن  معهم
1088,1088,ARC,ان تأكدت إصابة محمد_بن_زايد ب كورونا فستزداد قناعتي بأن هذا الوباء وحش مأمور في زمن جأرت فيه أصوات آخر الليل فخذلها من على الأرض ولباها من في السماء جل جلاله ومن يقول غير ذلك ساخز عينيه,False,ان تأكدت إصابة  PER  ب كورونا فستزداد قناعتي بأن هذا الوباء وحش مأمور في زمن جأرت فيه أصوات آخر الليل فخذلها من على الأرض ولباها من في السماء جل جلاله ومن يقول غير ذلك ساخز عينيه
1089,1089,4IF,روسيا تخطط لإنتاج 6 ملايين جرعة شهريا من لقاح كورونا  فيروس_كورونا COVID19 البيان_القارئ_دائما,True, LOC  تخطط لإنتاج 6 ملايين جرعة شهريا من لقاح كورونا  فيروس_كورونا COVID19 البيان_القارئ_دائما
1090,1090,MFH,*وفاة مواطن مصاب بمرض كورونا كوفيد19 يبلغ من العمر (67)عاما ليبلغ عدد الوفيات من هذا المرض بالسلطنة (13)وفاة. وتتقدم وزارة الصحة إلى ذوي الفقيد بخالص العزاء والمواساة سائلة الله سبحانه أن يلهم أهله وذويه الصبر والسلوان*,True,*وفاة مواطن مصاب بمرض كورونا كوفيد19 يبلغ من العمر (67)عاما ليبلغ عدد الوفيات من هذا المرض بالسلطنة (13)وفاة. وتتقدم وزارة الصحة إلى ذوي الفقيد بخالص العزاء والمواساة سائلة الله سبحانه أن يلهم أهله وذويه الصبر والسلوان*
1091,1091,4IF,رئيس شركة أدوية عدنان مجلي: إعلان روسيا عن إنتاج لقاح كورونا سياسي واقتصادي وليس علميا.. ويتوافر حاليا 100 نوع في مراحل أكثر تقدما العربية,True,رئيس شركة أدوية  PER : إعلان  LOC  عن إنتاج لقاح كورونا سياسي واقتصادي وليس علميا.. ويتوافر حاليا 100 نوع في مراحل أكثر تقدما العربية
1092,1092,ARC,"فيروس_كورونا هم يخاطبون (عقلك الباطني) كل مايريدون الان ""سجن عقلك"" ف بيتك مستفردين بك متر-نص امام تلفاز لأرعابك مدة 6 اشهر سنه لدرجة تأكيد وهم كورونا. ثم يعلن الشيطان الاكبر لقاح وهمي ليدخل بيتك د-ضابط بتوجيه حكومي ويغرس شريحة التحكم بك داء""دواء البسطاء يكتشفون ف يزلزلون الارض",False,"فيروس_كورونا هم يخاطبون (عقلك الباطني) كل مايريدون الان ""سجن عقلك"" ف بيتك مستفردين بك متر-نص امام تلفاز لأرعابك مدة 6 اشهر سنه لدرجة تأكيد وهم كورونا. ثم يعلن الشيطان الاكبر لقاح وهمي ليدخل بيتك د-ضابط بتوجيه حكومي ويغرس شريحة التحكم بك داء""دواء البسطاء يكتشفون ف يزلزلون الارض"
1093,1093,4IF,نشرة_الكورونا مع هزاع_الشرياني كمامة بقيمة 1.5 مليون دولار! الإمارات ومبادرة عالمية لتدريب الكوادر الطبية السعودية ونتائج مبشرة للقاح كورونا حارس مرمى مصري متهم بنشر العدوى ل21 شخصا روسيا تفرح العالم بإنتاج لقاح جديد الفيروس يعود لنيوزلندا شغف_بالمعرفة,False,نشرة LOC  مع هزاع_الشرياني كمامة بقيمة 1.5 مليون  MISC ! الإمارات ومبادرة عالمية لتدريب  ORG  ونتائج مبشرة  ORG  حارس مرمى مصري متهم بنشر العدوى ل21 شخصا  LOC  تفرح العالم بإنتاج لقاح جديد الفيروس يعود  LOC  شغف_بالمعرفة
1094,1094,ARC,صباحك صحة بناءا على المعلومات المتوفرة حاليا من نتائج الدراسات الوبائية فإنه لايوجد خطر من انتقال فيروس كورونا الجديد nCov-2019 عبر البضائع والطرود القادمة من الصين، كما أن غسل اليدين بالماء والصابون كفيل بالقضاء على الفيروسات التنفسية عامة. عافاكم الله,True,صباحك صحة بناءا على المعلومات المتوفرة حاليا من نتائج الدراسات الوبائية فإنه لايوجد خطر من انتقال فيروس كورونا الجديد nCov-2019 عبر البضائع والطرود القادمة من  LOC ، كما أن غسل اليدين بالماء والصابون كفيل بالقضاء على الفيروسات التنفسية عامة. عافاكم الله
1095,1095,MFH,بعض النصائح المفيدة لحماية نفسك وعائلتك وأحبائك من فيروس كورونا تابع للإستفادة الجامعة_الإسلامية فايروس_كورونا مباشر تميز_بانضمامك,True,بعض النصائح المفيدة لحماية نفسك وعائلتك وأحبائك من فيروس كورونا تابع للإستفادة الجامعة_الإسلامية فايروس_كورونا مباشر تميز_بانضمامك
1096,1096,MFH,"نصائح لتجنب انتقال فيروس كورونا ""COVID19 "" خلال توصيل و استلام طلبات الطعام من المطعم البيان_القارئ_دائما",True,"نصائح لتجنب انتقال فيروس كورونا ""COVID19 "" خلال توصيل و استلام طلبات الطعام من المطعم البيان_القارئ_دائما"
1097,1097,MFH,وزارة الصحة: 6 مواطنين أنهوا فترة الحجر الصحي يغادرون مركز الحجر بعد تطبيق كافة الاجراءات الوقائية والتأكد من خلوهم من فيروس كورونا المستجد.,True,وزارة الصحة: 6 مواطنين أنهوا فترة الحجر الصحي يغادرون مركز الحجر بعد تطبيق كافة الاجراءات الوقائية والتأكد من خلوهم من فيروس  LOC .
1098,1098,4IF,عاجل | روسيا تعلن أن لقاح فيروس كورونا الذي بدأت إنتاجه سيطرح بنهاية الشهر الجاري,True,عاجل |  LOC  تعلن أن لقاح فيروس كورونا الذي بدأت إنتاجه سيطرح بنهاية الشهر الجاري
1099,1099,ARC,مسلسل simpsons مثير للجدل غير الاحداث اللي تنبئ لها كما هي موضحه في الصور ..! تنبئ ايضا لأزمة الكورونا من فترة التسعينيات الميلاديه !! كورونا,False,مسلسل  MISC  مثير للجدل غير الاحداث اللي تنبئ لها كما هي موضحه في الصور ..! تنبئ ايضا لأزمة الكورونا من فترة التسعينيات الميلاديه !! كورونا
1100,1100,ARC,ماني مصدق فيه ناس يقولون ان كورونا جاء من ابراج الجيل الخامس، هل انتم بشر تمتلكون ادمغة؟؟,True,ماني مصدق فيه ناس يقولون ان كورونا جاء من ابراج الجيل الخامس، هل انتم بشر تمتلكون ادمغة؟؟
1101,1101,4IF,اثبتت اختبارات اجريت على لقاح ضد فيروس كورونا في جامعة كوينزلاند الاسترالية فعاليته في التجارب ما قبل السريرية حيث قدم اللقاح مستويات مناعة افضل من تلك التي اكتسبها المصابون بالفيروس بعد تعافيهم.,True,اثبتت اختبارات اجريت على لقاح ضد فيروس كورونا في  LOC  فعاليته في التجارب ما قبل السريرية حيث قدم اللقاح مستويات مناعة افضل من تلك التي اكتسبها المصابون بالفيروس بعد تعافيهم.
1102,1102,ARC,هل الغرغرة بالماء والملح تقي من كورونا؟ غرغرة صحة فيروس_كورونا فيروس_كورونا_المستجد,True,هل الغرغرة بالماء والملح تقي من كورونا؟ غرغرة صحة  PER _المستجد
1103,1103,4IF,وزير_الصحة: لقاحات كورونا ستتوفر مجانا في الصيدليات في مختلف مناطق المملكة,True,وزير_الصحة: لقاحات كورونا ستتوفر مجانا في الصيدليات في مختلف مناطق المملكة
1104,1104,MFH,الفرق بينك وبين إللي معه كورونا ، إنه هو عمل الفحص وأنت لأ . ~ بكرى نتيجة الفحص ، دعواتكم ~ .,False,الفرق بينك وبين إللي معه كورونا ، إنه هو عمل الفحص وأنت لأ . ~ بكرى نتيجة الفحص ، دعواتكم ~ .
1105,1105,MFH,الترا_جزائر تسجيل 494 إصابة جديدة بفيروس كورونا خلال ال 24 ساعة الماضية تسجيل 7 وفيات جديدة و276 حالة شفاء,True,الترا_جزائر تسجيل 494 إصابة جديدة بفيروس كورونا خلال ال 24 ساعة الماضية تسجيل 7 وفيات جديدة و276 حالة شفاء
1106,1106,4IF,الاردن ينوى شراء لقاح روسى ضد فيروس_كورونا لتوزيعه على المواطنين مجانا كورونا,True, LOC  ينوى شراء لقاح روسى ضد فيروس_كورونا لتوزيعه على المواطنين مجانا كورونا
1107,1107,ARC,بالأبيض والأزرق.. تعرف على لون الكمامة المناسبة لحمايتك من فيروس كورونا صدى_البلد البلد,False,بالأبيض والأزرق.. تعرف على لون الكمامة المناسبة لحمايتك من فيروس كورونا صدى_البلد البلد
1108,1108,MFH,تسجيل 185 إصابة جديدة بفيروس كورونا في الجزائر ارتفاع العدد الإجمالي لإصابات كورونا إلى 1171 تسجيل 22 وفاة جديدة بفيروس كورونا في الجزائر ارتفاع العدد الإجمالي لوفيات كورونا إلى 105 فيروس_كورونا أقعد_في_دارك ريح_في_داركم الحجر_الصحي Algerie restezchezvousdz,True,تسجيل 185 إصابة جديدة بفيروس كورونا في  LOC  ارتفاع العدد الإجمالي لإصابات كورونا إلى 1171 تسجيل 22 وفاة جديدة بفيروس كورونا في  LOC  ارتفاع العدد الإجمالي لوفيات كورونا إلى 105 فيروس_كورونا أقعد_في_دارك ريح_في_داركم الحجر_الصحي Algerie restezchezvousdz
1109,1109,ARC,كيف توقع مسلسل “ذا سيمبسونز” انتشار فيروس كورونا قبل 27 عاما؟! .. شاهد بالفيديو فيروس كورونا مسلسل ذا_سيمبسونز,False,كيف توقع مسلسل “ذا  PER  انتشار فيروس كورونا قبل 27 عاما؟! .. شاهد بالفيديو فيروس كورونا مسلسل  PER 
1110,1110,ARC,انتشرت في الساعات الأخيرة أخبارا تفيد بإصابة الأرجنتيني باولو ديبالا مهاجم نادي يوفنتوس الإيطالي، بفيروس كورونا المستجد. حقيقة إصابة بولو ديبالا بفيروس كورونا,False,انتشرت في الساعات الأخيرة أخبارا تفيد بإصابة الأرجنتيني  PER  مهاجم  ORG ، بفيروس  LOC . حقيقة إصابة  PER  بفيروس كورونا
1111,1111,ARC,مساءك صحة بناء على نتائج الدراسات الوبائية فإنه لايوجد خطر من إنتقال فيروس كورونا الجديد من خلال البضائع والطرود القادمة من الصين . مع تمنياتنا للجميع بالصحة والعافية,True,مساءك صحة بناء على نتائج الدراسات الوبائية فإنه لايوجد خطر من إنتقال فيروس كورونا الجديد من خلال البضائع والطرود القادمة من  LOC  . مع تمنياتنا للجميع بالصحة والعافية
1112,1112,MFH,رياض سلامة: ما في داعي للهلع الليرة بألف خير ودولارات كشك. وزير الصحة: ما في داعي للهلع فنجان قصعين وتحميلة بيمشي الحال. كورونا سنموت_بعد_قليل,False,رياض سلامة: ما في داعي للهلع الليرة بألف خير ودولارات كشك. وزير الصحة: ما في داعي للهلع فنجان قصعين وتحميلة بيمشي الحال. كورونا سنموت_بعد_قليل
1113,1113,ARC,الاعلام يركز ع إيطاليا وإسبانيا وتتصدر لنا عشرات التقارير والفيديوهات عن أزمة كورونا عندهم . لكن هناك كارثة لدى بلد فقير جدا إسمه الإكوادور لدرجة مئات الجثث بالشوارع ومحد يدفنها. EcuadorCoronavirus,True,الاعلام يركز ع  LOC   LOC  وتتصدر لنا عشرات التقارير والفيديوهات عن أزمة كورونا عندهم . لكن هناك كارثة لدى بلد فقير جدا إسمه  LOC  لدرجة مئات الجثث بالشوارع ومحد يدفنها. EcuadorCoronavirus
1114,1114,MFH,بلدنا_الحدث بث مباشرة من البيت_الأبيض لم ينتبهوا للكاميرا مقطع مسرب لفريق عمل ترامب يتكلمون عن فيروس_كورونا بأنه خدعة وبأن اللقاح موجود وأنهم ملقحون ضده فلا داعي للبس الكمامات عندما لا يكون البث. ويخبر أحدهم أن الوفيات مزورة وأن الفيروس ضعيف جدا,False,بلدنا_الحدث بث مباشرة من البيت_الأبيض لم ينتبهوا للكاميرا مقطع مسرب لفريق عمل ترامب يتكلمون عن فيروس_كورونا بأنه خدعة وبأن اللقاح موجود وأنهم ملقحون ضده فلا داعي للبس الكمامات عندما لا يكون البث. ويخبر أحدهم أن الوفيات مزورة وأن الفيروس ضعيف جدا
1115,1115,MFH,سنموت بعد قليل كورونا كورونا_لبنان شكرا_كورونا شكرا_ايران_عالكورونا,False,سنموت بعد قليل  PER  شكرا_كورونا شكرا_ايران_عالكورونا
1116,1116,ARC,"بسبب ""كورونا"".. العراق يغلق معبرا حدوديا مع إيران - على خلفية تسجيل حالتي وفاة وإصابات بالفيروس في إيران - إعلام محلي: خلية الأزمة بوزارة الصحة العراقية قررت منع دخول المواطنين الايرانيين إلى العراق حتى إشعار آخر",False,"بسبب ""كورونا""..  LOC  يغلق معبرا حدوديا مع  LOC  - على خلفية تسجيل حالتي وفاة وإصابات بالفيروس في  LOC  - إعلام محلي: خلية الأزمة بوزارة الصحة  LOC ية قررت منع دخول المواطنين الايرانيين إلى  LOC  حتى إشعار آخر"
1117,1117,4IF,الصحة_العالمية: نعمل على تطوير لقاح آمن وفعال ضد كورونا,True,الصحة_العالمية: نعمل على تطوير لقاح آمن وفعال ضد كورونا
1118,1118,ARC,عام 1720 يضرب مرض الطاعون العظيم مرسيليا الفرنسيه عام 1820 يضرب مرض الكوليريا إندويسيا والفلبين وتايلاند عام 1920 يضرب مرض الإنفلونزا الأسبانية وقد كانت كارثة بشرية تجاوز ضحاياها 100 مليون اما الآن 2020 كورونا الجديد يحصد أرواح العشرات من الصينيين - وباء فيروسي كل 100 سنة !,False,عام 1720 يضرب مرض الطاعون العظيم  LOC  الفرنسيه عام 1820 يضرب مرض  LOC   LOC   LOC   LOC  عام 1920 يضرب مرض  MISC  وقد كانت كارثة بشرية تجاوز ضحاياها 100 مليون اما الآن 2020 كورونا الجديد يحصد أرواح العشرات من  PER  - وباء فيروسي كل 100 سنة !
1119,1119,ARC,الان مباشر ترامب أعلن ان شركة روش الطبية الأحد القادم ستطرح اللقاح وصار جاهز منه ملايين الجرعات طبعا هم راح يستفيدون ويغرقون العالم من العلاج وبالنهايه تستفيد امريكا كورونا_الجديد ترامب اللقاح كويت,False,الان مباشر  PER  أعلن ان شركة  ORG  الطبية الأحد القادم ستطرح اللقاح وصار جاهز منه ملايين الجرعات طبعا هم راح يستفيدون ويغرقون العالم من العلاج وبالنهايه تستفيد  LOC _الجديد  PER  اللقاح كويت
1120,1120,ARC,فيروس_كورونا يهدد المدخنين ومستخدمي السجائر الإلكترونية بشكل أكبر.. إليك التفاصيل,True,فيروس_كورونا يهدد المدخنين ومستخدمي السجائر الإلكترونية بشكل أكبر.. إليك التفاصيل
1121,1121,MFH,أبطال_الصحة ببالغ الحزن والأسى نرفع تعازينا الحارة لأهل البطل وشهيد الوطن الممرض_خالد_الحسيني الذي إنتقل إلى رحمة الله تعالى بمكة المكرمة بعد إصابته بفيروس كورونا نسأل الله له الرحمة والمغفرة ويلهم أهله الصبر والسلوان. قروب_سيف_العوجا قروب_اغلى_وطن عيال_راعي_العوجا,True,أبطال_الصحة ببالغ الحزن والأسى نرفع تعازينا الحارة لأهل البطل وشهيد الوطن الممرض PER  الذي إنتقل إلى رحمة الله تعالى بمكة المكرمة بعد إصابته بفيروس كورونا نسأل الله له الرحمة والمغفرة ويلهم أهله الصبر والسلوان. قروب_سيف_العوجا قروب_اغلى_وطن عيال_راعي_العوجا
1122,1122,ARC,بربكم لبنان تنهي العام الدراسي وهمه عدهم عدد إصابات ب كورونا أقل من عدنه بهوايه وبغداد ليحد هسه دا يماطلون وما يعلنون عن تمديد العطله غير سفله,False,بربكم  LOC  تنهي العام الدراسي وهمه عدهم عدد إصابات ب كورونا أقل من عدنه بهوايه  LOC  ليحد هسه دا يماطلون وما يعلنون عن تمديد العطله غير سفله
1123,1123,ARC,عليكم بالوضوء فهو يطهر الجسم من الفايروسات والجراثيم وعليكم بكثرة ذكر الله عزوجل كورونا_في_الكويت,False,عليكم بالوضوء فهو يطهر الجسم من الفايروسات والجراثيم وعليكم بكثرة ذكر الله عزوجل كورونا_في LOC 
1124,1124,MFH,المفروض اي سعودي يجي من ايران وهو مصاب بكورونا يكون حجره الصحي بالسجن هذولا خونه لاوطانهم ايران_تصدر_كورونا_للخليج,False,المفروض اي سعودي يجي من  LOC  وهو مصاب بكورونا يكون حجره الصحي بالسجن هذولا خونه لاوطانهم  LOC _تصدر_كورونا_للخليج
1125,1125,4IF,العالم المغربي منصف_السلاوي يقود جهود تطوير وتوزيع لقاح كورونا في الولايات_المتحدة.. فهل ينقذ العالم؟,True, LOC  منصف PER  يقود جهود تطوير وتوزيع لقاح كورونا في  LOC .. فهل ينقذ العالم؟
1126,1126,4IF,"لقاح ""Ad5-nCoV"" .. أول براءة اختراع للقاح ضد كورونا_المستجد في الصين",True,"لقاح "" MISC "" .. أول براءة اختراع للقاح ضد كورونا_المستجد في  LOC "
1127,1127,ARC,يقال - والله أعلم - أن طبيبا صينيا مسنا أثبت فعالية معالجة فيروس كورونا بشرب ماء الثوم المغلي . وطريقته أن تهرس 8 فصوص كبيرة من الثوم ويضاف لها 7 كؤوس من الماء ويغلى الخليط ثم يؤكل الثوم ويشرب الماء المغلي فيه . شافاكم الله وعافاكم,False,يقال - والله أعلم - أن طبيبا صينيا مسنا أثبت فعالية معالجة فيروس كورونا بشرب ماء الثوم المغلي . وطريقته أن تهرس 8 فصوص كبيرة من الثوم ويضاف لها 7 كؤوس من الماء ويغلى الخليط ثم يؤكل الثوم ويشرب الماء المغلي فيه . شافاكم الله وعافاكم
1128,1128,MFH,يجب علينا الالتزام بالإجراءات الوقائية ضد فيروس كورونا - غسل اليدين بالماء والصابون . -ارتداء الكمامات عند الخروج من المنزل . -التباعد الجسدي .,True,يجب علينا الالتزام بالإجراءات الوقائية ضد فيروس كورونا - غسل اليدين بالماء والصابون . -ارتداء الكمامات عند الخروج من المنزل . -التباعد الجسدي .
1129,1129,MFH,"إياد البزم بعد التأكد من نتائج الفحص المخبرية بخلوهم من فيروس ""كورونا"" سيتم التأكيد عليهم بضرورة اتمام الحجر الصحي لكافة المغادرين في المنازل ولمدة اسبوع للتأكد بشكل كامل من خلوهم من كورونا .",True," PER  بعد التأكد من نتائج الفحص المخبرية بخلوهم من فيروس ""كورونا"" سيتم التأكيد عليهم بضرورة اتمام الحجر الصحي لكافة المغادرين في المنازل ولمدة اسبوع للتأكد بشكل كامل من خلوهم من كورونا ."
1130,1130,MFH,وزير_الصحه عندي وصفه تخلص البلاد من الكورونا خلال ساعه باذن الله ، صلوني بمبار علماء الطب اشرخ لهم ما عندي . 0522878900 . وصفه ناجحه 100-100 .,False,وزير_الصحه عندي وصفه تخلص البلاد من الكورونا خلال ساعه باذن الله ، صلوني بمبار علماء الطب اشرخ لهم ما عندي . 0522878900 . وصفه ناجحه 100-100 .
1131,1131,MFH,للوقاية من فيروس كورونا: أولا: اجعل مكان العمل الخاص بك مؤهل للتعامل مع فيروس كورونا، بحيث يكون نظيفا ويتم تطهيره. ثانيا: ضرورة غسل اليدين من فترة لأخرى باستمرار بالماء والصابون أو استخدام الكحول. ثالثا: خذ بنصيحة إجراءات السفر المتبعة في بلدك عند القيام بمهمة عمل فى الخارج.,True,للوقاية من فيروس كورونا: أولا: اجعل مكان العمل الخاص بك مؤهل للتعامل مع فيروس كورونا، بحيث يكون نظيفا ويتم تطهيره. ثانيا: ضرورة غسل اليدين من فترة لأخرى باستمرار بالماء والصابون أو استخدام الكحول. ثالثا: خذ بنصيحة إجراءات السفر المتبعة في بلدك عند القيام بمهمة عمل فى الخارج.
1132,1132,ARC,أمين عام الأطباء العرب: «الوضوء» أفضل طريقة للوقاية من كورونا حيث ان الوضوء يجعل الإنسان يغسل جسده 5 مرات يوميا، وبالتالي يقلل فرص الإصابة بالأمراض الفيروسية والوبائية، مستشهدا بالحديث النبوى «أرأيتم لو أن نهرا بباب أحدكم يغتسل منه كل يوم خمسا، هل يبقى من درنه شيئا»,False,أمين عام الأطباء  PER : «الوضوء» أفضل طريقة للوقاية من كورونا حيث ان الوضوء يجعل الإنسان يغسل جسده 5 مرات يوميا، وبالتالي يقلل فرص الإصابة بالأمراض الفيروسية والوبائية، مستشهدا بالحديث النبوى «أرأيتم لو أن نهرا بباب أحدكم يغتسل منه كل يوم خمسا، هل يبقى من درنه شيئا»
1133,1133,MFH,استخدم مناديل ورقية عند السعال و العطاس، وتخلص منها فورا في سلة المهملات لتجنب انتقال فيروس_كورونا_المستجد قفازاتميكروبصابون,True,استخدم مناديل ورقية عند السعال و العطاس، وتخلص منها فورا في سلة المهملات لتجنب انتقال فيروس_كورونا_المستجد قفازاتميكروبصابون
1134,1134,MFH,ببالغ الحزن والاسى تلقيت خبر وفاة النائبة الدكتوره غيداء_كمبش جراء اصابتها ب ايروس كورونا ،اعزي زوج الفقيدة الدكتور سعد_كمبش رئيس ديوان الوقف السني وجميع اهلها وذويها بهذا المصاب الجلل ونسأل الله ان يلهمهم الصبر والسلوان,True,ببالغ الحزن والاسى تلقيت خبر وفاة النائبة الدكتوره غيداء_كمبش جراء اصابتها ب  PER  ،اعزي زوج الفقيدة الدكتور  PER  رئيس ديوان الوقف السني وجميع اهلها وذويها بهذا المصاب الجلل ونسأل الله ان يلهمهم الصبر والسلوان
1135,1135,ARC,هنا لا اقول قد عادت الحياه فقط بل انتصر العدل ل اجلهم الجانب الإيجابي من كل ذلك ساعة_الأرض لأول مرة منذ 60 عاما عودة البجع و الدلافين الى المياه الايطالية في البندقية ، و نلاحظ شدة نقاء المياه بعد توقف القوارب خوفا من فيروس_كورونا,False,هنا لا اقول قد عادت الحياه فقط بل انتصر العدل ل اجلهم الجانب الإيجابي من كل ذلك ساعة_الأرض لأول مرة منذ 60 عاما عودة البجع و الدلافين الى المياه الايطالية في  LOC  ، و نلاحظ شدة نقاء المياه بعد توقف القوارب خوفا من فيروس_كورونا
1136,1136,MFH,جونسون: لا مفر من موجة ثانية من فيروس كورونا وقد نفرض قيودا جديدة  UK بريطانيا,True, PER : لا مفر من موجة ثانية من فيروس كورونا وقد نفرض قيودا جديدة   MISC 
1137,1137,ARC,رحلة الخطوط الاثيوبية قبل قليل قادمة من إيطاليا الي مطار اديس معظم الركاب مصابون بالفيروس لاحول ولا قوه الا بالله فيروس_كورونا كوفيد19 كورونا_المستجد كورونا_الجديد,False,رحلة الخطوط الاثيوبية قبل قليل قادمة من  LOC  الي  LOC  معظم الركاب مصابون بالفيروس لاحول ولا قوه الا بالله فيروس_كورونا كوفيد19 كورونا_المستجد كورونا_الجديد
1138,1138,ARC,بدأ بناء المستشفى الذي يتسع ل 1000 سرير في بلدة ووهان لمعالجة مرضى كورونا في الخميس الماضي ووعدت الصين ان تضعه قيد العمل قي 3 شباط المقبل ووصلت الاعمال لمرحلة متقدمة.. شعب نشيط ودولة تهتم بشعبها وانجاز يكاد لا يصدق,True,بدأ بناء المستشفى الذي يتسع ل 1000 سرير في بلدة  LOC  لمعالجة مرضى كورونا في الخميس الماضي ووعدت  LOC  ان تضعه قيد العمل قي 3 شباط المقبل ووصلت الاعمال لمرحلة متقدمة.. شعب نشيط ودولة تهتم بشعبها وانجاز يكاد لا يصدق
1139,1139,ARC,بعد منشادات مستمرة للطلاب اليمنيين في الصين وخوفهم من الاصابة بفيروس كورونا، سارعت سلطنة عمان بإرسال طائرة خاصة لجلب الطلاب اليمنيين المتواجدين في مدينة ووهان الصينية، بؤرة فيروس كورونا الجديد، لأخذ 170 طالب يمني,False,بعد منشادات مستمرة للطلاب اليمنيين في  LOC  وخوفهم من الاصابة بفيروس كورونا، سارعت سلطنة  LOC  بإرسال طائرة خاصة لجلب الطلاب اليمنيين المتواجدين في مدينة ووهان  LOC ية، بؤرة  LOC ، لأخذ 170 طالب يمني
