,origin,tweet_text,label
12,ARC,“ الصحة السعودية ” : لا خطورة من الطرود البريدية القادمة من الصين # السعودية # وزارة _ الصحة # الصين # كورونا # حماك,True
1966,ARC,السالفة صارت تخوف بعد اصابة احد عمال شركة المراعي السعودية في فايروس كورونا ، الكويت تحضر استيراد المنتجات السعودية فعلى العراق أن يحذوا حذوا الكويت,False
1941,MFH,نصائح . . لتجنب الإصابة بفيروس كورونا الجديد إليكم نصائح منظمة الصحة العالمية لتجنب المرض : . ابتعد عن أي شخص لديه مرض تنفسي . تجنب الحيوانات الاليفة والبرية . لا تأكل اللحم والبيض غير المطهو جيدا . غطي فمك وأنفك بمنديل عند السعال أو العطس ثم اغسل يديك . اغسل يديك لمدة 20 ثانية كل مرة [رابط],True
949,4IF,# عاجل # الصين تفجر مفاجأة : بدأنا استخدام لقاح ضد # كورونا [رابط],True
999,ARC,من الأكثر عرضة للإصابة بفيروس كورونا المستجد ، كبار السن أم صغار السن ؟ يمكن أن يصاب الأشخاص من جميع الأعمار بفيروس كورونا المستجد ( كوفيد - 19 ) ، . ويبدو أن كبار السن والأشخاص المصابين بحالات مرضية سابقة الوجود ( مثل الربو ، وداء السكري ، وأمراض القلب ) هم الأكثر عرضة للإصابة,True
2778,ARC,اختبار بسيط لمعرفه فيروس كورونا في 10 ثواني 9,False
911,4IF,# الصحة : ارتفاع نسبة الشفاء من # كورونا في المملكة إلى 87 . 3 % . المراكز البحثية في # المملكة ساهمت في التوصل إلى لقاح مضاد لكورونا لم يثبت علميا الإصابة بالفيروس لأكثر من مرة حتى الآن,True
3119,ARC,هجوم اسراب من الغربان والبعوض على الصين شي عجيب # كورونا,False
733,ARC,صدام حسين يتكلم عن فيروس كورونا وانه سلاح بيولوجي وصناعه امريكيه # InternationalWomensDay,False
290,ARC,مفهوم خاطئ : يمكن أن ينتقل فيروس كورونا المستجد ( 2019 - nCov ) عن طريق لدغات البعوض حقيقة : فيروس كورونا المستجد ( 2019 - nCov ) لا يمكن أن ينتقل عن طريق لدغات البعوض فيروس كورونا المستجد هو فيروس من فيروسات الجهاز التنفسي ينتقل أساسا نتيجة مخالطة شخص مصاب . # وعينا _ عن _ كورونا [مستخدم],True
297,ARC,# فيروس _ كورونا لون الكمامة الطبية الأبيض و الأزرق يختلف فالجهة البيضاء مسؤولة عن التعقيم فإن كنت مصاب وأردت أن تحمي الناس من حولك يجب أن تضع الجهة البيضاء إلى الداخل أما الجهة الزرقاء فهي لتجنب العدوى وحماية نفسك من الاخرين [مستخدم] [مستخدم] [مستخدم] [مستخدم],False
90,4IF,# مع _ الحكيم حالة طفلة أمريكية تثير الجدل بعد استمرار فقدانها حاسة التذوق بعد التعافي من # كورونا بدء التجارب السريرية على لقاح أوكسفورد في جنوب # أفريقيا مع د . محمد البيجيرمي - استشاري الأنف والأذن والحنجرة من الدوحة في # قطر [رابط],True
4010,4IF,الصحة العالمية : لا يوجد لقاح لفيروس # كورونا استوفى الشروط حتى الآن # الشرقية _ نيوز [رابط],True
977,MFH,كورونايكره لمنقبات عنوان جريدة فرنسية الترجمة المنقبات لن يخفن من العدوى ، وهن الأقل عرضة لكورونا لأنهن لا يصافحن ولا يقبلن ولا يعانقن ، وهذه هي الشروط أو بالأحرى الاحتياطات الثلاثة الموصى بها من طرف العلماء لتفادي الإصابةإلى نساء العالم تدين النقاب فهو العلاج الوحيد ضد كورونا [رابط],False
1936,4IF,أعلن الرئيس الصيني # شي _ جين _ بينغ أن الدول الإفريقية ستكون من أولى الجهات المستفيدة من لقاح # فيروس _ كورونا ( كوفيد - 19 ) وذلك بمجرد اكتمال عملية تطويره وتعميم استخدامه في # الصين 🇨 🇳 🦠 [رابط] # جريدة _ الوطن _ القطرية # Covid19 # لأجل _ قطر _ كلنا _ في _ البيت # Qatar [رابط],True
3650,4IF,في أول مقابلة تلفزيونية له منذ توليه منصبه في مايو الماضي . . # منصف _ السلاوي لCNN : أتوقع توفر لقاح # كورونا نهاية 2020 وفعاليته قد تصل إلى 90 % [رابط],True
1526,MFH,لماذا تكتمت # الرئاسة _ الجزائرية على إصابة الرئيس # عبدالمجيد _ تبون ب # كورونا # الجزائر [رابط],True
26,4IF,سويسرا تحجز ملايين الجرعات من لقاح ضد # كورونا قيد التطوير للتفاصيل : [رابط] # نتصدر _ المشهد # COVID19 [رابط],True
2178,ARC,أخبار جيدة كورونا فيروس يمكن معالجته بماء الثوم الطازج المغلي طبيب صيني مسن اثبت فعاليتها وكذلك عدة مرضى استخدموها واثبتوا فعاليتها خذ 8 فصوص ثوم كبيرة واهرسها . اضف 7 كؤوس ماء ثم أغلى الخليط . . كل الثوم واشرب من الماء المغلي . بين ليلة وضحاها ( في غمضة عين ) ستشعر بالتحسن والشفاء,False
1666,ARC,🔴 حسب El Nacional : باولو ديبالا أصيب بفيروس # كورونا # يوفنتوس,False
2698,4IF,ثلاث شركات روسية ستبدأ خلال الشهر المقبل ، الإنتاج التجاري لأول لقاح ضد فيروس # كورونا . [رابط],True
3525,MFH,💣 قنبلة على المباشر ☝ ☝ ☝ مباشرة من البيت _ الأبيض لم ينتبهوا للكامير مقطع مسرب لفريق عمل ترامب يتكلمون عن # كورونا _ فيروس بأنه خدعة وبأن اللقاح موجود وأنهم ملقحون ضده فلا داعي للبس الكمامات عندما لا يكون البث ويخبر أحدهم أن الوفيات مزورة وأن الفيروس ضعيف جد حسبنا الله ونعم الوكيل . [رابط],False
4396,MFH,# كورونا . . تمديد ساعات الحجر الجزئي من 3 زوالا إلى 7 صباحا في ولايات # الجزائر ، وهران ، عين الدفلى ، بجاية ، سطيف ، تيزي وزو ، تيبازة ، تلمسان والمدية ، مع الإبقاء على الحجر الشامل في ولاية البليدة . [رابط],True
4024,ARC,"( CDF ) : التشيلي اليكسيس سانشيز لاعب انتر الإيطالي يصاب بمرض "" فيروس كورونا """,False
1532,ARC,موقع مبتدا - عاجل . . إصابة ملكة بريطانيا بفيروس كورونا # كورونا # فيروس _ كورونا - عبر تطبيق نبض [مستخدم],False
1859,MFH,متى ينبغي استخدام الكمامة ! ؟ لا ينصح بارتداء الكمامة من طرف الأصحاء ويتم ارتدائها عند رعاية شخص مشتبه في إصابته بعدوى كورونا ، كما على المرء ارتداء الكمامة أو القناع في حال كان يعاني من العطس والسعال . وحتى تكون الكمامة فعالة ، يجب غسل اليدين بانتظام بالماء والصابون . # COVID19,True
254,ARC,"استاذ الفايروسات الياباني تاسوكو هونجو الحائز على جائزة نوبل يقول : # فيروس _ كورونا غير طبيعي أنا واثق ومتأكد أنه ليس من الخفافيش ، اذا كنت مخطئا إسحبوا جائزة نوبل مني حتى بعد موتي "" الصين تكذب "" !",False
2583,ARC,عاجل | | # لبنان تنهي العام الدراسي 2020 حرصا على سلامة الطلاب للحد من انتشار # فيروس _ كورونا # الكويت _ تتصدى _ لكورونا # كورونا _ الجديد # كورنا,False
589,ARC,🚑 🚨 | اصابة اللاعب الارجنتيني باولو ديبالا بمرض # كورونا جعله ب فلان ولا فيك 😭 😂,False
4172,MFH,وزارة # الصحة : على نواب # مجلس _ الأمة المصابين ب # كورونا عدم حضور اجتماع اللجان إلا بعد التأكد من خلوهم من الفيروس . # كيفان [رابط],True
2895,4IF,عاجل 🔴 . . روسيا تعلن رسميا : الانتاج الصناعي للقاح الروسي الجديد ضد فيروس كورونا سيبدأ في شهر سبتمبر المقبل . . ولدينا طلبات من 20 دولة لشراء مليار جرعة من هذا اللقاح . . . روسيا,True
893,MFH,🔴 عاجل 🔴 كورونا يعلن مغادرته لبنان بشكل نهائي والسبب هو الله لا يعلق حدا بلسان اللبنانية 😎 # سنموت _ بعد _ قليل # كورونا _ لبنان # كورونا,False
2251,ARC,🔴 المدخن أكثر عرضة للإصابة بفايروس # كورونا _ الجديد و أكثر تضررا منه بسبب 🔅 زيادة لمسه للوجه و الشفاه 🔅 وجود أمراض رئوية مصاحبة للتدخين كالانسداد المزمن للقصبات COPD 🔅 العدوى عن طريق تشارك أدوات التدخين كالشيشة والبايب و المدواخ 🔅 نقص الأوكسجين اللازم لمحاربة الفايروس # خلك _ بالبيت,True
4302,ARC,# فيروس _ كورونا سؤال من متابع قرصتني بعوضة 🦟 لماذا قرصتني ؟ وهل هناك احتمالية انتقال فيروس الكورونا لي ؟ ؟ # الاجابة لا ينتقل فيروس الكورونا عن طريق البعوض أو عضات الحشرات لا تقلق ! ! وقرصتك البعوضة لانك حلو ألا تعرف أن البعوض يختار الحلوين ؟ ؟,True
1128,MFH,[مستخدم] يجب علينا الالتزام بالإجراءات الوقائية ضد فيروس # كورونا 👇 🏿 👇 🏿 👇 🏿 👇 🏿 👇 🏿 👇 🏿 👇 🏿 👇 🏿 👇 🏿 👇 🏿 👇 🏿 👇 🏿 👇 🏿 👇 🏿 - غسل اليدين بالماء والصابون . - ارتداء الكمامات عند الخروج من المنزل . - التباعد الجسدي .,True
3722,ARC,يعد الثوم طعاما صحيا . مع ذلك ، لا توجد أي معلومات علميه مؤكده تثبت أن تناول الثوم يقي من العدوى بفيروس كورونا . # أندلسية _ معاك _ خليك _ بالبيت # كورونا _ مصر # فيروس _ كورونا # AndalusiaWithYou _ StayHome # CoronaVirusUpdates # StayHomeStaySafe # StayHomeSaveLives,True
1437,ARC,عاجل جدا جدا جدا انباء عن انتشار فيروس كورونا بالمدارس المصرية الطف يارب وسلم يارب وابعد الشر والسوء عن اهل مصر,False
4831,ARC,عليكم بالغرغرة بالماء والملح وخاصة قبل النوم والله خير الحافظين . # فيروس _ كورونا _ المستجد,False
69,ARC,كريستيانو أشترى جزيرة عشان يعيش فيها لغاية ما تنتهي ازمة فيروس # كورونا وأنا بصراحة متردد اجيب كمامة ولا اتريث 🤔 🤔,False
1192,4IF,# بقلم _ المقاومة عدة دول قدموا علاجا ولقاحا ل # كورونا لكن منظمة الصحة العالمية رفضتهم وروسيا أعلنت عن إيجاد لقاح والمنظمة تشكك به في أكثر من تغريدة قلت أن منظمة الصحة تمارس دورا مشبوها حتى أنها منعت تشريح جثث المتوفين وعوقب من لم يلتزم فكيف سنثق بها بعد الكم الهائل من هذه الأخبار [رابط],False
577,4IF,# البحرين 🇧 🇭 وزارة الصحة تعلن عن فتح باب التسجيل للتطوع الاختياري في تجارب لقاح # كورونا تحت مظلة منظمة الصحة العالمية ولمن تكون أعمارهم فوق ال 18 سنة الطبيب مقدم مناف القحطاني يشرح الاجراءات التي سيتبعها المتطوع 👇 # فريق _ البحرين 🇧 🇭 # bh [رابط],True
4731,MFH,تعلن # وزارة _ الصحة عن وفاة مواطنة مصابة بمرض كورونا # كوفيد 19 وتبلغ من العمر 65 عاما ليبلغ عدد الوفيات من هذا المرض # بالسلطنة إحدى وثلاثين ( 31 ) وفاة . وتتقدم # وزارة _ الصحة إلى ذوي الفقيدة بخالص العزاء والمواساة سائلة الله سبحانه أن يلهم أهلها وذويها الصبر والسلوان [رابط],True
3813,4IF,روسيا تعلن إجازة اللقاح الأول في العالم ضد ايروس كورونا المستجد ، مجموعة أخرى في المراحل الأخيرة من الدراسات السريرية [رابط],True
4745,ARC,# فيروس _ كورونا عندي وصفة : تأخذ المية وتغليها على النار وتضعها في كوب وتقربها للأنف حيث البخار يدخل ويقتل الجراثيم والفيروسات الضارة وبعد أن يبرد الماء تضع فيه ملح وتمضمض 3 مرات بحيث يكون قبل النوم لأن لا قدر الله لو انتقل العدوة يقتله البخار وسلامتكم ⤵,False
1260,MFH,لا يموت الإنسان إلا حين لا يتذكره أحد . # سنموت _ بعد _ قليل # كورونا # لا _ داعي _ للهلع,False
1833,4IF,تخصيص 84 ألف جرعة من لقاح كورونا لجامعة الأمير سطام في مرحلتها الأولى لخدمة منسوبي ومنسوبات الجامعة وذويهم .,True
926,4IF,الملياردير البرازيلي ليمان يقود مبادرة لإنشاء مصنع لإنتاج لقاح لكوفيد - 19 [رابط] # COVID19,True
4275,ARC,"وداع مهيب لطبيب ليبي . . تحية وتكريم بعد الوفاة للطبيب "" صادق الحوش "" ، الذي توفي إثر إصابته بفيروس # كورونا خلال عمله بمستشفى "" whiston "" في # بريطانيا",True
1957,4IF,"الصحة العالمية : هناك 6 لقاحات ضد # كورونا في مرحلة "" متقدمة للغاية "" [رابط] [رابط]",True
2988,MFH,ترأس رئيس الجمهورية السيد عبد المجيد تبون إجتماعا للمجلس الأعلى للأمن ، خصص لدراسة ومتابعة تطور وباء كورونا فيروس في البلاد . وسيصدر مساء اليوم بيان حول الاجراءات الإضافية المتخذة لمواجهة هذا الوباء . # المرسم # Coronavirus # Algerie [رابط],True
1438,ARC,الصور مأخوذه من تقرير لقناه اعلاميه اجنبيه # الموز طارد ل # كورونا,False
109,ARC,1720 ضرب الطاعون العظيم مدينة مارسيليا الفرنسية 1820 ضرب طاعون الكوليرا خاصة اندونيسيا تايلاند الفلبين 1920 طاعون الشر الانفلونزا الاسبانية الضحايا بالملايين 2020 طاعون # كورونا # كورونا _ الصيني # الصين,False
1632,MFH,إصابة أنثى نمر في حديقة حيوان بمدينة نيويورك ب # كورونا يعتقد أن # العدوى انتقلت إليها عبر أحد الحراس # صباح _ الخير # ابو _ مطلق [رابط],True
2948,ARC,[مستخدم] [مستخدم] # مسابقه _ وقايه _ وتثقيف # الوقايه _ من _ فيروس _ كورونا # كورونا _ السعوديه # كورونا . الاجابة - لا ينقل البعوض عدوى فيروس كورونا . [مستخدم] [مستخدم] [مستخدم],True
3693,ARC,# كورونا _ الجديد هذا المرض اعاذنا الله واياكم سريع الانتشار . . ويجب اكل الثوم في الصباح فهو المضاد الحيوي الذي يقضي عليه باذن الله . . # وصفه,False
2809,ARC,# كورونا | التقطت هذه الصورة صباح يوم الجمعة لطائرة الخطوط الاماراتية مقلعة من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية الفلسطينية !,False
1593,ARC,يهود في نيويورك عندهم جنازة طلب منهم البوليس عدم التجمع بسبب فايروس كورونا . . ما انصاعوا للتعليمات لأنهم يعتقدون ان الفيروس ما يضرهم بحجة أنهم أبناء الله ! ! - اشتغلوا عليهم رشاشت ماء المطافي # طشروهم 😂 😂,False
657,ARC,احذرو المنتجات الصينية بالنسبة للرحلات الدولية من # الصين الى # اليمن فهي منعدمة لكن البضائع الصينية فدخولها اليمن دائم وفضلآ عن كونها وسيله لنقل # كورونا الى اليمن فسيعمل العدوان بشكل او بآخر بأيصال الفيروس عبر المنتجات الصينية فالحذر الحذر والله الله في ارواح اهل اليمن 🔄,False
1469,ARC,"فيديو . . الغربان تغزو ووهان تزامنا مع تفشي "" كورونا "" والسلطات الصينية توضح . # ووهان # الصين # كورونا # بوابة _ الأخبار",True
676,MFH,تسجيل 1223 إصابة جديدة بفيروس كورونا في السعودية . عند الخروج من المنزل عليك اتباع سبل الوقاية الصحيحة : - اغسل يديك وعقمها باستمرار . - ابتعد عن أماكن التجمعات . - لا تقترب من أحد واجعل مسافة لا تقل عن مترين . وتذكر إنك مسؤل . . ساهم بحماية مجتمعك # 3 _ رمضان,True
2022,4IF,لقاح فايزر الأمريكية ل # كورونا ينتج استجابة مناعية فى المرحلة المبكرة من التجارب [رابط],True
4630,ARC,أطباء يوضحون : انتشار فيروس # كورونا يرتفع في الأجواء الباردة ، ويقل انتشاره في الأماكن الحارة والجافة . # الشتاء # الصيف,False
4481,ARC,"# إيطاليا 🇮 🇹 # كورونا _ الجديد المواطنون في إيطاليا يلقون بأموالهم في الشوارع قال تعالى "" يوم لا ينفع مال ولا بنون . . إلا من أتى الله بقلب سليم """,False
486,ARC,"أمين عام الأطباء العرب : « الوضوء » أفضل طريقة للوقاية من « كورونا المستجد » . المقالة لندوة "" علمية "" فيها كمية معلومات مهمة لاتفوتكم . . ولا تلومو الا نفسكم لو ما قرأتو المقالة وجاكم المرض . . اهو حذرتكم",False
964,4IF,# منظمة _ الصحة _ العالمية : العالم قد يتعافى بوتيرة أسرع إذا أتيح # لقاح # كورونا للجميع # بوابة _ الأخبار [رابط],True
177,MFH,وزارة الصحة . . تطلب من النواب المصابين ب كورونا عدم حضور اجتماع اللجان بمجلس الأمة ، إلا بعد التأكد من خلوهم من الفيروس # الكويت # فيروس _ كورونا [رابط],True
4770,ARC,تيليغراف تفجر مفاجأة من العيار الثقيل حول إحتمالية إلغاء الدوري الإنجليزي هذا العام بسبب # فيروس _ كورونا وفي هذه الحالة لن يعتبر ليفربول بطلا للدوري ! منذ ثلاثين سنة يسعون لتحقيقه ، حين اقتربوا هذا الموسم من فعلها اندلعت الحروب وانتشرت الاوبئة واقتربت نهاية العالم ! أي حظ هاذا ؟,False
1779,4IF,ترمب : من المتوقع أن يكون لقاح فيروس كورونا متوفر نهاية العام . # كورونا # فيروس _ كورونا,True
1609,4IF,اتفاق مع شركة « موديرنا » للحصول على 100 مليون جرعة من لقاح كورونا # كورونا [رابط],True
3926,ARC,البعوض والحشرات لا يمكنها نقل كورونا ، ، الحمدلله . . رحمة من رب العالمين 🙏 # السعودية # كلنا _ في _ البيت _ لاجل _ السعوديه # COVID2019 # القصيم # المدينة _ المنورة # الرياض # فيروس _ كورونا # كلنا _ مسؤول # جدة # مكة _ المكرمة # الشرقية # وزارة _ الصحة # حظر _ كامل,True
1504,MFH,# عاجل الرئيس الجزائري عبد المجيد تبون مصاب بكورونا # عبد _ المجيد _ تبون # الجزائر # كورونا [رابط] [رابط],True
1235,ARC,1 - سبحان الله أول مره نفرح بقدوم الغبار والسبب كلنا عندنا معلومه بأن الفيروسات الغير مرئيه لايقضي عليها الا الغبار فسبحانك ربي ما أعظمك وما ألطفك بعبادك سبحان الله الذي سير الغبار إلينا في وقت لم نعتاد على الغبار في مثل هذا الوقت وهذا الشي يجب ان نتفكر به # كورونا _ في _ الكويت,False
751,ARC,"هل يستطيع الثوم حمايتنا من فيروس "" # كورونا "" ؟",False
1849,4IF,129 دولة لم تحصل بعد على لقاح # كوفيد 19 . التمييز وعدم المساواة يضر بصحة الناس و التنمية البشرية . لماذا يجب علينا إنهاء عدم المساواة للبناء بشكل أفضل ؟ [رابط] # BuildForwardBetter # ZeroDiscrimination # COVI19 [رابط],True
93,ARC,استمرار رحلات الطيران بين # قطر و # إيران رغم انتشار فيروس كورونا . . السؤال هنا لم تستمر ههذه الرحلات بين الدولتين رغم انتشار الفيروس في كلتاهما ؟ !,False
4073,MFH,الولايات المتحدة تسمح باستخدام علاج لكورونا طورته شركة ريجينيرون # كورونا [مستخدم] [رابط],True
670,ARC,خبراء يقولون إن فيروس كورونا مرتبط ارتباطا وثيقا باستساغة الصينيين أكل الكلاب والفئران وكل الحيوانات النجسة,False
2301,MFH,# لتبقى تقدم عددا من النصائح لتجنب عدوى الإصابة بفايروس كورونا المستجد . # الوقاية _ من _ كورونا # لتبقى _ صحتنا # كلنا _ مسؤول [رابط],True
1665,4IF,"🇷 🇺 الرئيس الروسي فلاديمير بوتين يرد على المشككين بلقاح # فيروس _ كورونا "" سبوتنيك في "" معلومة 💡 : وفقا لشبكة CNBC أظهرت نتائج محاكاة حاسوبية أميركية أنه إذا حصل 75 % من السكان على لقاح فيجب أن يكون فعالا بنسبة 80 ٪ على الأقل لإنهاء العدوى بشكل كامل # نلتزم _ لننتصر # شغف _ بالمعرفة [رابط]",True
1094,ARC,[مستخدم] صباحك صحة بناءا على المعلومات المتوفرة حاليا من نتائج الدراسات الوبائية فإنه لايوجد خطر من انتقال فيروس كورونا الجديد nCov - 2019 عبر البضائع والطرود القادمة من الصين ، كما أن غسل اليدين بالماء والصابون كفيل بالقضاء على الفيروسات التنفسية عامة . عافاكم الله,True
2114,MFH,"# عاجل | منظمة الصحة العالمية : الاعتقاد بأن فيروس كورونا سيختفي بحلول الصيف "" أمل زائف "" # كورونا _ مصر # امر _ ملكي # الكويت [رابط]",True
3471,4IF,"وزير الصحة الروسي : نخطط لحملة تطعيم شاملة ضد "" كوفيد - 19 "" في # روسيا في أكتوبر # كورونا [رابط]",True
4231,MFH,تسجيل 527 إصابة جديدة في الجزائر ، ضمن حصيلة يومية هي الأثقل منذ تفشي الوباء في البلاد . # coronavirus # كورونا # covid19 _ dz # Algerie # Algeria # الجزائر,True
1144,ARC,وباء قاتل كل 100 سنة والسر الخطير فى عام 20 - 1720 ضرب مدينة مرسيليا الفرنسية ، الطاعون العظيم وقتل 100 ألف شخص - 1820 حصدت الكوليرا أرواح البشر فى اندونيسيا وتايلاند والفلبين ، وقتل 100 ألف انسان - 1920 الانفلونزا الاسبانية تجاوز ضحاياها أكثر من 100 مليون انسان # كورونا,False
1551,4IF,الهيئة نت | صحيفة ( باي لاين تايمز ) البريطانية : السلطات الصينية تستخدم أقلية ( الأويغور ) المسلمين لإجراء تجارب لقاح فيروس كورونا عليهم ، والوضع في تركستان الشرقية أسوأ بكثير مما يتم الإفصاح عنه ؛ إذ بات الموت في كل مكان . للاشتراك في قناة الهيئة : [رابط] [رابط],True
1293,ARC,"# طرف _ علم "" الشلولو "" من اكفأ مدعمات المناعة ومن أكفأ مضادات ال # كورونا",False
2855,MFH,سبحان الله كورونا فضحهم ، كانوا يسافرون لإيران بدون علم السعوديه وعهران ماتختم ع جوازاتهم هولاء خونه وعملاء لايران . [رابط],False
4148,ARC,هل من الآمن استلام الرسائل أو الطرود من الصين ⁉ نعم ، آمن . لا يعرض استلام الطرود من الصين الناس إلى خطر الإصابة بفيروس كورونا المستجد . ونعلم ، من تحليل أجريناه مسبقا ، أن فيروسات كورونا لا تعيش لفترة طويلة على الأشياء ، مثل الرسائل أو الطرود,True
1010,ARC,[مستخدم] [مستخدم] صاحب المقطع يقول أن معهد باستور هو من اخترع فيروس كورونا و لديه براءة اختراع سنة 2003 و هناك ملف براءة الإختراع للتحميل ، يقول أيضا أن معهد باستور يمتلك اللقاح و ينتظر انتشار الفيروس عالميا ليبع اللقاح . صورة الصفحة الأولى من الملف مرفقة فيها حتى أسماء المخترعين,False
3172,ARC,سبب انتشار كورونا في الصين لانهم ياكلوان الله يقرفهم الحشرات والصراصير والكلاب والقطط والقرود وكل ما هب ودب لازم يجيهم مرض . الحمد لله على نعمه الاسلام وان الله جعلنا مسلمين,False
3307,MFH,ما بعرف ليش في شي جواتي عم يقلي لحق عشلك كم يوم حلوين 🌚 # كورونا # لبنان # لا _ داعي _ للهلع 💔 # سنموت _ بعد _ قليل,False
3443,4IF,أصبحت # روسيا الثلاثاء أول دولة توافق على # لقاح ل # فيروس _ كورونا ، وهي خطوة قوبلت بتشكيك دولي وعدم ارتياح لأن الجرعات تمت دراستها فقط على عشرات الأشخاص . وقال # بوتين الرئيس الروسي ، إن اللقاح خضع للاختبارات اللازمة وثبت أنه يوفر مناعة دائمة ضد فيروس كورونا . # راديو _ الآن [رابط],True
465,MFH,صحيفة فرنسية : فيروس # كورونا يكره النقاب ! . المنتقبات لن يخفن من العدوى وهن اقل عرضة لكرونا لأنهن لا يصافحن بالايدي ولا يقبلن ولا يعانقن وهذه هي الشروط او بالاحرى الاحتياطات الموصى بها من طرف العلماء لتفادي الاصابة . . الى نساء العالم كله ارتدو النقاب فهو ءامن وسيلة ضد الكورونا . [رابط],False
2186,ARC,خبير صيني يجزم ويؤكد ان استنشاق بخار الماء يقتل فيروس كورونا 100 % اذا كان موجود في الرئتين أو الحنجرة أو الأنف فالفيروس لا يحتمل درجة حرارة بخار الماء الدافئة . . ارجو نشر هذه المعلومه في صفحتكم وعلى أوسع نطاق # تقديم _ منع _ التجول _ بجدة # فيروس _ كورونا,False
1103,4IF,# وزير _ الصحة : لقاحات # كورونا ستتوفر مجانا في الصيدليات في مختلف مناطق المملكة [رابط],True
471,4IF,قال كبير خبراء الأمراض المعدية في الولايات المتحدة أنتوني فاوتشي اليوم الجمعة إن لقاح معتمدا لفيروس # كورونا قد ينتهي به الأمر ليكون فعالا بنسبة تتراوح بين 50 و 60 في ٪ فقط من الوقت مما يعني أنه لا تزال هناك حاجة إلى تدابير الصحة العامة للسيطرة على الوباء .,False
4177,MFH,نيال اول 10 حالات كورونا لانو هني راحوا ع مستشفى رفيق الحريري . . نحن رايحين لعند رفيق الحريري شخصيا 🤦 🏻 😅 # سنموت _ بعد _ قليل # كورونا _ لبنان # لا _ داعي _ للهلع,False
3889,MFH,نصائح لتجنب انتقال فيروس كورونا ( كوفيد - 19 ) من خلال استلام طلبات الطعام من المطعم . [مستخدم] [رابط],True
43,ARC,[مستخدم] أشتهي أن يقوم مركز بحثي حول هذه الظاهرة ، فلعل الوضوء خمس مرات في اليوم له دور إيجابي في ذلك ويخفف من انتشار كورونا . . أقول لعل ، وهذا ما يؤكده إلا الدراسات المعمقة,False
3464,ARC,"طبيب "" الشلولو "" : مفيش أكلة تحمي من فيروس كورونا # احمى _ نفسك _ احمى _ بلدك # كورونا # فيروس _ كورونا # COVID2019",True
2015,4IF,"# الصحة : أكثر من ( 1 , 000 , 000 ) جرعة من لقاح # كورونا ( # كوفيد - 19 ) أعطيت حتى الآن من خلال ( 405 ) مواقع للتطعيم في مناطق # المملكة كافة الحمد لله وطننا يتوجه للتعافي من هذه الجائحه بفضل الله ثم بجهود حكومتنا الرشيدة التي جعلت سلامة # الإنسان _ أولا [رابط]",True
1292,4IF,"طلب مليار جرعة من اللقاح الروسي ضد "" # كورونا "" للتفاصيل : [رابط] # نتصدر _ المشهد # COVID19 [رابط]",True
2307,ARC,الدكتور إسلام عنان دكتور اقتصاديات الصحة وعلم انتشار الأوبئة بكلية الصيدلة ، بجامعتي المستقبل ومصر الدولية ل # نقطة _ حوار : ارتباط شبكات الجيل الخامس بعدوى # فيروس _ كورونا هي مسألة ظنية استغلتها الجماعات المناهظة للتكنولوجيا,True
4202,4IF,# مع _ الحكيم روسيا تسجل أول لقاح في العالم مضاد لفيروس # كورونا [رابط],True
2299,4IF,# سلامتك _ في _ كمامتك 😷 # بولندا تعلن إنتاج أول لقاح ضد فيروس # كورونا في العالم [رابط],True
2977,ARC,📰 ماركا : - كريستيانو رونالدو سيحول فنادقة الخاصة في البرتغال الي مستشفيات لمحاربة فيروس كورونا,False
3511,MFH,متحدث # وزارة _ الصحة : 11 ألف شخص غادروا الحجر الصحي بعد التأكد من خلوهم من # فيروس _ كورونا [رابط],True
3639,ARC,"رئيس كوريا الشمالية يقول إن فيروس "" كورونا "" لن ينتشر في بلاده ، لأنه سيتم إعدام أي شخص يصاب بهذا المرض . . ! ! 🙂 😪 👌",False
393,4IF,أخبار إيجابية تدعم مؤشر # تاسي بقيادة القطاع البنكي بدعم من بنك # الراجحي 61 ريال الآن . . أسعار النفط فوق مستوى 45 $ . . تراجع الإصابات بفيروس كورونا يوم أمس في السعودية بعد الارتفاعات في اليومين السابقة . . روسيا تعلن بأنها طورت أول لقاح مضاد لفيروس # كورونا في العالم . .,True
3455,ARC,* من إبداعات الشرطة الهندية : * ألقت الشرطة القبض على عدد من الأشخاص المخالفين لحظر الخروج من المنازل ، ووضعتهم في سيارة إسعاف مع مريض وهمي بفيروس كورونا لجعلهم يدركون خطأهم 😂 👇,True
429,4IF,أعلن وزير الصحة الروسي اليوم الأربعاء أنه سيتم خلال أسبوعين إنتاج الكمية الأولى من اللقاح الروسي ل # فيروس _ كورونا الجديد ، على الرغم من الشكوك الدولية تجاهه التي تم التعبير عنها عقب إعلان الرئيس الروسي فلاديمير بوتن عن التوصل إليه .,True
1340,ARC,# الكورونا الحكومة البريطانية تؤكد إصابة رئيس الوزراء بوريس جونسون بفيروس كورونا,True
2092,MFH,# ايران _ تصدر _ كورونا _ للخليج المفروض اللي يسافرون لإيران مايدخلون السعودية لانهم خونه أعداء الوطن والإسلام 😒 🔪,False
1510,ARC,"[مستخدم] قالت منظمة الصحة العالمية إن فيروس كورونا "" لا يمكن أن ينتقل عبر موجات الراديو أو شبكات الهاتف المتحرك "" ، بما فى ذلك شبكات الجيل الخامس المصنوعة فى الصين",True
