,origin,tweet_text,label
361,ARC,كلنا مسؤول إ ن   الل  ه  ي ح ب   الت  و  اب ين  و ي ح ب   ال م ت ط ه  ر ين  . ما أعظم ربنا الحكيم الذي يحثنا على ملازمة الوضوء،واسباغه والحرص عليه وعلى الطهارة من كافة النجاسات؛لئل ا تفوتنا محب ته. وتتجلى فوائد الوضوء هذه الايام مع إنتشار فيروس كورونا حيث ي نصح بتكرار الغسل,False
362,ARC,رئيس كوريا الشمالية يقول ان فايروس كورونا لن ينتشر في بلاده،لأنه سيتم إعدام أي شخص يصاب بهذا المرض    كورونا,False
363,ARC,إ ن  ا ل ل ه  و إ ن  ـا إ ل ي ه  ر اج عون    هكذا ود ع أطباء وموظفي أحد مستشفيات بريطانيا زميلهم الدكتور الليبي المسلم الصادق الهوش الذي توفي بسبب عدوى كوفيد١٩ أثناء تأدية عمله منظر يدل على أن هذه الأزمة ألفت بين قلوب الناس وجعلت إنسانيتهم هي السائدة ليبيا طرابلس بنغازي,True
364,MFH,وفاة الأخ ابو علاء علي علي محمد المنصوري يومنا هذا  الخميس  2 ذي الحجة سنة 1441هـ بمكة المكرمة بعد معاناة من فيروس كورونا رحمه الله رحمة واسعة والهم أهله وذويه الصبر والسلوان وإنالله وإنا إليه راجعون ,True
365,MFH,الثنائي الشيعي أخدو وزارتين :  الصحة إجا كورونا   الزراعة إجا جراد    منيح ما اخدو الدفاع    كانت ولعت الحرب العالمية الثالثة متل م الله واحد              سنموت بعد قليل لا داعي للهلع كورونا لبنان,False
366,4IF,أين العقل و العلم في قبول لقاح لن يأخذ المدة الكافية لدراسة الآثار الجانبية و المضاعفات على المدى الطويل؟,False
367,ARC,شاهد . فيديو لآلاف الغربان تحلق فوق ووهان الصينية بؤرة كورونا يثير الرعب . والكشف عن حقيقته,True
368,4IF,حتى الان العلاج الاقوى والاهم والمؤكد لفايروس كورونا بإرادة الله هو التباعد الاجتماعي والبقاء في منازلنا. في حال الالتزام بذلك فمن المؤكد بحول الله ان تتناقص الحالات وتبدأ في الانخفاض والسيطره عليه ريثما يتم اكتشاف لقاح لهذا الفايروس.  الالتزام هو العلاج  كلنا مسؤول كورونا,True
369,ARC,إيطاليا تفقد السيطرة كليا  عن إحتواء الفيروس   ورئيس الوزراء يقول باكيا :    إنتهت حلول الأرض ؛ الأمر متروك للسماء  إيطاليا  الكورونا  الحجر الصحي  StayAtHome  StayAtHomeChallenge  StaySafe  StaySafeStayHome,False
370,ARC,خطير. الصين تتهم أمريكا بنشر فيروس كورونا كحرب بيولوجية فيديو,False
371,ARC,مستشفيات الهند رفضت تعالج مرضى كورونا من المسلمين.  الدولة المعفنة وصلت لهالدرجة    كلاب يعطيهم العمى  COVID19,False
372,4IF,مع الحكيم دراسة أمريكية تربط بين لقاح السل وضعف عدد الوفيات ببعض الدول   التفاصيل   كوفيد19 covid19 corona كورونا المستجد,True
373,ARC,إعلان اسلام مصارع نمساوي بسبب كورونا   اضغط على الرابط للوصول الفوري   كورونا فيروس كورونا  كوفيد 19,True
374,MFH,إنهيار إقتصادي   أمراض متفشية   موجة جراد  بعد ناقص اغتيال ولي عهد النمسا وبتندلع الاسباب المباشرة للحرب العالمية الاولى  لبنان يتنفض  لا داعي للهلع  سنموت بعد قليل  كورونا لبنان  جراد لبنان,False
375,MFH,وزارة الصحة: 325 إصابة جديدة بكورونا في الجزائر ارتفاع إجمالي إصابات كورونا إلى: 45158 تسجيل 07 حالات وفاة جديدة بكورونا في الجزائر ارتفاع إجمالي وفيات كورونا إلى 1523 حالات الشفاء الجديدة: 253 ارتفاع إجمالي حالات الشفاء إلى 31746 الحالات المتواجدة في العناية المركزة: 35,True
376,ARC,عاجل  القناة العبرية ١٢: إصابة محمد بن زايد بفيروس كورونا,False
377,MFH,لسلامتكم ومن أجل الوقاية من كورونا يجب غسل اليدين بالماء والصابون لمدة 40 ثانية,True
378,ARC,كل نصائح الأطباء للوقاية من التعرض لفيروس كورونا تنصب على غسل اليدين،ونحن كمسلمين يأمرنا ديننا على غسل اليدين في جميع الأحوال في كل يوم،بدءا  بالوضوء ما لا يقل عن خمس مرات،فهل هناك دين أعظم من ديننا؟ فيروس كورونا الصين  غسل اليدين,False
379,MFH,ما أشبه اليوم بمبارح كورونا لبنان سنموت بعد قليل وداعا,False
380,ARC,متابعة  المؤسسة الصحية في جنوب استراليا مغردة  عبر حسابها الرسمي  لن تنتقل لك عدوى فيروس كورونا ان استلمت طرودا  بريدية من الدول الأخرى حتى من الصين ،,True
381,ARC,زعيم كوريا الشمالية يقول ان فيروس كورونا لن ينتشر في بلاده لأنه سوف يتم إعدام اي شخص يصاب بهذا المرض كورونا الجديد   صاحب الحلول السريعه,False
382,MFH,إجراءات جديدة في الجزائر لمواجهة فيروس كورونا :   توسيع إجراءات الحجر الجزئي ليشمل 9 ولايات.   الولايات المعنية : باتنة، تيزي وزو، سطيف، قسنطينة، وهران، الوادي، المدية، بومرداس، تيبازة.   الحجر الجزئي سيكون بداية من غد السبت من 19 مساء إلى 7 صباحا. وعينا يحمينا ريح في دارك,True
383,ARC,هل تناول الثوم يساعد في الوقاية من العدوى بفيروس كورونا ؟  صح أم خطأ الصحة أغلى من المال,True
384,ARC,رتوال   صحة  رواية عيون الظلام تنبأت بظهور مرض كورونا في الصين في ثمانينات القرن الماضي.  ت رى . ما هي الروايات التي  لا تزال تنبؤاتها في رحم الغيب؟!,False
385,ARC,التدخين يزيد من مخاطر الإصابة بفيروس الكورونا، فالإقلاع عنه يحمي نفسك وعائلتك ومن حولك.  فيروس كورونا الأردن خليك بالبيت,True
386,MFH,أعلنت منظمة الصحة العالمية أن : عدد المصابين بفيروس كورونا في العالم وصل إلى 100 ألف.   وأكدت المنظمة أنها تعمل على تطوير لقاحات. مشددة على أن :  الاعتقاد بأن فيروس كورونا سيختفي بحلول الصيف هو أمل زائف,True
387,4IF,أعلن الرئيس الأمريكي دونالد ترامب، أن حكومته ستشترى 100 مليون جرعة من لقاح فيروس كورونا المستجد كوفيد 19  التجريبي من شركة موديرنا الأمريكية للتكنولوجيا الحيوية، والذى يخضع حالي ا للتجارب البشرية فى مراحله الأخيرة,True
388,MFH,عمرين الاهدل في ذمه الله  انتقل إلى رحمة الله تعالى في هذا اليوم أخونا عمرين الاهدل جراء اصابته بفيروس كورونا أسأل الله له الرحمة والمغفرة وأن يتقبله عنده من الشهداء وأن يسكنه الفردوس الأعلى ويرزق أهله الصبر والسلوان . إنا لله وإنا إليه راجعون,True
389,ARC,اتضح ان الفيروس يعيش في حرارة محدوده و هي حرارة مجرة التنفس الاقل حرارة في جسم الانسان لذلك الهواء الساخن بحرارة اكثر من 30 درجه قد يبطئ انتشاره في الرئة  لا يوجد مصدر انما هو رأي شخصي   فيروس كورونا,False
390,4IF,رئيس معمل الفيروسات الحيوانية المنشأ في جامعة كمبردج : نبحث عن نقاط ضعف في فيروس كورونا يمكننا استخدامها لتطوير اللقاح لتوجيه الاستجابة المناعية في الاتجاه الصحيح   العربية,True
391,ARC,فايروس كورونا هو بالحقيقة غاز السارين السام  كوفيد19  وسوف يقل تركيزه بالجو الى مدة تتراوح الى 4 أشهر وسببه أمريكا لعنها الله . كورونا الجديد كورونا السعودية كوفيد19 كوفيد غاز السارين,False
392,ARC,هناك الكثير من المعلومات الكاذبة  هذه هي الحقائق.الناس من جميع الأعمار يمكن أن تكون مصابة بــ كورونا فيروس. ويبدو أن كبار السن، والناس الذين يعانون من ظروف طبية موجودة  مثل الربو، مرض السكري، مرض القلب  أكثر عرضة لتصبح سوءا مع الفيروس.     يوم الجمعة  كورونا   يتبع,True
393,4IF,أخبار إيجابية تدعم مؤشر تاسي بقيادة القطاع البنكي بدعم من بنك الراجحي 61 ريال الآن . أسعار النفط فوق مستوى 45  . تراجع الإصابات بفيروس كورونا يوم أمس في السعودية بعد الارتفاعات في اليومين السابقة . روسيا تعلن بأنها طورت أول لقاح مضاد لفيروس كورونا في العالم ,True
394,ARC,كل نصائح الأطباء للوقاية من التعرض لفيروس كورونا تنصب على غسل اليدين،ونحن كمسلمين يأمرنا ديننا على غسل اليدين في جميع الأحوال في كل يوم،بدءا  بالوضوء ما لا يقل عن خمس مرات،فهل هناك دين أعظم من ديننا؟ فيروس كورونا الصين  غسل اليدين,False
395,MFH,الاستاذ المساعد الدكتور رعد الهرموش، اثر مضاعفات فايروس كورونا. سائلين المولى عز وجل ان يرحمه برحمته الواسعة وان يلهم اهله وذويه وزملائه وطلبته ومحبيه الصبر والسلوان.  مؤسسة شهيد المحراب  النجف الاشرف,True
396,4IF,الدكتور ليث أبو رداد : كل يوم نتقدم في مواجهة وباء كورونا لكن ما زال الطريق طويلا  ولن ينتهي غدا  وإذ كنا متفائلين سوف ينتهي الوباء بنهاية العام القادم ، ونهاية فيروس كورونا تحتاج إلى لقاح وإلا سوف يصعب التغلب عليه المسافة الاجتماعية تلفزيون قطر,True
397,MFH,عاجل الرئاسة الجزائرية: تأكد إصابة الرئيس تبون بـ فيروس كورونا   إرم نيوز الجزائر ALGER,True
398,MFH,لتبقى تقدم عدد ا من النصائح لتجنب عدوى الإصابة بفيروس كورونا المستجد.  الوقاية من كورونا  لتبقى صحتنا  كلنا مسؤول,True
399,ARC,تفائلت كتير بالمحللين اللي قالوا وباء كورونا هو عبارة عن غاز السارين ويخلص أوائل شهر 4 والمشكلة شهر 4راح يخلص وطلعت تحليلاتهم لا أساس لها من الصحة . والغريب أن الصين قضت نهائيا ع الفايروس مع انو نعلم أن شخص واحد قادر ينشر الوباء ويعمل كارثة .  الله يستر فيروس كورونا COVID 19,True
400,MFH,وزيرة الصحة ليه ما عم يلبس جرافاه كورونا سنموت بعد قليل لبنان ينتفض  لا ثقة سنموت بعد قليل لبنان ينتفض  لا ثقة,False
401,ARC,اكثروا من الوضوء في اوقات الصلاه وغيرها خيرا من مليون معقم فهوه طهاره من الذنوب وللجسم. كوفيد19,False
402,ARC,كريستيانو رونالدو اشترى جزيرة في البرتغال وتحديد ا في مدينة ماديرا للحجر الصحي له ولعائلته حتى انتهاء ازمة الكورونا. وانت  ياشاطرة خليك  مع خطيبك اللي ضحك عليك  واشترالك علبة معقم بنص دولار    بس هيك  كورونا كورونا لبنان,False
403,MFH,كورونا المغرب المجاهد عبد الرحمان اليوسفي في ذمة الله، تغمده الله برحمته وأسكنه فسيح جناته وألهم ذويه الصبر والسلوان. إنا لله وإنا إليه راجعون,True
404,4IF,روسيا بوتين فلاديمير يعلن رسميا  عن تسجيل سبوتنيك 5 كـ أول لقاح في العالم مضاد لفيروس كورونا,True
405,ARC,اليكسيس اصابة فيروس كورونا   !,False
406,MFH,الصحة العالمية: من الخطأ الاعتقاد بأن  كورونا  سيختفي خلال فصل الصيف,True
407,ARC,وعليكم السلام بناء على  المعلومات المتوفرة حاليا من نتائج الدراسات الوبائية فإنه لايوجد خطر من إنتقال فيروس كورونا الجديد nCov 2019 عبر البضائع والطرود القادمة من الصين ، كما أن غسل اليدين بالماء والصابون كفيل بالقضاء على  الفيروسات التنفسية عامة . عافاكم الله,True
408,ARC,انقلب السحر على الساحر . اراد العالم الامريكي دمتري تدمير الصين وايران وايطاليا فخرج الفايروس عن السيطره وقتله هو وزوجته وبنته والان امريكا تعلن ان الوباء خرج عن السيطره . مخترع   فايروس كورونا    والله وحده اعلم بعاقبة الامور,False
409,MFH,توسيع اجراءات الحجر الجزئي الى الولايات التالية: باتنة، تيزي وزو ، سطيف ، قسنطينة، المدية، وهران، بومرداس ، الوادي و تيبازة  ابتداءا من الغد.  يوم الجمعة الجزائر فيروس كورنا ريح في دارك خليك في بيتك,True
410,ARC,فيروس كورونا المربرب يعجبني ياخي ماعنده مزح      رئيس كوريا الشمالية كيم يونغ يؤكد أن فيروس كورونا لن ينتشر في بلاده لأنه سيتم إعدام اي شخص يصاب به   صاحب الحلول السريعة,False
411,ARC,كوريا الشمالية : اعدام أي شخص يصاب بفيروس كورونا منعا لانتشاره بالبلد   كيم:  فيك خير خل يصيبك وماتقول,False
412,ARC,عاجل القناة 12 العبرية تقول: إصابة محمد بن زايد بفيروس كورونا,False
413,MFH,الى كل مساحد العالم والائمه والمسلمين عندي وصفه طبيعيه تقضي على الكورونا وتعيد الحياه للمساجد  972522878900   وصفه ناجحه 1000    ما انا بساحر ولا دجال ولا كذاب ولا مشعوذ ولا مجنون اسألوا اهل الدكر ان كنتم لا تعامون هنا اهل الذكر هم علماء الطب فليتصلوا ويستفسروا ذلك ٢٤ ٢٤ ارد ,False
414,ARC,إزاي؟ الترجمة العربية لرواية عيون الظلام للكاتب الأمريكي دين كونتز،بترجمة هبة جابري. وهي الرواية التي تنبأت عند صدورها في ثمانينيات القرن الماضي بظهور وانتشار فيروس كورونا المستجد   لا فكرة لدي عن الترجمة وجودتها،الرواية صادرة عن دار سما ومتوفرة بمصر,False
415,4IF,بوتين  يعلن عن تسجيل اول لقاح ضد فيروس كورونا,False
416,MFH,اضواء الوطن  لتبقى تقدم عدد ا من النصائح لتجنب عدوى الإصابة بفايروس كورونا المستجد. الوقاية من كورونا لتبقى صحتنا كلنا مسؤول,True
417,4IF,روسيا. تسجيل أول لقاح لكورونا في العالم الأسبوع المقبل   الغد كورونا,True
418,MFH,مقال في الصحافه الفرنسيه: لاخوف على المنقبات لانهن الأقل عرضه لفيروس كورونا حيث أنهن لا يتبادلن القبل للتحيه او يتصافحون بالايدي او الأحضان وفوق ذلك كل جسدهن مستور ونظيفه بالوضوء المستمر وهي النصائح التي اطلقتها المتخصصون لتفادي العدوى الحمدلله على نعمة الإسلام,False
419,MFH,هيدا الدجل باسم الله. كورونا سنموت بعد قليل,False
420,ARC,صورة اليوم :  عودة الأطباء الصينين الي م دنهم من ووهان بعد السيطرة على تفشي الفيروس ، وسط تحية      كوفيد١٩  كورونا الجديد,True
421,ARC,نصيحة طبية مضللة أخرى حول فيروس كورونا المستجد  تجتاح وسائل التواصل الاجتماعي   وهي أن  استنشاق  بخار الماء    يقضي على هذا الفيروس  احذروا هذه النصيحة التي قد تكون مؤذية، وهي بالطبع لن تعالج كوفيد 19   CoronavirusFacts  تفاصيل,True
422,ARC,خبير صيني يجزم ويؤكد ان استنشاق بخار الماء يقتل فيروس كورونا ١  اذا كان موجود  في الرئتين  أو الحنجرة أو الأنف فالفيروس لا يحتمل درجة حرارة بخار الماء الدافئة .  ارجو نشر هذه المعلومه في صفحتكم وعلى أوسع نطاق,False
423,MFH,إصابة وزيرة الهجرة والمهجرين إيفان فايق بفايروس كورونا قناة اسيا,True
424,4IF,منظمة الصحة العالمية: العالم بحاجة إلى حشد 100 مليار دولار لضمان وصول لقاح كورونا للجميع ـــــــــــــــــــــــــــــــ قناة الرافدين,True
425,ARC,Algeria في الإكوادور جثث تلقى في الشارع مثال حي  على وحشية كورونا   Algerie Algerie Algerie,True
426,ARC,هذه هي الصين التي يتغنى بها البعض. جرائم بحق أصحاب البشرة السمراء، لأن نظامهم اتهمهم بأنهم ينقلون عدوى فيروس كورونا,True
427,ARC,سبب انتشار فايروس كورونا في الصين هوا اكلهم للحيوانات البشعه الكلاب والقطط والخفافيش والفيران والافاعي والخنازير والكثير من الحيوانات نسال الله العلي العظيم أن يكفينا شر هذا الفايروس,False
428,ARC,كرستيانو رونالدو تبرع بكل ممتلكاته وفنادقه لوقف انتشار كورونا. ويحلق في بيته وعندنا أشكال مامنهم الا الوذى ويدور حلاق يحدد السكسوكه اكثر شي سويته بالحجر المنزلي فيروس كورونا كلنا مسؤول,False
429,4IF,أعلن وزير الصحة الروسي اليوم الأربعاء أنه سيتم خلال أسبوعين إنتاج الكمية الأولى من اللقاح الروسي ل فيروس كورونا الجديد، على الرغم من الشكوك الدولية تجاهه التي تم التعبير عنها عقب إعلان الرئيس الروسي فلاديمير بوتن عن التوصل إليه,True
430,4IF,تقارير الاقتصادية  أسهم 18 شركة عالمية تطور لقاح كورونا تقفز بين 17 و1892  منذ منتصف مارس   قيمتها السوقية بلغت 1.8 تريليون دولار   انفوجرافيك الاقتصادية عاجل,True
431,ARC,للمدخنين. الخبراء يحذرون من زيادة فرص الإصابة بـ كورونا 14 مرة فيروس كورونا للتفاصيل,True
432,MFH,تعزية يتقدم فريق عين المدينة بخالص التعازي وأصدق المواساة إلى عائلة الممرضه نجود الخيبري والتي انتقلت الى رحمة الله تعالى مساء الثلاثاء ١٧ شوال أثر إصابتها بعدوى فيروس كورونا نسأل الله أن يسكنها فسيح جناته وان يلهم أهلها وذويها الصبر والسلوان وانا لله وانا اليه راجعون,True
433,ARC,التدخين أسوأ عدو للمناعة و حبيب COVID19 الكورونا لان كورونابيأثر سلبيا  على اللجهاز التنفسى الكورونا والتدخين دونتميكس,True
434,ARC,فيروس كورونا الجديد    الوضوء والصلاة وقاية من كورونا وغيره,False
435,ARC,عاجل  إصابة اللاعب باولو ديبالا بفيروس كورونا,False
436,ARC,قاطع الكويتيون شركة ألبان المراعي السعودية  بعد تقارير عن وجود إصابات بفيروس كورونا المستجد جرى التعتيم عليها . وأعلنت عدة جمعيات تعاونية في الكويت، مقاطعتها لمنتجات شركة المراعي بعد رفض السلطات الكويتية منع ادخال منتجات الشركة السعودية قاطعوا المنتوجات السعودية موازين نيوز,False
437,ARC,أخبار جيدة كورونا فيروس أوهان يمكن معالجته بماء الثوم الطازج المغلي  طبيب صيني مسن اثبت فعاليتها وكذلك عدة مرضى استخدموها واثبتوا فعاليتها خذ ٨  فصوص ثوم كبيرة واهرسها. اضف ٧ كؤوس ماء ثم أغلى الخليط. كل الثوم واشرب من الماء المغلي. بين ليلة وضحاها  في غمضة عين  ستشعر بالتحسن,False
438,MFH,إنا لله وإنا إليه راجعون، أعزي نفسي الزملاء بوفاة د. طارق حسين مخيمر ، من أطباء الأنف والأذن والحنجرة في م. زين متأثرا بمضاعفات فيروس كورونا المستجد. رحمه الله وألهم أهله ومحبيه الصبر والسلوان,True
439,4IF,تفاعلكم  المعهد الذي طور لقاح كورونا الروسي يشكك في فعاليته اللقاح الروسي,True
440,ARC,انتشار شائعة قام بعض المؤمنين بنظريات المؤامرة بنشرها تقول بأن شبكات الجيل الخامس كانت السبب في ظهور فيروس كورونا المستجد  وانتشاره. هذه النظرية ر اجت بشكل كبير على وسائل التواصل الإجتماعي بل أي  دها بعض المشاهير أيضا. البعض تمادى في الأمر ليقوموا بتخريب أبراج 5G في بريطانيا,False
441,MFH,الشروقجونسون: لا مفر من موجة ثانية من كورونا وقد نفرض قيودا جديدة      جونسون بريطانيا كورونا COVID19,True
442,4IF,الصين تبدأ تجارب سريرية على لقاح لفيروس كورونا المستجد الرابط:,True
443,MFH,كورونا. تعديل مواقيت الحجر في 9 ولايات ليصبح من الساعة 17:00 إلى 7 صباحا. الولايات المعنية هي الجزائر العاصمة، الـمدية، سطيف، وهران، تيزي وزو، تلمسان، عين الدفلى، تيبازة، وبجاية,True
444,ARC,مصادر إعلامية :  إصابة ولي عهد أبوظبي محمد بن زايد، بفايروس كورونا المستجد,False
445,4IF,ترامب: اتفقنا مع مودرنا على 100 مليون جرعة للقاح كورونا المرتقب. يعلنها في نفس اليوم الذي أعلن فيه بوتين عن إيجاد لقاح روسي للفيروس طلبت 20 دولة الحصول عليه. لا شيء في السياسة يحدث صدفة,False
446,MFH,6  الشهيد الأستاذ الدكتور: عماد حبيب إستشارى الباطنه بمستشفي مغاغة بالمنيا  والذين توفوا إثر إصابتهم بفيروس كورونا المستجد سائلين المولي أن يتقبلهم من الشهداء ويسكنهم فسيح جناته ويلهم أسرهم الصبر والسلوان,True
447,MFH,الجزائر تسجل 9 وفيات و285 اصابة جديدة بكورونا صوت الوطن نيوز الجزائر كورونا,True
448,ARC,الخبر بعنوان الصين تعلن نجاح العلاج المصري لفيروس كورونا الذي قدمته وزيرة الصحة المصريه للصين غير صحيح، ونفته وزارة الصحة المصرية,True
449,4IF,في إطار التعاون الطبي، وبإشراف دائرة الصحة   أبوظبي، بدأت التجارب السريرية للمرحلة الثالثة من تجارب لقاح لعلاج فيروس كورونا المستجد كورونا كوفيد19 كوفيد 19 فيروس كورونا,True
450,ARC,هجوم اسراب من الغربان والبعوض على الصين شي عجيب كورونا الصين,False
451,MFH,ق وا أنفسكم وأهليكم  :::::::: يوصي الخبراء بضرورة غسل اليدين بالماء والصابون، للوقاية من الإصابة بالعدوى الفيروسية بشكل عام و كورونا بشكل خاص، ولكن يجب أن يتم ذلك لمدة 20 ثانية باستخدام الماء الدافئ أو 30 ثانية بالماء البارد!,True
452,ARC,الوقاية خير من العلاج قبل أن يصل فايروس كورونا إلى الرئة يبقى في الحنجرة أربعة أيام وفي هذا الوقت يبدأ الشخص المصاب بالسعال ويشعر بألم في الحنجرة فإذا أكثر من شرب الماء وأستخدم الغرغرة بالماء والملح أو الخل يقضي على الفايروس نهائيا  قم بالمشاركة لعلك تكون سبب في إنقاذ الكثير,False
453,ARC,أعلنت الصين رسميا ومنذ ساعات قليلة عن نجاح المصل المصرى التى قدمته الدكتورة هالة وزيرة الصحة المصرية الى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100   على اكثر من 7 حالات تم شفائهم شو صحة هل الخبر حدا بيعرف ؟,False
454,4IF,بعد وصول 3 لقاحات لمراحل واعدة. علماء إسبان يطورون رذاذا يرش في الفم يمنع انتقال كورونا إلى الرئة العربية,False
455,ARC,عملية بناء المستشفى الذي أعلنت الصين إنها ستنجزه خلال 6 أيام وسيتم تشغيله في 3 فبراير لعلاج فيروس كورونا  المصدر: Peoples Daily  China,True
456,MFH,لو مهما خ و فتونا  بم رض إسمو كورونا  رفقا الحرديني وشربل  م ن  هالم ر ض بيحمونا    ألكسي قسطنطين                                         CoronaViruesue كورونا لبنان لا داعي للهلع الصين سنموت بعد قليل Lebanon,False
457,ARC,مضاد فايروس الكورونا موجود بمصر من ايام الفراعنة تعرفون شنو اسمه ؟! اسمه   الشلولو  ،  نعم الشلولو هي الملوخية بالثوم واللمون ولاتكثرون ياشباب لانها   !   المهم الشلولو علاج للكورونا  الصين وزارة الصحة وزارة الصحة كورونا كورونا مصر فيروس كورونا,False
458,4IF,عاجل الشبيبة وزير الصحة الروسي يعلن عن موعد نشر الأبحاث المتعلقة بأول لقاح ضد كورونا,True
459,ARC,إن صح   خبر طالبة الدكتوراه أو لم يصح ، فقد تحر  ك كريستيانو رونالدو بحس  ه الوطني والإنساني، وذلك بتحويل سلسلة فنادقه التي يمتلكها في وطنه البرتغال إلى مشافي للم صابين ب فيروس كورونا المستجد  ، هذا الح س  الذي يجب أن يكون حاضر ا ومسيطر ا علينا جميع ا على قدر الاستطاعة,False
460,MFH,وزير المالية براك الشيتان ينعي بدر عبدالغفار اتش،من موظفيالجمارك المخلصين والذي توفي أمس السبت وهو يؤدي الواجب الوطني بالصفوف الامامية اثر اصابته بفيروس كورونا وتوجه الشيتان في بيان له بالدعاء إلى الباري عز وجل أن يرحمه ويسكنه فسيح جناته ويلهم ذويه الصبر والسلوان,True
461,MFH,فاجعة قوية تهز الكرة العراقية بوفاة المدرب الخلوق علي هادي مدرب نادي زاخو بعد أيام قليلة من إصابته بفيروس كورونا المستجد  كوفيد19  انا لله وإنا اليه راجعون نسأل الله تعالى أن يتغمده بواسع رحمته وأن يلهم أهله وعائلته الصبر والسلوان من بعده,True
462,4IF,مفاجأة سارة. لقاح كورونا المصري!,True
463,ARC,رئيس الوزراء الايطالي    جوزيبي كونتي  فقدنا السيطره كليا انتهت حلول الأرض الأمر متروك للسماء    تعبير صعب ومخيف إيطاليا المنكوبة   خليك بالبيت  كورونا  فيروس الكورونا  Covid 19  كورونا ايطاليا,False
464,ARC,كيف ينتهي فيروس كورونا  بالوضوء الصحيح,False
465,MFH,صحيفة فرنسية: فيروس كورونا يكره النقاب !. المنتقبات لن يخفن من العدوى وهن اقل عرضة لكرونا لأنهن لا يصافحن بالايدي ولا يقبلن ولا يعانقن وهذه هي الشروط او بالاحرى الاحتياطات الموصى بها من طرف العلماء لتفادي الاصابة.الى نساء العالم كله ارتدو النقاب فهو ءامن وسيلة ضد الكورونا,False
466,ARC,منظمة الصحة العالمية توجه نصائح للجمهور حول فيروس كورونا الجديد. وقالت المنظمة إن المضادات الحيوية لا تعمل ضد الفيروسات، وإنما ضد البكتيريا فقط، موضحة أنه نظرا لأن فيروس كورونا الجديد هو فيروس، فإن المضادات الحيوية ليست فعالة في الوقاية منه أو علاجه.  معا ضد كورونا,True
467,MFH,اذا حكومة اختصاصيين وعم يصير فينا هيك كيف لو ما كانت اختصاصيين؟  سنموت بعد قليل  كورونا  كورونا لبنان,False
468,MFH,بمزيد من الحزن والأسى وايمان بقضاء الله وقدرته انتقل الى رحمة الله الخال سلمان مطلق الغافل العنزي أثر أصابته بفايروس كورونا نسأل الله له المغفره والرحمه ويسكنه فسيح جناته ويلهمنا وذويه ومحبيه الصبر والسلوان . ان لله وان اليه راجعون . رحمة الله يابو سلطان,True
469,4IF,عاجل  وكالة إنترفاكس نقلا عن وزارة الصحة الروسية: موسكو بدأت إنتاج لقاح كورونا,True
470,ARC,المواطنون يتساقطون واحدا تلو الآخر. وباء كورونا يؤدي إلى انتشار الجثث في شوارع إحدى أكبر مدن الإكوادور ويستغرق نقل الجثة عدة أيام بسبب وجود قوائم انتظار فيروس كورونا coronavirus,True
471,4IF,قال كبير خبراء الأمراض المعدية في الولايات المتحدة أنتوني فاوتشي اليوم الجمعة إن لقاح معتمدا لفيروس كورونا قد ينتهي به الأمر ليكون فعال ا بنسبة تتراوح بين 50 و60 في   فقط من الوقت مما يعني أنه لا تزال هناك حاجة إلى تدابير الصحة العامة للسيطرة على الوباء ,False
472,ARC,خذ العلم : جميع الأعمار يمكن أن يصيبها فيروس كورونا! لكن كبار السن وأصحاب الأمراض المزمنة والحوامل هم أكثر ع رضه للإصابة.    وزارة الصحة,True
473,4IF,صحة ينبع تدشن خدمة التطعيم ضد فيروس كورونا داخل السيارة في مركز لقاحات كورونا في مركز السميري في ينبع البحر,True
474,4IF,و من الخطأ الاعتقاد بأن فيروس كورونا قاتل لأن نسبه النجاة منه ٩٩.٩  . اذا  لماذا اللقاح!,False
475,ARC,شو اللي روسيا تنشر 500 اسد بالشارع عشان ما حدا يطلع؟! خلك في البيت  StayHome  كوفيد 19 كورونا الجديد COVID19 وقاية وأمان  صحتكم أمانة الوعي أهم وقاية فيروس كورونا المستجد,False
476,4IF,الجزائر . عودة وشيكة للدراسة وسط مخاوف وترقب اللقاح  تقرير .   كورونا بوابة الأخبار,True
477,MFH,وزارة الصحة: 197 إصابة جديدة بكورونا في الجزائر   ارتفاع إجمالي إصابات كورونا إلى: 12445   تسجيل 8 وفيات جديدة بكورونا   ارتفاع إجمالي وفيات كورونا إلى: 877 coronavirus algeria fadelzoubir,True
478,ARC,التدخين قد يكون سبب رئيسي ليجعلك أكثر عرضه للإصابة بفيروس كورونا لذلك انتبه وتوقف عن التدخين من أجل سلامتك,True
479,ARC,كوريا الشمالية : اعدام أي شخص يصاب بفيروس كورونا منعا لانتشاره بالبلد  خت ال infection control في فتيل,False
480,ARC,محنقلا  عن وائل الخالدي مدير مركز باك هوم في باريس: أنباء عن وفاة طفل بـ فيروس كورونا في مشفى المجتهد في دمشق ،وإصابة خالة الطفل التي كانت برفقته، وتم عزل القسم التي توجد فيه الخالة، وشوهد الطبيب المعالج يبكي خوفا  بسبب سعال الطفل بوجهه، قبل أن يتم تشخيص المرض،,False
481,MFH,د. الحمادي: لا يوجد دليل علمي يثبت أن فيروس كورونا المستجد ينتقل من خلال السباحة في مياه البحر أو أحواض السباحة، ولكن يجب الالتزام بالإجراءات الوقائية والتباعد الجسدي حول أماكن السباحة,True
